;;;;;;;;;;;;;;;;;x
end_of_natural_dyes_title;An End to Natural Dyes?;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
end_of_natural_dyes_desc;The discovery of man-made synthetic dyes in the mid-19th century triggered a long decline in the large-scale market for natural dyes. Synthetic dyes, which can be produced in large quantities, quickly superseded natural dyes for the commercial textile production enabled by the industrial revolution, and unlike natural dyes, are suitable for the synthetic fibres that followed. In a few of our provinces, the production of natural dyes is in a steady decline for a few years and now producers can barely sell their product. Faced with bankruptcy, most dye producers are looking for new goods to sell. We can help them look for new markets.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;
immigration_quota_policy_title;Implement Immigration Quotas;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
immigration_quota_policy_desc;A conditionally open border is a border that allows movement of people across the border that meet a special set of conditions. This special set of conditions which limits the application of border controls that would normally otherwise apply could be defined by an international agreement or international law, or the special conditions could be defined by a regulation or law of the jurisdiction that the people are claiming the right to enter. Conditionally open borders generally requires a claim to be submitted from the people who are proposing to enter the new jurisdiction stating why they meet the special conditions which allow entry into the new jurisdiction. In the case of our country, quotas mean that no foreigners that fail a literacy test in their own language or are nationals of countries that were or are at war with our nation are allowed. These controls and checks come at the cost of an increased demand from the State's bureaucracy.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
open_borders_policy_title;Abolish Immigration Restrictions;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
open_borders_policy_desc;An open border is a border that enables free movement of people between different jurisdictions with limited or no restrictions on movement. A border may be an open border due to intentional legislation allowing free movement of people across the border, or a border may be an open border due to lack of adequate enforcement or adequate supervision of the border. One of the advantages of such a policy is that it requires little to none effort from the State's bureaucracy to keep control over immigrants.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_new_zealand_title;The Economy of New Zealand;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_new_zealand_desc;Heavily dependent on wool, cattle and dairy products, the economy of New Zealand remained largely rural until now. With the intensification of the European colonization, several specialists identified key deposits of coal and and suggested several paths to the diversification of the islands economy.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
north_island_renaming_title;The New Zealand Colony;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
north_island_renaming_desc;The arrival of European settlers, known locally as Pakeha, has resulted in an increasing amount of land purchased from the Maori. While this has improved local conditions, it has angered a large portion of the Maori portion who resent the European presence and accuse the $COUNTRY_ADJ$ of breaking the Treaty of Waitingi.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_uzbekistan_title;Economic Reforms in the Uzbek Homeland;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_uzbekistan_desc;For years the Uzbek lands have been occupied by nomads that lived off subsistence farming and trade with other steppe peoples. With the insertion of these lands in the global market, $COUNTRY$ specialists and bankers conducted a series of viability studies to determine what crops could be grown for the benefit of $COUNTRY$, to contribute to its exports and its industry, and what kind of investments are needed to make this happen. With the conclusion of these works, the only obstacle to these changes are the necessary investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_kyrgyzstan_title;Economic Reforms in the Kyrgyz Homeland;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_kyrgyzstan_desc;Prior to $COUNTRY_ADJ$ central authority, the area's settled population was small. The Kyrgyz were predominantly self-sufficient nomads. With the insertion of these lands in the global market, $COUNTRY$ specialists and bankers conducted a series of viability studies to determine what crops could be grown for the benefit of $COUNTRY$, to contribute to its exports and its industry, and what kind of investments are needed to make this happen. With the conclusion of these works, the only obstacle to these changes are the necessary investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_turkmenia_title;Economic Reforms in the Turkmen Homeland;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_turkmenia_desc;For years the Turkmen lands have been occupied by nomads that lived off subsistence farming and trade with other steppe peoples. With the insertion of these lands in the global market, $COUNTRY$ specialists and bankers conducted a series of viability studies to determine what crops could be grown for the benefit of $COUNTRY$, to contribute to its exports and its industry, and what kind of investments are needed to make this happen. With the conclusion of these works, the only obstacle to these changes are the necessary investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_tajikstan_title;Economic Reforms in the Tajik Homeland;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_tajikstan_desc;For years the Tajik lands have been occupied by nomads that lived off subsistence farming and trade with other steppe peoples. With the insertion of these lands in the global market, $COUNTRY$ specialists and bankers conducted a series of viability studies to determine what crops could be grown for the benefit of $COUNTRY$, to contribute to its exports and its industry, and what kind of investments are needed to make this happen. With the conclusion of these works, the only obstacle to these changes are the necessary investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_philippines_title;Economic Reforms in the Philippines;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_production_in_philippines_desc;For years the Philippines inhabitants lived mostly off subsistence farming and cash crops that aren't as profitable as before. With the insertion of these lands in the global market, $COUNTRY$ specialists and bankers conducted a series of viability studies to determine what crops could be grown for the benefit of $COUNTRY$, to contribute to its exports and its industry, and what kind of investments are needed to make this happen. With the conclusion of these works, the only obstacle to these changes are the necessary investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodities_in_south_east_asia_title;The Commodity Boom in South-East Asia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodities_in_south_east_asia_desc;The great expansion that the world economy underwent the last few decades allowed $COUNTRY_ADJ$ landowners to find attractive opportunities in international markets. Little by little, the United States became the most important consumer of coffee in the world, while Germany and France became the most important markets in Europe. Tobacco and Tea consumption is at an all time high and the Great Powers are always seeking new partners to supply these goods to the population. The current situation is auspicious for encouraging and expanding the production of certain commodities that can greatly increase the income of our nation.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_boom_central_america_title;The Commodity Boom in Central America;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_boom_central_america_desc;The first coffee crops in $COUNTRY$ were planted in the eastern part of the country. A priest named Francisco Romero is attributed to have been very influential in the propagation of the crop in the northeast region of the country. After hearing the confession of the parishioners, he required as penance the cultivation of coffee. Despite these early developments, the consolidation of coffee as a $COUNTRY_ADJ$ export did not come about until now. The great expansion that the world economy underwent the last few decades allowed $COUNTRY_ADJ$ landowners to find attractive opportunities in international markets. Little by little, the United States became the most important consumer of coffee in the world, while Germany and France became the most important markets in Europe. The current situation is auspicious for encouraging and expanding the production of certain commodities that can greatly increase the income of our nation.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_boom_colombia_title;The Commodity Boom in South America;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodity_boom_colombia_desc;The first coffee crops in $COUNTRY$ were planted in the eastern part of the country. A priest named Francisco Romero is attributed to have been very influential in the propagation of the crop in the northeast region of the country. After hearing the confession of the parishioners, he required as penance the cultivation of coffee. Despite these early developments, the consolidation of coffee as a $COUNTRY_ADJ$ export did not come about until now. The great expansion that the world economy underwent the last few decades allowed $COUNTRY_ADJ$ landowners to find attractive opportunities in international markets. Little by little, the United States became the most important consumer of coffee in the world, while Germany and France became the most important markets in Europe. The current situation is auspicious for encouraging and expanding the production of certain commodities that can greatly increase the income of our nation.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
french_iron_mines_title;Mining Concessions;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
french_iron_mines_desc;Ferriferous Basins in Normandie and Haut-Anjou as well as discoveries of new galleries in the Alps can boost iron production through our country. New technologies will allow us to tap into these iron veins, greatly boosting our iron production. All we need is a few concessions for the right individuals and new iron mines will be opened.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
alsace_lorraine_mines_title;The Ferriferous Basin of Metz and the Silver Valley;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
alsace_lorraine_mines_desc;Geologists in our country have found a ferriferous basin near Metz, extending west of a line of Thionville-Metz-Nancy, ranging for about 100 km, from north to south, between the Belgo-Luxembourg border and Neuves-Maisons, with an extension of 20 to 30 km from east to west. At the same time, soil testings seem to indicate the presence of rich veins of silver in a gallery of the place known as the Silver Valley, near Sainte-Marie-aux-Mines, known in German as Markirch. With concessions to the right people we can turn Metz in a reference for iron production in $COUNTRY$ and tap in the wealth of Silver Valley at the same time.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
the_iron_range_title;The Iron Range;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
the_iron_range_desc;The Iron Range refers to numerous iron-producing ranges embraced within the Lake Superior Region. These cherty iron ore deposits are Precambrian in age for the Vermilion Range, while middle Precambrian in age for the Mesabi and Cuyuna Ranges. Similarly, the Gogebic Range in Wisconsin and the Marquette Iron Range and Menominee Range in Michigan. A recent discovery, these ranges along with other iron deposits in Utah and New York will greatly boost  iron production in the American continent.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tea_in_georgia_title;The Travels of Konstantin Popov;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tea_in_georgia_desc;Konstantin Popov, a wealthy merchant in charge of almost the entire Russian imperial tea trade, became interested in the idea of growing tea along the Black Sea coast. He bought vast plots in Chakvi, not far from Batumi, and dreamt of establishing massive plantations with internationally - competitive exports. In 1892, he traveled to China in order to study large-scale tea production. Popov hired a team of experienced workers from a factory in Guangdong, including an ambitious director named Lao Junzhou. With a few financial incentives and concessions, we can expand the tea business to start large scale tea production in a few of our provinces.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
breaking_the_tea_monopoly_title;Breaking the Chinese Tea Monopoly;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
breaking_the_tea_monopoly_desc;The Chinese hold an almost complete monopoly over tea production and trade. Trade of Chinese tea seeds or its cultivation secrets remain banned under Chinese law and although we can't change that, we can steal their secrets. In a first stage we can send the botanist Robert Fortune to steal seeds and the secrets of production from the Chinese. Possessing the knowledge to and the seeds, we can start spreading tea production in India with incentives and concessions. This will increase the chance of the secrets and consequently tea production spreading over to other parts of Asia and the world but tea is already one of the most consumed beverages by $COUNTRY_ADJ$ citizens and it grows in popularity all around the world. Tea trade would be extremely profitable for our country.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_ottawa_title;The Incorporation of Bytown;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_ottawa_desc;Bytown, located near the Ottawa river, has grown to become an important centre of trade in Canada. Located where the Rideau Canal meets the Ottawa River, it consists of two parts centered around the canal: Upper Town, situated to the west of the canal and Lower Town on the east side of the canal. The two areas of town are connected over the Rideau Canal by the Sappers Bridge, constructed in 1827. A proposal came forward to expand the city through minor annexations and to, in the end, incorporate it with a new name - Ottawa.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_dar_es_salaam_title;Build Dar Es Salaam;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_dar_es_salaam_desc;Mzizima (Kiswahili for "healthy town") is a coastal fishing village on the periphery of Indian Ocean trade routes. In $YEAR$, the ruler of $COUNTRY$ came up with an ambitious plan to try and transform this small fishing village in a major trade port in the Indian Ocean: founding a new city, built to be bigger and more grandiose than anything on this corner of the Swahili Coast. This plan also includes building new palaces so the $COUNTRY_ADJ$ ruler has a place to rest. This in part inspired the name chosen for the city: Dar Es Salaam or the "abode of peace".;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
break_the_treaty_of_tartu_title;Break the Treaty of Tartu;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
break_the_treaty_of_tartu_desc;The Treaty of Tartu was an injustice, something we were pressured to do to give away lands where Russians live. To protect ethnic Russians and to correct this grave injustice, we need to reclaim our lands back and we need to void the Treaty of Tartu. Nothing will stop $COUNTRY$ of getting their historical lands back.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
guano_islands_act_title;Guano Islands Act;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
guano_islands_act_desc;"Whenever any citizen of $COUNTRY$ discovers a deposit of guano on any island, rock, or key, not within the lawful jurisdiction of any other Government, and not occupied by the citizens of any other Government, and takes peaceable possession thereof, and occupies the same, such island, rock, or key may, at the discretion of the $MONARCHTITLE$, be considered as appertaining to $COUNTRY$."\n\nA recent proposal came to our Upper House that would allow us to claim some islands to exploit Guano. With a few fiscal incentives, we can incentive some of our citizens to go explore these islands, working in guano deposits in the pacific and claiming these islands for the government of $COUNTRY$.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
liaodong_lease_title;The Liaodong Lease;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
liaodong_lease_desc;The Liaodong peninsula has a strategic position in the Korean Bay and would serve as an excellent naval base for our fleet. We can send a proposal for the owner of the peninsula to lease it to us, being extra coercive to show them how important for our continued friendship such an act of good will would be.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
seize_the_suez_canal_title;Seize the Suez Canal;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
seize_the_suez_canal_desc;The current owner of the Suez canal declared bankruptcy, defaulting on all their debts, including the ones they owed us. While we may never get our money back, we can stage an aggressive takeover of the Suez Canal Company, effectively taking it from them, granting us control over the Suez canal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
seize_the_panama_canal_title;Seize the Panama Canal;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
seize_the_panama_canal_desc;The current owner of the Panama canal declared bankruptcy, defaulting on all their debts, including the ones they owed us. While we may never get our money back, we can stage an aggressive takeover of the Panama Canal Company, effectively taking it from them, granting us control over the Panama canal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_on_warship_commission_title;Take a Warship Commission;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_on_warship_commission_desc;A foreign government is looking to modernize their navy and to leave the age of sail behind. If we have the necessary goods, we can fulfill their demand for a new ship just by refurbishing an old, mothballed Ironclad and still make some good money. Regardless if we need the money or not, it may be wise to arm our friends or those we want to help so they can defend themselves against foreign influence.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commission_warship_title;Commission a Warship;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commission_warship_desc;If we are to effectively defend our borders and our national interests, we need a strong navy capable of competing internationally with other countries. Commissioning warships is a good way to do that if we don't have the necessary tech to build the ship ourselves. It can be quite expensive and it will most probably not be the top of the line Ironclad that we will receive, but it will still give our navy a bite that might be enough to protect our coast.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
enact_freedom_of_religion_title;The Freedom of Religion Act;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
enact_freedom_of_religion_desc;"The Congress of $COUNTRY$ shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof or abridging the freedom of speech, or of the press, or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances."\n\nWe can pass an amendment to our constitution guaranteeing absolute freedom of religion in our country and the separation of state and church. Political parties will still have their political inclinations, but freedom of religion will be protected.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
swiss_banking_and_industry_title;Swiss Banking;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
swiss_banking_and_industry_desc;Investing in our banking system and our industry will allow us to create a prosperous economy favorable for foreign and domestic investment. All this coupled with our democratic values, job opportunities and some agreements with our neighbors might boost our workforce, even if only temporarily, with migrant workers.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_the_channel_islands_title;Occupy the Channel Islands;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
take_the_channel_islands_desc;The current owner of the Channel Islands has recently lost a war and was forced to abide by several punitive measures. As a part of that, we could present a proposal for the occupation of the Channel Islands by the $COUNTRY_ADJ$ military. Extending our influence over la Manche can be crucial in the power projection of our navy.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
population_exchanges_title;Convention Concerning the Exchange of $COUNTRY_ADJ$ and Turkish Populations;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
population_exchanges_desc;With the intervention of the League of Nations, we might be able to broker a deal to settle our borders, our disputes and our populations with the Turks. The Turkish government representatives say that the "amelioration of the lot of the minorities in Turkey" depended "above all on the exclusion of every kind of foreign intervention and of the possibility of provocation coming from outside". This could be achieved most effectively with an exchange, and "the best guarantees for the security and development of the minorities remaining" after the exchange "would be those supplied both by the laws of the country and by the liberal policy of Turkey with regard to all communities whose members have not deviated from their duty as Turkish citizens". An exchange would also be useful as a response to violence in the Balkans: "there were", in any event, "over a million Turks without food or shelter in countries in which neither Europe nor America took nor was willing to take any interest". The population exchange is seen as the best form of minority protection as well as "the most radical and humane remedy" of all.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
turkish_tea_title;Turkish Tea;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
turkish_tea_desc;Turkish tea, called çay, is an important part of Turkish culture. Offering tea to guests is part of Turkish hospitality though tea is most often consumed in households, shops and mostly kiraathane, which is social congregation of Turkish men. Turkish tea is typically prepared using two stacked kettles called "çaydanlik" specially designed for tea preparation. Water is brought to a boil in the larger lower kettle and then some of the water is used to fill the smaller kettle on top and steep (infuse) several spoons of loose tea leaves, producing a very strong tea. Despite the growing popularity of tea in $COUNTRY$, there are no tea producing provinces in our homeland. Now the microclimate region along the eastern coast of the Black Sea was identified by specialists as an ideal spot to start tea production, which will contribute to the task of fulfilling the growing demand for tea by the $COUNTRY_ADJ$ citizens. However, this knowledge is kept largely a secret by the British and they are bound to be dissatisfied if we start our own tea production.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
bring_tea_to_iran_title;Smuggle Tea to $COUNTRY$;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
bring_tea_to_iran_desc;After a failed attempt to cultivate tea in $COUNTRY$ in 1882 with seeds from India, Prince Mohammad Mirza known as "Kashef Al Saltaneh" who was born in Lahijan, imported Indian tea and started its cultivation in Lahijan. Kashef, who was the first mayor of Tehran and an Iranian ambassador to India under British rule, knew that the British would not allow him to learn about the secrets of tea production, as it was it is their biggest business in India. So being fluent in French, the prince pretended to be a French laborer and started to work in the tea plantations and factories to learn how to produce tea. Ultimately his plan was to take back some samples of this tea to $COUNTRY$ to cultivate. He was successful in this endeavor only because of his diplomatic immunity which stopped the British from searching his secretly stashed sample. At the time, Kashef brought 3000 saplings into his country from the Northern part of India, Kangra and he started the cultivation in the region Gilan, south of the Caspian Sea. The climate there was well suited for tea cultivation, and the tea industry quickly expanded in Gilan and Mazanderan region.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
introduce_coffee_in_vietnam_title;Introduce Cash Crops in the Colonies;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
introduce_coffee_in_vietnam_desc;Introducing coffee and large scale tea cultivation in suitable places in our colonies will allows us to better take advantage of the native population labor, increasing our income and leading to more profitable colonial endeavors.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
congo_mining_company_title;Found the Mining Union of Upper Katanga;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
congo_mining_company_desc;"Cheap copper has no terrors for the great Mid-African mines of the Mining Union of Upper Katanga, world's biggest producer... Elements in Katanga's strength are: tremendously rich ores, cheap native labor, big production of cobalt and radium (over 82%, of world radium supply) on the side and, most recent, the newly opened Benguela Railway, which connects Katanga with the Atlantic, saves hundreds of rail miles, thousands of nautical miles for Katanga copper on its long journey to European markets."\n\nA recent article published in a famous magazine talks about the riches of the Congo. Australian explorers found gold in the Angola river and the Ituri region, prospectors found diamonds in the Kananga region while copper, iron and other ores were found in Katanga. By founding a few mining companies such as the Mining Union of Upper Katanga, encouraging more exploration, settlement and exploitation of the Congo and by conceding incentives to the mining sector, both foreign and native, we will be able to better leverage profits out of the heart of the dark continent.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_transnitria_title;Claim Transnistria;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_transnitria_desc;The territory between the Dniester river and the Southern Bug river, known as Transnistria, is inhabited by Romanians for a long time. Historically they were the majority: according to the results of the Russian census of 1793, 49 villages out of 67 between the Dniester and the Bug were Romanian. While they are not the majority anymore, the natural features of the land and the historical ties of the land to Romania means we have claims on the region, regardless if they are recognized by the international community.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,, 
move_capital_to_historical_capital_title;A New Capital;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
move_capital_to_historical_capital_desc;There are several reasons to move the $COUNTRY_ADJ$ capital. While some argue that $CAPITAL$ does just fine, several other members of our government consider the current capital just a temporary capital and want to move the country's capital to our true capital, the one that holds the most historical, economical, political or strategic significance to the $COUNTRY_ADJ$ people.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
revoke_sino_portuguese_treaty_title;Revoke the $CAPITAL$ Treaty over Macao;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
revoke_sino_portuguese_treaty_desc;The $CAPITAL$ Treaty of Friendship and Commerce, signed years ago over Macao, is no longer valid. Not only the country that proposed it breached its terms, their interpretation of the treaty is completely wrong. They argue that we agreed to "perpetual occupation and government" by them were no such thing would ever be done for chines territory by the Chinese.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
sino_portuguese_treaty_of_peking_signatoire;$CAPITAL$ Treaty of Friendship and Commerce;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
sino_portuguese_treaty_of_peking_title;The Sino-$COUNTRY_ADJ$ Treaty of Friendship and Commerce;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
sino_portuguese_treaty_of_peking_desc;Ever since we obtained Macao we have obligations towards the Chinese. Paying rent for the territory, allowing Chinese customs, officials and taxes, the bureaucratic and costly process of keeping the appearances with the Chinese may not be needed anymore. The Chinese are weak after their wars with the European powers so we can send an envoy to China to sign a treaty of friendship and commerce between the Chinese and the $COUNTRY_ADJ$. The main points of such a treaty would be the confirmation of Macao's "perpetual occupation and government" by the $COUNTRY_ADJ$ government with $COUNTRY$'s promise never to alienate Macao and dependencies without a previous agreement with China. There's the chance that they might refuse to sign the treaty and if that happens we might need to force them to sign it with a punitive expedition.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_diamang_title;Found the Company of Mineral Research of Angola;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
found_diamang_desc;The first Angolan diamond was discovered in the early 20th century in the Lunda province after similar finds across the border in the Congo. By founding the $COUNTRY_ADJ$ Company of Mineral Research of Angola and laying the grounds to found Diamang - the Angolan Diamonds Company and granting it the concession for diamond mining and prospecting in Angola, we might found more deposits and begin a more regular and systematic mining of the precious gems.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
new_world_war;War;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
golden_law_title;The Golden Law;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
golden_law_desc;The Lei Áurea (Golden Law) was sanctioned by Isabel, Imperial Princess of Brazil, who was regent at the time while her father, Emperor Dom Pedro II, was in Europe. It was signed on May 13, 1888 and was the law that abolished slavery in Brazil. It had only two articles. The succinctness of the law was intended to make clear that there were no conditions of any kind to the freeing of all slaves. Aside from the activities of abolitionists, there were a number of reasons for the signing of the law: slavery was no longer profitable, as the wages of European immigrants, whose working conditions were poor, cost less than the upkeep of slaves, and the decline in the arrival of new slaves – Brazil was the last country in the Western world to abolish slavery. The Brazilian government was also under pressure from Britain, who sought to end the slave trade in order to expand production in its own colonies.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
enforce_neutrality_title;Enforce Neutrality;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
enforce_neutrality_desc;We are sworn to upheld our neutrality and will do so.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
buy_caprivi_strip_title;Luhonono Purchase;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
buy_caprivi_strip_desc;The small strip of land the natives call Luhonono in Namibia is strategically located to give us access to Central Africa or East Africa, yet another country occupies it. We can try to negotiate a purchase, and the success of such endeavor will largely depend on the our relations with the owner, but there's no guarantee of success. If our proposal fails, the only way of getting it would be through military force. ;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
remove_central_american_cores_title;Autonomy in the Central American States;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
remove_central_american_cores_desc;The states in or bordering Central America had a tumultuous history, with independent caudillos, rebellions and republics being declared left and right. These times of troubles seem mostly over and most of the territories enjoy limited autonomy and peace. The $COUNTRY_ADJ$ $MONARCHTITLE$ has now put forward a draft to cement our hold in these lands while appeasing the native population by a series of grants, concessions and investments.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tsushima_treaty_port_title;The Tsushima Treaty Port;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tsushima_treaty_port_desc;Tsushima island, laying about 50 kilometers of the coast of Korea, is a Japanese island mostly covered by vegetation and sparsely populated. Despite its small size and lack of natural resources, the island is strategically located in the Korean strait and would be an excellent spot for year-round anchorage.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tangier_protocol_title;Call for the Tangier Protocol;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
tangier_protocol_desc;The Tangier Protocol, formally known as the Convention regarding the Organization of the Statute of the Tangier Zone, is a diplomatic proposal over the fate of Sultan of Morocco and Tangier. The proposal is to create a 373-square-kilometer international zone centered on the city of Tangier, North Africa under the joint administration of the signatory countries, with the Sultan of Morocco retaining sovereignty over the zone and jurisdiction over the native population. Tangier is to be made a neutral demilitarized zone so it will solve disagreements between the great powers on who should control it.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
buying_djibuti_title;The Obok Purchase;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
buying_djibuti_desc;The port city of Obok and the surrounding lands are ruled by several independent sultans. We could give them gifts to show them our good will, one diplomat reports, as we are close to striking a deal to buy the city which will also give us claims to the surrounding lands.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
switch_to_japanese_tech_school_title;Adopt the Shukensen-Riekisen Doctrine;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
switch_to_japanese_tech_school_desc;$COUNTRY$'s militaristic attitude intensified as government leaders recognized the need to ensure the defense of the country against Russia and other Western powers. Observing the advanced technological achievements and superior military and naval power of the West, $COUNTRY$ had fears of being invaded by a Western country such as Russia. Also, with China being so weak militarily and economically in the late 19th century, $COUNTRY_ADJ$ leaders feared the rivalries of the Western powers could bring China to collapse, which would have profound implications on the security of $COUNTRY$. A prominent $COUNTRY_ADJ$ officer recommended that $COUNTRY$ not only protect its line of sovereignty (shukensen) but also strive toward its line of advantage (riekisen), which meant that $COUNTRY$ should extend its influence and control beyond its national borders in order to ensure its security. He advocates expansionism more for security reasons rather than for conquest as an end in itself or for other reasons.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
limburg_crisis;Limburg Crisis;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
