key;english;;;;;;;;;;;;;
EVTDESC1234652;\n\nThe Ottomans have uncovered our involvement in the Herzegovina Revolt and launched an invasion to punish us for it.;;;;;;;;;;;;;
EVTDESC1234752;\n\nWe have, against all odds, defeated our Ottoman oppressors. Bulgaria is free!;;;;;;;;;;;;;
EVTDESC123476;\n\nThe Bulgarians are revolting against our rule.;;;;;;;;;;;;;
EVTDESC123487;\n\nThe Albanians are revolting against our rule under the leadership of the League of Prizren.;;;;;;;;;;;;;
EVTDESC123539;\n\nThe Albanians are revolting against our rule.;;;;;;;;;;;;;
EVTDESC123540;\n\nThe Albanians are revolting against our rule.;;;;;;;;;;;;;
EVTDESC123541;\n\nThe Albanians have declared independence in their final bid for independence with the largest Albanian revolt ever seen.;;;;;;;;;;;;;
EVTDESC44940;\n\nWe lost our morale with the capture of Ogbomeshu by the Fulanis. Now that we have recaptured the city we can finally discuss if we want peace or not.;;;;;;;;;;;;;
EVTDESC44941;\n\nWe started the Jihad in the hope that we can conquer and educate the Yoruba by sword. They fought back and whilest not rejecting education, they do reject being conquered. Now that Ogbomeshu is lost, the Jihad itself is put in question.;;;;;;;;;;;;;
EVTDESC82347634;\n\nWith our phyrric victory against Sokoto having weakened our state, our control over the East and North has fallen.;;;;;;;;;;;;;
EVTDESC123684;\n\nBritain has offered us Jalalabad in return for our assistance in the Anglo-Afghan War. Do we accept?;;;;;;;;;;;;;
EVTDESC123685;\n\nOur offer of Jalalabad in return for Sikh assistance in the war with the Afghans has been vehemently refused.;;;;;;;;;;;;;
EVTDESC123686;\n\nOur offer of Jalalabad in return for Sikh assistance in the war with the Afghans has been wholeheartedly accepted.;;;;;;;;;;;;;
EVTDESC123687;\n\nAs agreed upon by the UK, we must secede Jalalabad to the Sikhs as recompense for their participation in the campaign against Dost Mohammed Khan.;;;;;;;;;;;;;
EVTDESC123688;\n\nAfter installing Shah Shujah Durrani as emir of Afghanistan, our retreating army was brutally massacred in Britannia's worst humiliation to date. An opportunity for revenge has arisen.;;;;;;;;;;;;;
EVTDESC150150;\n\nThe Peruvian president, Agust­n Gamarra, has led his nation's army to march into our territory and occupy the city of La Paz. There is no doubt that this is a move in an attempt to possibly conquer our republic.;;;;;;;;;;;;;
EVTDESC150151;\n\nNow that we have won our war against the Peruvians, what shall we demand that they give us?;;;;;;;;;;;;;
EVTDESC150152;\n\nOur attempt to invade Bolivia has resulted in failure and our soldiers march back home in defeat.;;;;;;;;;;;;;
EVTDESC150153;\n\nOur attempt to invade Bolivia has failed catastrophically, now they have presented a series of humiliating demands we have no choice but to accept.;;;;;;;;;;;;;
EVTDESC150154;\n\nOur attempt to invade Bolivia has failed catastrophically, now they have presented a series of humiliating demands we have no choice but to accept.;;;;;;;;;;;;;
EVTDESC1601601;\n\nNow that we have won our war against the Bolivians, what shall we demand that they give us?;;;;;;;;;;;;;
EVTDESC160160;\n\nNow that we have won our war against the Bolivians, what shall we demand that they give us?;;;;;;;;;;;;;
EVTDESC160161;\n\nThe war between us and the Peruvians has resulted in a resounding defeat for our armies, now they have presented a series of humiliating demands that we have no choice but to accept.;;;;;;;;;;;;;
EVTDESC123876;\n\nIn violation of the Constitution, the government has dissolved Congress and begun an uncontested election for C¡ceres who emerged victorious. To overthrow this obvious sham, Nicolas de Pierola is heading a revolt.;;;;;;;;;;;;;
EVTDESC123877;\n\nFollowing the loss of the Arica region, President Iglesias' and General C¡ceres's feud has boiled over into full-blown civil war.;;;;;;;;;;;;;
EVTDESC123878;\n\nThe populace has become increasingly discontent with Colonel Prado's dictatorship, leading to a revolt by former Vice President General Pedro Diez Canseco.;;;;;;;;;;;;;
EVTDESC123879;\n\nSo-called restorative forces led by Colonel Mariano Ignacio Prado have risen against president Juan Antonio Pezet in anger over his defeat by Spain in the Vivanco-Pareja Treaty.;;;;;;;;;;;;;
EVTDESC123880;\n\nFollowing the proclamation of the new liberal constitution, former dictator Manuel Ignacio de Vivanco has returned from exile and begun a revolt in Arequipa to overthrow our government.;;;;;;;;;;;;;
EVTDESC123881;\n\nA popular insurrection in Arequipa lead by Ram³n Castilla has arisen against government of Jos© Rufino Echenique due to accusations of corruption, capturing Ayacucho and Cusco.;;;;;;;;;;;;;
EVTDESC123882;\n\nFollowing Vivanco's seizure of power, conservatives all over Peru have begun revolting against the new dictatorship, lead by constitutionalist general Domingo Nieto y M¡rquez.;;;;;;;;;;;;;
EVTDESC123883;\n\nAllying rebellious generals, Manuel Ignacio de Vivanco has deposed the government and declared himself 'Supreme Director of the Republic'.;;;;;;;;;;;;;
EVTDESC123884;\n\nNow that the government has been defeated, we can take over.;;;;;;;;;;;;;
EVTDESC1238841;\n\nNow that the government has been defeated, we can take over.;;;;;;;;;;;;;
EVTDESC123885;\n\nColonel Mariano Ignacio Prado has wiped out the last governmental strongholds in the North, taking control of the country.;;;;;;;;;;;;;
EVTDESC123886;\n\nColonel Cáceres has wiped out the last governmental strongholds in the North, taking control of the country.;;;;;;;;;;;;;
EVTDESC123887;\n\nRamón Castilla has wiped out the last governmental strongholds in the North, taking control of the country.;;;;;;;;;;;;;
EVTDESC123888;\n\nNow that the rebel scum have been defeated, rebel sentiment is squelched.;;;;;;;;;;;;;
EVTDESC100040001;\n\nA new first minister has been appointed.;;;;;;;;;;;;;
EVTDESC100040120;\n\nOur first minister has been murdered!;;;;;;;;;;;;;
EVTDESC100050001;\n\nOur new Great Leader has taken office.;;;;;;;;;;;;;
EVTDESC100050120;\n\nOur Great Leader has been murdered!;;;;;;;;;;;;;
EVTDESC100060001;\n\nA new first minister has been appointed.;;;;;;;;;;;;;
EVTDESC100070001;\n\nA new first minister has been appointed.;;;;;;;;;;;;;
EVTDESC100080001;\n\nA new first minister has been appointed.;;;;;;;;;;;;;
EVTDESC100080123;\n\nOur hardworking First minister was found dead at his desk this morning.;;;;;;;;;;;;;
EVTDESC100080124;\n\nAfter he declared Thursdays to be a compulsory Pie-wearing day, our First minister has been 'retired' from their duties;;;;;;;;;;;;;
EVTDESC100080125;\n\nOur hardworking Great Leader was found dead at his chateau this morning, by the six young ladies who were in his care...;;;;;;;;;;;;;
EVTDESC8348723;\n\n$FROMCOUNTRY$ has refused exchanging their claims for anything, the Ultimatum still is in place.;;;;;;;;;;;;;
EVTDESC83487233;\n\n$FROMCOUNTRY$ has accepted exchanging their claims in exchange for not ocupying Rhodesia, rich in metals.;;;;;;;;;;;;;
EVTDESC83487232;\n\n$FROMCOUNTRY$ has accepted exchanging their claims in exchange for an undetermined sum of money, if it is high we may convince them.;;;;;;;;;;;;;
EVTDESC834872321;\n\n$FROMCOUNTRY$ has accepted to give 40000¤ in exchange of occupying the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC834872322;\n\n$FROMCOUNTRY$ has accepted to give 60000¤ in exchange of occupying the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC834872323;\n\n$FROMCOUNTRY$ has accepted to give 80000¤ in exchange of occupying the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC834872324;\n\n$FROMCOUNTRY$ has accepted the exchange, ceding the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC834872325;\n\n$FROMCOUNTRY$ has accepted the exchange, and would cede Southern Rhodesia to us.;;;;;;;;;;;;;
EVTDESC834872326;\n\n$FROMCOUNTRY$ has accepted the exchange, and will cede us the rest of the Pink Map.;;;;;;;;;;;;;
EVTDESC83487237;\n\n$FROMCOUNTRY$ has accepted exchanging their claims in exchange for not ocupying Rhodesia, rich in metals, and ceding Guinea-Bissau.;;;;;;;;;;;;;
EVTDESC834872328;\n\n$FROMCOUNTRY$ has accepted the exchange, and would cede Southern Rhodesia and Guinea-Bissau to us.;;;;;;;;;;;;;
EVTDESC834872329;\n\n$FROMCOUNTRY$ has accepted the exchange, and will cede us the rest of the Pink Map.;;;;;;;;;;;;;
EVTDESC83487234;\n\n$FROMCOUNTRY$ has proposed we pact an exchange so they can occupy the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC83487231;\n\n$FROMCOUNTRY$ has proposed we pact an exchange so they can occupy the lands claimed in the Pink Map.;;;;;;;;;;;;;
EVTDESC97126;\n\n$FROMCOUNTRY$ are proposing a border and navigation treaty to resolve some of our border disputes with them. It involves the cession of the Paraguayan Misiones in exchange for the recognition of Paraguayan independence and us dropping all claims to the Chaco and Pilar. It also gives Paraguay rights to navigate through our rivers.;;;;;;;;;;;;;
EVTDESC97127;\n\nThe government of $FROMCOUNTRY$ has agreed to sign the treaty!;;;;;;;;;;;;;
EVTDESC97128;\n\n$FROMCOUNTRY$ has rejected the Derqui-Varela treaty and maintains their claim on the Chaco.;;;;;;;;;;;;;
EVTDESC46650;\n\n$FROMCOUNTRY$ is proposing a border treaty regarding our dispute in the Chaco, suggesting a compromise between both claims.;;;;;;;;;;;;;
EVTDESC46651;\n\nThe government of $FROMCOUNTRY$ has agreed to sign the Decoud-Quijarro treaty, solving our border dispute in the Chaco;;;;;;;;;;;;;
EVTDESC46652;\n\n$FROMCOUNTRY$ has rejected the Decoud-Quijarro treaty and maintains their claim on the Chaco!;;;;;;;;;;;;;
EVTDESC8;\n\nOur people are weary, tired and starving, and the Tsar has abdicated. A new provisional government has been installed.;;;;;;;;;;;;;
EVTDESC995444;\n\nOur African Puppet is growing somewhat hard for us to keep control of with some aggressive negotiations however, we could still turn this around.;;;;;;;;;;;;;
EVTDESC120000;\n\nSetup event to start South Africa-Xhosa war.;;;;;;;;;;;;;
EVTDESC955181691;\n\nThe $FROMCOUNTRY_ADJ$ foreign minister, amid much bluster and swagger, has proclaimed the proposed treaty an affront to $FROMCOUNTRY$, refusing to even consider signing it.;;;;;;;;;;;;;
EVTDESC955181692;\n\nThe Gambia Border Treaty has been signed by our and the $FROMCOUNTRY_ADJ$ foreign ministers amid much fanfare and jubilation, formally settling the conflict in the region.;;;;;;;;;;;;;
EVTDESC9551811;\n\nThe $FROMCOUNTRY_ADJ$ foreign minister, amid much bluster and swagger, has proclaimed the proposed treaty an affront to $FROMCOUNTRY$, refusing to even consider signing it.;;;;;;;;;;;;;
EVTDESC9551812;\n\nThe Senegal-Guinea-Bissau border treaty has been signed by our and the $FROMCOUNTRY_ADJ$ foreign ministers amid much fanfare and jubilation, formally settling the conflict in the region.;;;;;;;;;;;;;
EVTDESC836592360;\n\nYou can be informed about any subject of your choice or exit the FAQ events.;;;;;;;;;;;;;
EVTDESC82659367;\n\nYou are being allied by your overlord.;;;;;;;;;;;;;
EVTDESC83759037;\n\nYou are being puppeted by $FROMCOUNTRY$.;;;;;;;;;;;;;
EVTDESC83759038;\n\nYou are being released.;;;;;;;;;;;;;
EVTDESC39573;\n\nYou're getting the big buff;;;;;;;;;;;;;
EVTDESC8573974;\n\nWith Paraguay having lost all its territories except the Chaco, we may use this opportunity to enforce our claims on it.;;;;;;;;;;;;;
EVTDESC191337;\n\nThe radicals have won. The ancien regime has been replaced with ultra-liberal rule. While many mourn the old system, others look forward to an new era for $COUNTRY$.;;;;;;;;;;;;;
EVTDESC191335;\n\nNow that we have defeated the dastardly British, the time has come to finally free the Quebecois people from their grasp. With our triumphant victory, we can demand either just Quebec and the Maritimes or all of Canada.;;;;;;;;;;;;;
EVTDESC20041215;\n\nWith Kaffa conquered, we can bring the remote region to its West under our control.;;;;;;;;;;;;;
EVTDESC20041214;\n\nThe Ecuadorians have used our momentary vulnerability due to our war with Bolivia to tear up the Pando-Noboa Treaty and claim Tumbes and Ja©n once again.;;;;;;;;;;;;;
EVTDESC1239200;\n\nThe Brits have sent us an offer to pay sixty thousands pounds sterling in return for permanent ownership of Bioko.;;;;;;;;;;;;;
EVTDESC1239510;\n\nThe Brits have refused to return Bioko to us despite our revocation of the lease.;;;;;;;;;;;;;
EVTDESC1239509;\n\nThe Brits have returned Bioko to us in accordance with our revocation of the lease.;;;;;;;;;;;;;
EVTDESC1239201;\n\nThe Spanish have refused to take our money, insisting that they wish to have the island returned to them.;;;;;;;;;;;;;
EVTDESC1239202;\n\nThe Spanish have taken our money, deeming it worth more than the disease-ridden jungle island of Bioko.;;;;;;;;;;;;;
EVTDESC3546765;\n\nAfter revolting against the Russians, we have gained independence. What shape should our independence take?;;;;;;;;;;;;;
EVTDESC115522;\n\nSultan Barghash sent away our diplomat, insisting that the East African slave trade is integral to Zanzibar.;;;;;;;;;;;;;
EVTDESC115521;\n\nSultan Barghash has signed the Anglo-Zanzibari Treaty, putting an end to the East African slave trade.;;;;;;;;;;;;;
EVTDESC115520;\n\nSir John Kirk has informed us that armed aggression is imminent unless we sign the Anglo-Zanzibari treaty and abolish the slave trade.;;;;;;;;;;;;;
EVTDESC123956;\n\nWith the loss of Cuba, our centruy-old power in the Caribbean has come to an end. Cuba's time-tested position as our posession is forever lost.;;;;;;;;;;;;;
EVTDESC123429;\n\nThe filthy communists have overthrown our government. We must now lay low and lick our wounds to prepare for toppling their regime.;;;;;;;;;;;;;
EVTDESC123953;\n\n$FROMCOUNTRY_ADJ$ have used dated claims as a pretext to land on Bouvet¸ya backed by several gunboats and arrest the sealers present, replacing our flag with the Union Jack.;;;;;;;;;;;;;
EVTDESC123944;\n\nSpain has decided to give autonomy to the Captaincy General of Yucat¡n.;;;;;;;;;;;;;
EVTDESC123943;\n\nSpain has decided to give autonomy to the Captaincy General of Guatemala.;;;;;;;;;;;;;
EVTDESC123941;\n\nSpain has decided to give autonomy to the Captaincy General of Chile.;;;;;;;;;;;;;
EVTDESC1239401;\n\nSpain has decided to award our disputed land in the Amazon to La Plata.;;;;;;;;;;;;;
EVTDESC1239391;\n\nSpain has decided to award our disputed land in the Amazon to Peru.;;;;;;;;;;;;;
EVTDESC1239381;\n\nThe viceroyalties of Peru and La Plata lacked clearly delineated borders in the Chaco and the Andes, causing conflict post-independence. Now that they are back under our control, we should clarify the border.;;;;;;;;;;;;;
EVTDESC123940;\n\nSpain has decided to award our disputed land in the Amazon to Nueva Granada.;;;;;;;;;;;;;
EVTDESC123939;\n\nSpain has decided to award our disputed land in the Amazon to Peru.;;;;;;;;;;;;;
EVTDESC123938;\n\nThe viceroyalties of Peru and Nueva Granada lacked clearly delineated borders in the Amazon, causing war post-independence. Now that they are back under our control, we should clarify the border.;;;;;;;;;;;;;
EVTDESC123937;\n\nSplit off as a territorial entity from New Spain in 1565, the Captaincy General of Yucat¡n's purpose was enabling the local resolution of legal matters. Shall we re-establish it?;;;;;;;;;;;;;
EVTDESC123936;\n\nIn 1541, we created the Captaincy of Chile, although it only became captaincy general of great autonomy in 1778. Shall we re-establish it?;;;;;;;;;;;;;
EVTDESC123935;\n\nEstablished in 1777, the Captaincy General of Venezuela was a new viceroyalty entirely independent of Nueva Grenada in all but name. Shall we re-establish it?;;;;;;;;;;;;;
EVTDESC126498;\n\nThe Spanish arbitration has officially divided the territory mutually claimed by Venezuela and Colombia to put an end to our dispute.;;;;;;;;;;;;;
EVTDESC126497;\n\nThe Spanish arbitration has officially awarded all territory disputed between us and Colombia to them.;;;;;;;;;;;;;
EVTDESC126496;\n\nThe Spanish arbitration has officially awarded us all territory we disputed with Venezuela.;;;;;;;;;;;;;
EVTDESC126495;\n\nThe Spanish arbitration has officially awarded us all territory we disputed with Colombia.;;;;;;;;;;;;;
EVTDESC1264991;\n\nThe Spanish arbitration has officially awarded us all territory we disputed with Colombia, including huge swathes of the Amazon rainforest.;;;;;;;;;;;;;
EVTDESC126499;\n\nThe Spanish arbitration has officially awarded all territory disputed between us and Venezuela to them, including huge swaths of the Amazon.;;;;;;;;;;;;;
EVTDESC126494;\n\nThe Spanish arbitration has officially awarded all territory disputed between us and Venezuela to them.;;;;;;;;;;;;;
EVTDESC126492;\n\nForeign minister Antonio Guzm¡n of Venezuela has refused to sign the proposed treaty to submit our border dispute to the Queen of Spain for arbitration.;;;;;;;;;;;;;
EVTDESC126493;\n\nColombia and Venezuela have submitted their border dispute to us for arbitration. How shall we proceed?;;;;;;;;;;;;;
EVTDESC126491;\n\nForeign minister Antonio Guzm¡n of Venezuela has signed the proposed treaty to submit our border dispute to the Queen of Spain for arbitration.;;;;;;;;;;;;;
EVTDESC126490;\n\nForeign minister Justo Arosemena of Colombia has proposed we sign a treaty to submit our border dispute to the Queen of Spain for arbitration.;;;;;;;;;;;;;
EVTDESC960692;\n\nA trader, explorer and plantation owner, Tippu Tip has been centralizing his ivory and slave exploitation in Central Africa into an organized trading empire.;;;;;;;;;;;;;
EVTDESC96064;\n\n$FROMCOUNTRY$ has refused to sign a treaty properly delineating the borders of British Nigeria, leading to potential conflict down the road.;;;;;;;;;;;;;
EVTDESC96063;\n\n$FROMCOUNTRY$ has signed a treaty properly delineating the borders of British Nigeria. Now we must hold up our end of the deal and return territory we control outside these borders.;;;;;;;;;;;;;
EVTDESC96062;\n\nBritain proposes that we properly delineate our borders around British Nigeria to avoid possible conflict and effectively administer the area. Do we accept?;;;;;;;;;;;;;
EVTDESC10790;\n\nAs a way to make things easier, this event chain will let you decide between 3 options related to POPULATION GROWTH.;;;;;;;;;;;;;
EVTDESC10791;\n\nAs a way to make things easier, this event chain will let you decide between 3 options related to EDUCATION EFFICIECY.;;;;;;;;;;;;;
EVTDESC10792;\n\nAs a way to make things easier, this event chain will let you decide between 3 options related to ARMY ORGANIZATION.;;;;;;;;;;;;;
EVTDESC10793;\n\nAs a way to make things easier, this event chain will let you decide between 3 options related to RESEARCH POINTS.;;;;;;;;;;;;;
EVTDESC123904;\n\nAfter extensive use, one of our coal mining regions has been depleted of coal. Perhaps one day when technology makes deeper deposits accessible, the mines will return to life. Until then, they shall slumber in wait.;;;;;;;;;;;;;
EVTDESC832942849;\n\nAfter extensive use, our iron mines in Bulawayo have been depleted.;;;;;;;;;;;;;
EVTDESC123902;\n\nSlovaks, resentful of Magyar rule, have assembled a volunteer army and begun ambushing Hungarian units. They proclaim their loyalty to us, hoping to gain more favorable treatment once Hungary is defeated.;;;;;;;;;;;;;
EVTDESC123901;\n\nThe Slovaks, resentful of our rule, have assembled a volunteer army and begun ambushing our forces. They proclaim their loyalty to Vienna, making this yet another front against the Austrians.;;;;;;;;;;;;;
EVTDESC123900;\n\nA Slovak secessionist get-together has declared itself the national council of Slovakia and begun the first steps of an uprising against our rule. This is our last chance to meet their demands.;;;;;;;;;;;;;
EVTDESC123864;\n\nWith yankee support, Venezuela has decided to send an ultimatum demanding Essequibo. If we do not accept, it will surely lead to war.;;;;;;;;;;;;;
EVTDESC123863;\n\nThe yankees have sent us a blank cheque guaranteeing support against Britain in any eventuality. The choice is ours, how do we proceed?;;;;;;;;;;;;;
EVTDESC123862;\n\nThe Americans have decided to cede Essequibo to Venezuela in its entirety, a clear betrayal of our mutual 'understanding' as great powers.;;;;;;;;;;;;;
EVTDESC123861;\n\nAs expected, the yankees have decided to award us Essequibo aside from minor border strip, forcing Venezuela to rescind its claims.;;;;;;;;;;;;;
EVTDESC24543535;\n\nThe US has granted us further concessions to the West of Guyana in addition to forcing Venezuela to rescind their claims.;;;;;;;;;;;;;
EVTDESC24543536;\n\nThe US has not only awarded Britain all of Essequibo but also their ridiculous claims even further west. We must consider whether or not to defend ourselves or give up the land.;;;;;;;;;;;;;
EVTDESC245435361;\n\nVenezuela has ceded Guasipati, abiding by the US' neutral arbitration.;;;;;;;;;;;;;
EVTDESC123860;\n\nThe British have decided to enter a neutral arbitration, however they may not accept giving up land and expect us to back them.;;;;;;;;;;;;;
EVTDESC123859;\n\nThe British have decided to decline participating in an arbitration to settle the Essequibo dispute. Should we continue backing Venezuela and risk war?;;;;;;;;;;;;;
EVTDESC123858;\n\nWith the border conflict over Essequibo with Venezuela escalating continually, the United States of America have proposed an arbitration to settle it once and for all.;;;;;;;;;;;;;
EVTDESC123857;\n\nWithout US backing, Britain has not been intimidated into giving up Essequibo, in fact they threatened to burn Caracas to the ground if we dare invade.;;;;;;;;;;;;;
EVTDESC123856;\n\nDespite not having US backing, Venezuela has sent us an ultimatum to cede Essequibo to them or face an invasion.;;;;;;;;;;;;;
EVTDESC123855;\n\nThe yankees have decided that Essequibo is not worth endangering their relations with the UK.;;;;;;;;;;;;;
EVTDESC123851;\n\nGermany has agreed to the proposed settlement to the Samoan Crisis, ceding the Solomon and Santa Cruz Islands to the United Kingdom while receiving the two main islands of Samoa and leaving the rest to the United States.;;;;;;;;;;;;;
EVTDESC123850;\n\nGermany has proven unwilling to compromise on the competing claims on Samoa despite Anglo-American accord. How shall we react to this?;;;;;;;;;;;;;
EVTDESC123849;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette. Britain wishes to compromise, America has agreed.;;;;;;;;;;;;;
EVTDESC123848;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette. Britain tried to compromise, but America would not relent.;;;;;;;;;;;;;
EVTDESC123847;\n\nFollowing our attempt at negotiating a compromise to the competing claims over the island of Samoa, the United States have proven themselves unwilling to settle for less than total control and broke relations.;;;;;;;;;;;;;
EVTDESC123846;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette. Britain wishes to compromise on the matter.;;;;;;;;;;;;;
EVTDESC123845;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette. Britain has refused to compromise.;;;;;;;;;;;;;
EVTDESC123844;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette. Britain has refused to compromise.;;;;;;;;;;;;;
EVTDESC123843;\n\nCompeting British, American and German claims on Samoa led to all three of us dispatching warships 24/7 to stake said claims. A tropical storm just sank all but one British corvette.;;;;;;;;;;;;;
EVTDESC123842;\n\nWith French support, the Dual Sicilians have refused our demands to end their contract with the French to grant them a monopoly on Sicilian sulfur exports.;;;;;;;;;;;;;
EVTDESC123841;\n\nDespite being without French support, the Dual Sicilians have refused our demands to end their contract with the French to grant them a monopoly on Sicilian sulfur exports.;;;;;;;;;;;;;
EVTDESC123839;\n\nFrance has stood by our side and promised to come to our defense in the event of war with Britain over the recent sulfur contract.;;;;;;;;;;;;;
EVTDESC123840;\n\nIn face of the strong possibility of a war with Britain, France has abandoned us in the face of danger.;;;;;;;;;;;;;
EVTDESC123837;\n\nIn response to our Sicilian sulfur export monopoly contract, Britain has dispatched a naval task force to prevent the outflow of French-controlled sulfur from Sicily via blockade.;;;;;;;;;;;;;
EVTDESC123838;\n\nUnder pressure from the British blockade, the Two Sicilies has decided to abandon its new contract with us and reinstate British trade influence.;;;;;;;;;;;;;
EVTDESC123836;\n\nIntimidated by our naval show of force, king Ferdinand II agreed to waver the contract with France assigning them a sulfur export monopoly on Sicily.;;;;;;;;;;;;;
EVTDESC123835;\n\nUpon being notified of the new sulfur export contract with France, the British government dispatched the Mediterranean squadron from Malta to blockade our ports, preventing sulfur exports, until the French monopoly is recalled.;;;;;;;;;;;;;
EVTDESC123834;\n\nSince 1814 when we liberated the Two Sicilies from Napoleonic occupation, they have been in accordance to a contract giving us the rights to shipping Sicilian sulfur. However, France has signed a new contract taking our monopoly.;;;;;;;;;;;;;
EVTDESC123833;\n\nThis morning, the French ambassador agreed to the new French sulfur export monopoly, finalizing the contract with which it is determined.;;;;;;;;;;;;;
EVTDESC123832;\n\nThis morning, the French ambassador decided against the contract determining new sulfur export monopoly, citing concerns over relations with Britain.;;;;;;;;;;;;;
EVTDESC123831;\n\nKing Ferdinand II has signed a contract to hand us a monopoly on sulfur shipping from Sicily. This will limit the British influence in the area, but it won't come cheap.;;;;;;;;;;;;;
EVTDESC123830;\n\nYusuf Ali Kenadid has arrived from Arabia with a band of Hadhrami musketeers, overpowered the locals and established a new sultanate with himself at its head.;;;;;;;;;;;;;
EVTDESC123828;\n\nDespite our show of force and continued negotiations, the Shogunate has opted to defend Tsushima at all costs. This means war!;;;;;;;;;;;;;
EVTDESC123827;\n\nSir James Hope has arrived in Tsushima with 2 warships to scare off the Russian corvette, however they remain undeterred and have sent an ultimatum demanding the island.;;;;;;;;;;;;;
EVTDESC123826;\n\nPerfidious Albion has shown a blind eye to Russian aggression for Tsushima. If we end negotiations, we will have to face Russia alone.;;;;;;;;;;;;;
EVTDESC123824;\n\nSir James Hope has arrived with two warships in Tsushima to prevent our show of force to the Japanese and contain our influence.;;;;;;;;;;;;;
EVTDESC123825;\n\nSeeing the island of Tsushima as not worth a war, the Russians have relinquished their demands and accepted our decision to deny the lease.;;;;;;;;;;;;;
EVTDESC123823;\n\nBritain has turned a blind eye to our landing on Tsushima. This leaves us a free hand to pressure the Shogunate into accepting the lease.;;;;;;;;;;;;;
EVTDESC123822;\n\nRussia has dispatched the corvette Posadnik to Tsushima island to intimidate the Shogun into granting a lease on the island.;;;;;;;;;;;;;
EVTDESC123820;\n\nOur corvette, the Posadnik, under captain Nicolai Birilev sufficiently failed to intimidate the Shogunate into granting a permanent lease on the island.;;;;;;;;;;;;;
EVTDESC123821;\n\nOur corvette, the Posadnik, under captain Nicolai Birilev sufficiently intimidated the Shogunate into granting a permanent lease on the island.;;;;;;;;;;;;;
EVTDESC123819;\n\nThe Russian corvette Posadnik has landed in Tsushima Island's Ozaki Inlet, the captain, Nicolai Birilev, demanding landing rights and a permanent lease on the island.;;;;;;;;;;;;;
EVTDESC123816;\n\n$FROMCOUNTRY$ has ceded us Sanmen Bay, intimidated by the Marco Polo and the prospect of being humiliated once again by a colonial power.;;;;;;;;;;;;;
EVTDESC123817;\n\n$FROMCOUNTRY$ hasn't ceded us Sanmen Bay, not intimidated by the Marco Polo and the prospect of being humiliated once again by a colonial power.;;;;;;;;;;;;;
EVTDESC123815;\n\n$FROMCOUNTRY$ has sent the Marco Polo, a brand-new destroyer to intimidate us into granting them a lease on Sanmen Bay.;;;;;;;;;;;;;
EVTDESC123814;\n\nOur proposal for a border treaty to settle the dispute over the Sudetenland and return our panhandle to $FROMCOUNTRY$'s hand was accepted this morning by their diplomats.;;;;;;;;;;;;;
EVTDESC123813;\n\nOur proposal for a border treaty to settle the dispute over the Sudetenland and return our panhandle to $FROMCOUNTRY$'s hand was rejected this morning by their diplomats.;;;;;;;;;;;;;
EVTDESC123812;\n\n$FROMCOUNTRY$ owns a chunk of land protruding into ours, therefore they have suggested signing a treaty to end disputes and redraw more manageable borders.;;;;;;;;;;;;;
EVTDESC123811;\n\nWithout a land connection to Teschen, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC123810;\n\nWithout a land connection to Teschen, the owners of Bielitz have taken it over.;;;;;;;;;;;;;
EVTDESC123809;\n\nWithout a land connection to Manifa, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC123808;\n\nWithout a land connection to Manifa, the owners of Qatif have taken it over.;;;;;;;;;;;;;
EVTDESC123807;\n\nWithout a land connection to Thaba Bosiu, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC123806;\n\nWithout a land connection to Thaba Bosiu, the owners of Thaba Nchu have taken it over.;;;;;;;;;;;;;
EVTDESC23453234;\n\nWithout a land connection to Waw, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC23453235;\n\nWithout a land connection to Waw, the owners of Leer have taken it over.;;;;;;;;;;;;;
EVTDESC23453236;\n\nWithout a land connection to Massawa, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC23453237;\n\nWithout a land connection to Massawa, the owners of Asmara have taken it over.;;;;;;;;;;;;;
EVTDESC123805;\n\nWithout a land connection to Peja, its owners can no longer defend it. We will therefore take it over.;;;;;;;;;;;;;
EVTDESC123804;\n\nWithout a land connection to Peja, the owners of Prizren have taken it over.;;;;;;;;;;;;;
