Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
reclaim_seminole_land_desc;The Seminole, a part of our confederation, have been driven from their lands in Florida. With our rising strength, calls mount to reclaim this land - let us heed them!;;;;;;;;;;;;;
USA_colonial_company_2;English Territory;;;;;;;;;;;;
CSA_colonial_company_2;South English Territory;;;;;;;;;;;;
the_final_push_to_the_sea_title;The Final Push to the Sea;;;;;;;;;;;;;
the_final_push_to_the_sea_desc;Four hundred years ago, the pale faces landed at our shores and brought doom. Our ancestral land he took from us by war and trickery, every treaty he broke and every tribe he affected by his mischief. However, the tides of fortune have turned in the recent years and we now stand ready to finish what we started. We shall reach the east coast!;;;;;;;;;;;;;
CHE_birth_more_1_title;The Repopulation Program;;;;;;;;;;;;;
CHE_birth_more_1_desc;If we are to compete with the Europeans, we must do everything in our power to raise our population. We must force tribes to settle down, grow crops and keep animals. We must regulate rivers, clear land and protect settlements. Our youth will attend foreign universities to learn about medicine, agriculture and other useful things. Polygamy will have to be legally expanded to all constituent nations and all families will have to be accounted for. It will take much money, effort and debate in the Tribal Council, but in the end, there is no other option for us if we want to have a future.;;;;;;;;;;;;;
CHE_birth_more_2_title;Begin Urbanization;;;;;;;;;;;;;
CHE_birth_more_2_desc;Now with enough people and food, we can begin the second part of our program. We will start the construction of proper permanent towns across the land to serve as hubs of administration, commerce and learning, from which our nations can spring up stronger than before. At the same time, we shall continue with our previous policies in the countryside.;;;;;;;;;;;;;
CHE_birth_more_3_title;Encourage Population Boom;;;;;;;;;;;;;
CHE_birth_more_3_desc;The towns have been build and the countryside teems with people. Our nations spread across the land, connecting it with newfound wealth it has given them. The rise of quality of life coupled with new advancements in medicine offers us the opportunity to encourage one last population boom.;;;;;;;;;;;;;
winnetou_forbids_you;No Country for Pale Men;;;;;;;;;;;;;
winnetou_forbids_you_desc;Colonizers are no longer welcome to settle in our ancestral lands.;;;;;;;;;;;;;
instability_immig;Apparent Instability;;;;;;;;;;;;;
instability_immig_desc;Constant revolts and mutinies are making our country less attractive for immigration.;;;;;;;;;;;;;
CHE_expel_americans_indian_territory_title;Expel Settlers from the Plains;;;;;;;;;;;;;
CHE_expel_americans_indian_territory_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_northwest_title;Expel Settlers from the Great Lakes;;;;;;;;;;;;;
CHE_expel_americans_northwest_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_missouri_arkansas_title;Expel Settlers from Middle Mississippi;;;;;;;;;;;;;
CHE_expel_americans_missouri_arkansas_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_louie_title;Expel Settlers from Lower Mississippi;;;;;;;;;;;;;
CHE_expel_americans_louie_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_florida_title;Expel Settlers from Seminole Land;;;;;;;;;;;;;
CHE_expel_americans_florida_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_reserve_title;Expel Settlers from the Reserve;;;;;;;;;;;;;
CHE_expel_americans_reserve_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_expel_americans_continent_title;Expel Settlers from the West, North and South;;;;;;;;;;;;;
CHE_expel_americans_continent_desc;All those who have unlawfully or by trickery seized our lands must leave our Confederacy within 30 days. What they cannot take with them shall be seized.;;;;;;;;;;;;;
CHE_return_of_the_cherokee_title;Return of the Cherokee;;;;;;;;;;;;;
CHE_return_of_the_cherokee_desc;With control over the homeland of the Cherokees restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_return_of_the_seminole_title;Return of the Seminole;;;;;;;;;;;;;
CHE_return_of_the_seminole_desc;With control over the homeland of the Seminoles restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_return_of_the_kickapoo_title;Return of the Kickapoo;;;;;;;;;;;;;
CHE_return_of_the_kickapoo_desc;With control over the homeland of the Kickapoos restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_return_of_the_choctaw_title;Return of the Choctaw;;;;;;;;;;;;;
CHE_return_of_the_choctaw_desc;With control over the homeland of the Choctaws restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_return_of_the_caddo_title;Return of the Caddo;;;;;;;;;;;;;
CHE_return_of_the_caddo_desc;With control over the homeland of the Caddos restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_return_of_the_louie_tribes_title;Return of the Lower Mississippi Tribes;;;;;;;;;;;;;
CHE_return_of_the_louie_tribes_desc;With control over the homeland of the lower Mississippi tribes restored, many have expressed the will to return back.;;;;;;;;;;;;;
CHE_claim_missouri_arkansas_title;Reclaim Middle Mississippi;;;;;;;;;;;;;
CHE_claim_missouri_arkansas_desc;Our peoples have been expelled from the banks of the Mississippi and their descendants now pressure the council to lay claim to these territories. Let us therefore march back east and take what's ours!;;;;;;;;;;;;;
CHE_claim_louisiana_title;Reclaim Lower Mississippi;;;;;;;;;;;;;
CHE_claim_louisiana_desc;There are still brothers of ours that dwell in the land where the Mississippi flows into the sea. We shall head south and liberate them - and no longer be landlocked!;;;;;;;;;;;;;
dakota;Siouan;;;;;;;;;;;;
CHE_liberal;Sequoyah Society;;;;;;;;;;;;;
CHE_conservative;Nighthawk Society;;;;;;;;;;;;;
CHE_socialist;Labor Society;;;;;;;;;;;;;
CHE_reactionary;Thunderbird Society;;;;;;;;;;;;;
CHE_radical;Progressive Society;;;;;;;;;;;;;
CHE_communist;Revolutionary Society;;;;;;;;;;;;;
CHE_fascist;Red Cloud Society;;;;;;;;;;;;;
CHECAPITALCHOOSE;\n\nAfter some deliberation, the council has presented a number of places suitable for our future new capital. Most argue for a site along the Mississippi, which would help faciliate trade and communication along this great artery. Others would favor a plot around the Great Lakes for similar reasons, or romantic idealism tied to the two previous rebellious confederacies in the area. Which site shall we choose?\n\n§RDo not move your capital to a province you do not control.\n\nEnsure your new capital's region is not a colony state, or you will suffer greatly!§!;;;;;;;;;;;;;
CHE_a_new_capital_title;Found a Modern Capital;;;;;;;;;;;;;
CHE_a_new_capital_desc;For our confederacy to be able to truly organize, we must settle on a favorable new capital to house our administration in perpetuity and to be in good access to all the lands we administer. Let us call together the great minds of the land and let them deliberate. §BThey will offer a plan within thirty days.§!;;;;;;;;;;;;;
CHE_new_capital;Indian Capital Founded;;;;;;;;;;;;
CHECAPITALNAMING;\n\nWe have picked a site for our new capital and now we must decide on a name for it. We may choose to honor someone great from our past, give it a descriptive name, or simply keep the name formerly used for the territory. Which shall we pick?;;;;;;;;;;;;;
CHE_allow_settlers_title;Allow Settlers;;;;;;;;;;;;;
CHE_allow_settlers_desc;Due to many previous experiences in the past, settlers were no longer welcome in our lands. However, now that our population has greatly risen and we have established proper administration throughout the country, some voices are beginning to debate allowing settlement. They claim that we would now have the means to control this influx properly and that many of our great leaders have already had European ancestry. A set of laws would have to be passed on various levels of the government, but in the end, it is all up to us. Shall we reopen our land for settlement?;;;;;;;;;;;;;
CHE_birth_more_2_flag;Urbanization has been accomplished.;;;;;;;;;;;;;
indian_conf;Confederated Tribes;;;;;;;;;;;;;
KUK_radical_republic;The Dual Republic;;;;;;;;;;;;;
DNB_radical_republic;The United States of Europe;;;;;;;;;;;;;
ABU_democracy;al-Hejer;;;;;;;;;;;;;
ABU_democracy_ADJ;Hejeri;;;;;;;;;;;;;
ABU_presidential_dictatorship;al-Hejer;;;;;;;;;;;;;
ABU_presidential_dictatorship_ADJ;Hejeri;;;;;;;;;;;;;
ABU_fascist_dictatorship;al-Hejer;;;;;;;;;;;;;
ABU_fascist_dictatorship_ADJ;Hejeri;;;;;;;;;;;;;
ABU_proletarian_dictatorship;Khaliji People's Republic;;;;;;;;;;;;;
ABU_proletarian_dictatorship_ADJ;Khaliji;;;;;;;;;;;;;
ABU;Abu Dhabi;;;;;;;;;;;;;
ABU_ADJ;Abu Dhabian;;;;;;;;;;;;;
ABU_absolute_empire;The United Arab Emirates;;;;;;;;;;;;;
ABU_semi_constitutional_empire;The United Arab Emirates;;;;;;;;;;;;;
ABU_constitutional_empire;The United Arab Emirates;;;;;;;;;;;;;
ABU_absolute_empire_ADJ;Emirati;;;;;;;;;;;;;
ABU_semi_constitutional_empire_ADJ;Emirati;;;;;;;;;;;;;
ABU_constitutional_empire_ADJ;Emirati;;;;;;;;;;;;;
ABU_colonial_company_4;The Trucial States;;;;;;;;;;;;;
ABU_colonial_company_4_ADJ;Trucial;;;;;;;;;;;;;
ABU_radical_republic;al-Hejer;;;;;;;;;;;;;
ABU_radical_republic_ADJ;Hejeri;;;;;;;;;;;;;
ETH_conservative;Atse-Mekwanint;Faction impériale;Imperialen Fraktion;;;;;;;;;;;
ETH_liberal;Arbegnoch;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
ETH_reactionary;Mesafint-Balabat;Faction Ras;Ras Fraktion;;;;;;;;;;;
ETH_radical;Shiftinnet;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ETH_socialist;Seratenya Mahiberati Konfedereshini;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
ETH_communist;Ye'Ityoppya Serategnoch Parti;Parti communiste;Kommunistische Partei;;;;;;;;;;;
ETH_fascist;Fano;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
amhara_language_schooling_title;Amhara Schooling;;;;;;;;;;;;;
amhara_language_schooling_desc;If we are to truly become a modern nation with the strength to push against the world, we must unify our country culturally. From the sea through the highlands to the Oromo desert, all must learn and speak Amhara - no other language shall be permitted in official use and this policy will be enforced by means learned from the French and Japanese. Ethiopia is Amhara!;;;;;;;;;;;;;
oromo_language_schooling_title;Oromo Schooling;;;;;;;;;;;;;
oromo_language_schooling_desc;If we are to truly become a modern nation with the strength to push against the world, we must unify our country culturally. From the sea through the highlands to the Ogaden desert, all must learn and speak Oromo - no other language shall be permitted in official use and this policy will be enforced by means learned from the French and Japanese. Ethiopia is Oromo!;;;;;;;;;;;;;
CRI_conservative;Milliy Firqa (Oñ);Faction royale;Königsfraktion;;Facción real;;;;;;;;;
CRI_liberal;Milliy Firqa (Jadidi);Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
CRI_reactionary;Ulema Jemyeti;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
CRI_radical;Taraqqiparvarlar;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
CRI_socialist;Milliy Firqa (Sol);Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
CRI_communist;Socialist Firqa;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
CRI_fascist;Ulug Ulus;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
cherokee_ultimate_insanity_title;Expand from Coast to Coast;;;;;;;;;;;;;
cherokee_ultimate_insanity_desc;Since the white man arrived in America, he pushed us constantly in our home, putting the seeds of division amongst us, dividing and conquering us whenever he got the opportunity. No more we, the owners of the Turtle Island, will be pushed by the outsiders as they see fit. The time has come to release the shackles of our brothers on the West Coast and unite ourselves as a single entity against the white man for the final crusade.;;;;;;;;;;;;;
proclaim_bulgarian_empire_title;Proclaim the Bulgarian Empire;;;;;;;;;;;;;
proclaim_bulgarian_empire_desc;After centuries of humiliation and yoke, the Ottomans have at last been expelled from Constantinople. The ripples that our triumphal reconquest creates shall be felt in every Orthodox household and in every palace of the Great Powers. Thus let us rightfully seize the moment and declare a new Christian empire in Constantinople - the Bulgarian Empire!;;;;;;;;;;;;;
ASY_conservative;Khoyada;;;;;;;;;;;;;
ASY_socialist;Gaba Shawtapaya Atouraya;;;;;;;;;;;;;
ASY_liberal;Mtakasta;;;;;;;;;;;;;
ASY_reactionary;Edta d-Madenha;;;;;;;;;;;;;
ASY_radical;Dawronoye;;;;;;;;;;;;;
ASY_fascist;Atranaya;;;;;;;;;;;;;
ASY_communist;Gaba Qomunistaya;;;;;;;;;;;;;
claim_lost_plc_lands_title;Reclaim the Lost Lands of the Commonwealth;;;;;;;;;;;;;
claim_lost_plc_lands_desc;§RGain 5 infamy§! The Commonwealth is again on the world map, and with that comes a new wave of irredentism. Prussia, Inflanty and the governorates of the east must be taken back from the greed of Berlin and the perfidy of Muscovy, lest they descend upon us like vultures again!;;;;;;;;;;;;;
claim_plc_ethnic_territories_title;Claim Ethnic Polish-Lithuanian Lands;;;;;;;;;;;;;
claim_plc_ethnic_territories_desc;§RGain 12 infamy§! As the Commonwealth enters a new era, so does our populace pick up its new ideas. Calls of nationalist Poles and Lithuanians mount to save our oppressed countrymen in Silesia and Lithuania Minor, who the Germans aim to turn into one of them through force. We must save them before it's too late!;;;;;;;;;;;;;
claim_plr_ethnic_territories_title;Claim Ethnic Ruthenian Lands;;;;;;;;;;;;;
claim_plr_ethnic_territories_desc;§RGain 8 infamy§! With the recognition of the Ruthenians as the third pillar of our Commonwealth, their culture has flourished. Many now clamor for the rescue of their brethren still under the boot of foreign powers - those in Smolensk, on the old Wild Fields and even across the Carpathians. Let us embrace these claims and show the powers that partition how strong we have gotten!;;;;;;;;;;;;;
poland_baltic_thingy_title;The Rights of the Livonians;;;;;;;;;;;;;
poland_baltic_thingy_desc;Livonia - that is Estonia, Inflanty and Courland - has been under Swedish and Russian control for the last two centuries, with both countries having marginalized the native peoples there. Our country, however, is a just and noble claimant to this land - and we shall prove it through granting equal rights to the people who inhabit it!;;;;;;;;;;;;;
become_poland_lithuania_ruthenia_title;The Polish-Lithuanian-Ruthenian Commonwealth;;;;;;;;;;;;;
become_poland_lithuania_ruthenia_desc;With the Commonwealth reborn from the grave, the Ruthenians once again live robbed of their full rights. Sympathizers in the government have proposed the creation of a third, Ruthenian territory, in which the locals will be free to govern themselves in their native tongue as equal peoples to the Poles and Lithuanians. Further proposed amendments of the constitution will cement their status as the newest integral part of our state, free of oppression. The reform pack will transform our Polish-Lithuanian Commonwealth into the Polish-Lithuanian-Ruthenian Commonwealth. Long live the new Commonwealth!;;;;;;;;;;;;;
POLONIA700_title;Triumph of the Commonwealth;;;;;;;;;;;;;
POLONIA700_desc;\n\nWith fire and sword have we brought deluge to our enemies - from Berlin in the west to Moscow in the east, from the Baltic in the north to the fire in the steppe of the south. Poles, Lithuanians and Ruthenians stand proudly in their liberated homeland and no foreign power can take it from them again. In a landmark conference held in London, the former partitioning powers have begrudgingly agreed to disavow their land grabs of 1772 onwards and to formally recognize the borders we held prior.§Y The feeling, however, is that the tide of nationalism will never fully allow the Germans to rescind their claims on the German-majority coast connecting Berlin to Prussia.§! But for now, we can say - we have not perished yet!;;;;;;;;;;;;;
CHA;Champa;Tchampa;Champa;Czampa;Champa;Champa;Champa;Champa;Champa;Champa;Shampã;Òÿìïà;Champa;
CHA_ADJ;Champan;du Tchampa;Champa-;Czampy;Champa;dei Champa;Champan;Champan;Champan;Champan;Champan;Òÿìïñê;Champan;
CHA_absolute_monarchy;Panduranga;;;;;;;;;;;;;
CHA_absolute_monarchy_ADJ;Pandurangan;;;;;;;;;;;;;
BOR_conservative_2;Royaliste;;;;;;;;;;;;;
EVT_bb_acc_title;Bourbon Acceptance;;;;;;;;;;;;;
EVT_bb_acc_desc;\n\nContrary to the popular saying that the Bourbons never forget and never learn, our dynasty has managed to learn from its past mistakes and has fully embraced the spirit of reformist progress. With the unprecedented liberty and social security we have offered to our people, coupled with the reduction of the royalty to a purely ceremonial status, many must admit that there is little anger to remain against the sons of Henri IV.;;;;;;;;;;;;;
EVT_bb_acc_opt;What have the Bourbons ever done for us?;;;;;;;;;;;;;
EVTDESC262636;\n\nAs the constitutional convention proceeds, the debate has now fallen to the level of democracy in our country. Some argue for extended freedoms - others, cautioned by the split between the Liberals and the Conservatives, propose limited measures. Some go even as far as demanding the abolishment of elections or the end of the Church. How shall we proceed?;;;;;;;;;;;;;
EVTDESC262637;\n\nWith such a monumental civil war ended, we now have the option to constitutionally enshrine a new national value and pursue it across the land. Which would fit our future the best?;;;;;;;;;;;;;
EVTDESC262638;\n\nWith our emphasis on stability, some voices have suggested crowning a monarch to transcend the fracturing we have suffered. While unusual for the New World and thus with opposition, we have already experienced a local monarchy under Mexico and Brazil has opted for a monarchy as well. What would be the best course of action for our future?;;;;;;;;;;;;;
generic_survived_modifier;Solidified Union;;;;;;;;;;;;;
generic_survived_modifier_desc;After managing to stay united as a single country, we can now start focusing on rebuilding, getting stronger and make use of the military experience acquired from these separatist revolts in order to become a stronger nation, as well as start pumping up our economic reforms in the short term.;;;;;;;;;;;;;
resistance_to_new_regime;Resistance to the New Regime;;;;;;;;;;;;;
resistance_to_new_regime_desc;Our people are voicing unrest at the recent changes in our national politics.;;;;;;;;;;;;;
UCA;Central America;;;;;;;;;;;;;
UCA_democracy;Central America;;;;;;;;;;;;;
UCA_proletarian_dictatorship;Centroamerica;;;;;;;;;;;;;
UCA_fascist_dictatorship;Centroamerica;FRCA;FRCA;;;;;;;;;;;
UCA_fascist_dictatorship_ADJ;Centroamerican;FRCA;FRCA;;;;;;;;;;;
UCA_presidential_dictatorship;Central America;;;;;;;;;;;;;
UCA_proletarian_dictatorship_ADJ;Centroamerican;;;;;;;;;;;;;
UCA_absolute_empire;The Centroamerican Empire;;;;;;;;;;;;;
UCA_absolute_empire_ADJ;Centroamerican;;;;;;;;;;;;;
UCA_semi_constitutional_empire;The Centroamerican Empire;;;;;;;;;;;;;
UCA_semi_constitutional_empire_ADJ;Centroamerican;;;;;;;;;;;;;
UCA_constitutional_empire;The Centroamerican Empire;;;;;;;;;;;;;
UCA_constitutional_empire_ADJ;Centroamerican;;;;;;;;;;;;;
GUA_absolute_empire;Empire of Guatemala;;;;;;;;;;;;;
GUA_semi_constitutional_empire;Empire of Guatemala;;;;;;;;;;;;;
GUA_constitutional_empire;Empire of Guatemala;;;;;;;;;;;;;
KOK_absolute_empire;The Ming Empire;;;;;;;;;;;;;
KOK_semi_constitutional_empire;The Ming Empire;;;;;;;;;;;;;
KOK_constitutional_empire;The Ming Empire;;;;;;;;;;;;;
KOK_absolute_empire_ADJ;Ming;;;;;;;;;;;;;
KOK_semi_constitutional_empire_ADJ;Ming;;;;;;;;;;;;;
KOK_constitutional_empire_ADJ;Ming;;;;;;;;;;;;;
BUK_absolute_empire;The Mangit Empire;;;;;;;;;;;;;
BUK_semi_constitutional_empire;The Mangit Empire;;;;;;;;;;;;;
BUK_constitutional_empire;The Mangit Empire;;;;;;;;;;;;;
BUK_absolute_empire_ADJ;Mangit;;;;;;;;;;;;;
BUK_semi_constitutional_empire_ADJ;Mangit;;;;;;;;;;;;;
BUK_constitutional_empire_ADJ;Mangit;;;;;;;;;;;;;
KHI_absolute_empire;The Qungrat Empire;;;;;;;;;;;;;
KHI_semi_constitutional_empire;The Qungrat Empire;;;;;;;;;;;;;
KHI_constitutional_empire;The Qungrat Empire;;;;;;;;;;;;;
KHI_absolute_empire_ADJ;Qungrat;;;;;;;;;;;;;
KHI_semi_constitutional_empire_ADJ;Qungrat;;;;;;;;;;;;;
KHI_constitutional_empire_ADJ;Qungrat;;;;;;;;;;;;;
KKP_absolute_empire;The Torani Empire;;;;;;;;;;;;;
KKP_semi_constitutional_empire;The Torani Empire;;;;;;;;;;;;;
KKP_constitutional_empire;The Torani Empire;;;;;;;;;;;;;
KKP_absolute_empire_ADJ;Torani;;;;;;;;;;;;;
KKP_semi_constitutional_empire_ADJ;Torani;;;;;;;;;;;;;
KKP_constitutional_empire_ADJ;Torani;;;;;;;;;;;;;
found_new_ca_empire_title;Found a New Empire in Central Asia;;;;;;;;;;;;;
found_new_ca_empire_desc;The Lion and the Bear wish to hunt on our land. Have they no shame as they gaze upon the cities of the Silk Road, the homes of philosophers and mathematicians? Have they no fear as they tread on the spirits of Genghis Khan and Amir Timur? Let them know that a new Ghazi arises - last of the Great Conquerors - the final Empire in Central Asia.;;;;;;;;;;;;;
EVTNAME700700;$COUNTRYNAME$;;;;;;;;;;;;;
EVTDESC700700;\n\nWith a great feat of arms we have established our new empire. A myriad nations bow before our most radiant throne. We now stand before a crossroads - a crossroads that will define the very basis of our empire.\n\nAre we content with being a strong buffer between the empires of Russia and Britain, prioritizing art and culture before conquest? Or shall we set our sights towards Persia: to establish a new dynasty there, as many before us did? Perhaps it would be more prudent to instead set the steppe and taiga ablaze, to expel the Russians back to Europe and restore the great Sibir to its natives? Shall we even perhaps set our sights to liberate the Muslims of Hindustan and establish a new dominion there, much like Babur did? Or are we simply conquerors and plunderers, seeking to enrich and embellish ourselves, as was Tamerlane's right?\n\nChoose well, o Emperor, for your choice shall resonate around the world...;;;;;;;;;;;;;
EVT700700OPTA;A new renaissance is upon our people.;;;;;;;;;;;;;
EVT700700OPTB;I am Jamshid, I am Khosrow, I am Rostam and Fereydun.;;;;;;;;;;;;;
EVT700700OPTC;Genghis Khan is clearly listed in my family tree here.;;;;;;;;;;;;;
EVT700700OPTD;Babur, guide my sword against the perfidious!;;;;;;;;;;;;;
EVT700700OPTE;Oh Prophet, make war upon infidels and unbelievers, and treat them with severity...;;;;;;;;;;;;;
EVTNAME700701;To Whip the Bear;;;;;;;;;;;;;
EVTDESC700701;\n\nWe have chosen to eliminate the Russian threat to Central Asia and push them all back behind the Urals.\n\n§RWe have to act quickly, as in about thirty years, none of our uncontrolled claims will be still recognized - rather laughed at.§!;;;;;;;;;;;;;
EVTNAME700702;Twilight Over Siberia;;;;;;;;;;;;;
EVTDESC700702;\n\nTwo generations have passed and the pledge of our founder to expel the Russians out of Asia has dissipated.\n\n§RWhat claims we have not taken up to this point are no longer recognized as valid.§!;;;;;;;;;;;;;
EVTNAME700703;The Conquest of Delhi;;;;;;;;;;;;;
EVTDESC700703;\n\nOh Padishah, oh Ruler of the World! Our rightly-guided armies have seized the great city of Delhi, seat of the former Mughal Empire. Shall the court relocate to this beating heart of India?;;;;;;;;;;;;;
EVTNAME700704;The Conquest of Iran;;;;;;;;;;;;;
EVTDESC700704;\n\nIran has fallen to our armies! Its splendor is now yours to command, oh Shahanshah. Will your new dynasty settle in one of the splendorous cities of the region?\n\n§RMake sure you own the city you choose or your administrators will get a great headache!§!;;;;;;;;;;;;;
sart_renaissance;The Sart Renaissance;;;;;;;;;;;;;
sart_renaissance_desc;Culture and thought flourish under our new empire.;;;;;;;;;;;;;
KHI_conservative;Qo'ng'irotlar;;;;;;;;;;;;;;;;x;;;;
KHI_reactionary;Ulamo;;;;;;;;;;;;;;;;x;;;;
KHI_liberal;Ziyalilar;;;;;;;;;;;;;;;;x;;;;
KHI_radical;Inqilobchilar;;;;;;;;;;;;;;;;x;;;;
KHI_radical_1;Taraqqiparvarlar;;;;;;;;;;;;;;;;x;;;;
KHI_socialist;Yosh Xorazmliklar;;;;;;;;;;;;;;;;x;;;;
KHI_communist;Xorazm Kommunistlar;;;;;;;;;;;;;;;;x;;;;
KKP_conservative;To'ranilar;;;;;;;;;;;;;;;;x;;;;
KKP_reactionary;Ulamo;;;;;;;;;;;;;;;;x;;;;
KKP_liberal;Olako'zlar;;;;;;;;;;;;;;;;x;;;;
KKP_radical;Inqilobchilar;;;;;;;;;;;;;;;;x;;;;
KKP_radical_1;Taraqqiparvarlar;;;;;;;;;;;;;;;;x;;;;
KKP_socialist;Yosh Qoraqalpoqliklar;;;;;;;;;;;;;;;;x;;;;
KKP_communist;Qoraqalpoqlar Kommunistlar;;;;;;;;;;;;;;;;x;;;;
BUK_conservative;Mang'itlar;;;;;;;;;;;;;;;;x;;;;
BUK_reactionary;Ulamo;;;;;;;;;;;;;;;;x;;;;
BUK_liberal;Ziyalilar;;;;;;;;;;;;;;;;x;;;;
BUK_radical;Inqilobchilar;;;;;;;;;;;;;;;;x;;;;
BUK_radical_1;Taraqqiparvarlar;;;;;;;;;;;;;;;;x;;;;
BUK_socialist;Yosh Buxoroliklar;;;;;;;;;;;;;;;;x;;;;
BUK_communist;Buxoro Kommunistlar;;;;;;;;;;;;;;;;x;;;;
KOK_conservative;Minglar;;;;;;;;;;;;;;;;x;;;;
KOK_reactionary;Ulamo;;;;;;;;;;;;;;;;x;;;;
KOK_liberal;Ziyalilar;;;;;;;;;;;;;;;;x;;;;
KOK_radical;Inqilobchilar;;;;;;;;;;;;;;;;x;;;;
KOK_radical_1;Taraqqiparvarlar;;;;;;;;;;;;;;;;x;;;;
KOK_socialist;Yosh Qo'qonliklar;;;;;;;;;;;;;;;;x;;;;
KOK_communist;Qo'qon Kommunistlar;;;;;;;;;;;;;;;;x;;;;
TKS_conservative;An'anaviylar;;;;;;;;;;;;;;;;x;;;;
TKS_reactionary;Ulamo;;;;;;;;;;;;;;;;x;;;;
TKS_liberal;Ziyalilar;;;;;;;;;;;;;;;;x;;;;
TKS_radical;Taraqqiparvarlar;;;;;;;;;;;;;;;;x;;;;
TKS_socialist;Yosh Turklar;;;;;;;;;;;;;;;;x;;;;
TKS_communist;Turk Kommunistlar;;;;;;;;;;;;;;;;x;;;;
KOK_democracy;Turkestan;;;;;;;;;;;;;
KOK_prov_gov_liberal;Turkestan Autonomy;;;;;;;;;;;;;
KOK_fascist_dictatorship;Turkestan;;;;;;;;;;;;;
KOK_presidential_dictatorship;Turkestan;;;;;;;;;;;;;
KOK_proletarian_dictatorship;Turkestan;;;;;;;;;;;;;
KOK_fascist_dictatorship_ADJ;Turki;;;;;;;;;;;;;
KOK_democracy_ADJ;Turki;;;;;;;;;;;;;
KOK_presidential_dictatorship_ADJ;Turki;;;;;;;;;;;;;
KOK_proletarian_dictatorship_ADJ;Turki;;;;;;;;;;;;;
DRV;Darvaz;;;;;;;;;;;;;
DRV_ADJ;Darvazi;;;;;;;;;;;;;
DRV_democracy;Tajikistan;;;;;;;;;;;;;
DRV_radical_republic;Tajikistan;;;;;;;;;;;;;
DRV_radical_republic_ADJ;Tajikistan;;;;;;;;;;;;;
DRV_fascist_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_presidential_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_proletarian_dictatorship;Tajikistan;;;;;;;;;;;;;
DRV_fascist_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_democracy_ADJ;Tajik;;;;;;;;;;;;;
DRV_presidential_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_proletarian_dictatorship_ADJ;Tajik;;;;;;;;;;;;;
DRV_absolute_empire;The Darvazi Empire;;;;;;;;;;;;;
DRV_semi_constitutional_empire;The Darvazi Empire;;;;;;;;;;;;;
DRV_constitutional_empire;The Darvazi Empire;;;;;;;;;;;;;
DRV_absolute_empire_ADJ;Darvazi;;;;;;;;;;;;;
DRV_semi_constitutional_empire_ADJ;Darvazi;;;;;;;;;;;;;
DRV_constitutional_empire_ADJ;Darvazi;;;;;;;;;;;;;
ca_slapping_siberia;Claims over Siberia;;;;;;;;;;;;;
ca_slapping_siberia_desc;Our resolve to push the Russians back beyond the Urals is still respected.;;;;;;;;;;;;;
KUN_absolute_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_semi_constitutional_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_constitutional_empire;The Qataghan Empire;;;;;;;;;;;;;
KUN_absolute_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_semi_constitutional_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_constitutional_empire_ADJ;Qataghan;;;;;;;;;;;;;
KUN_conservative;Qataghanlar;;;;;;;;;;;;;
