EVTDESC555001;A popular man has come to power in the liberal party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555001;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555002;Popular Reactionary Figurehead;;;;;;;;;;;;x,,
EVTDESC555002;A popular man has come to power in the reactionary party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555002;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555003;Popular Radical Figurehead;;;;;;;;;;;;x,,
EVTDESC555003;A popular man has come to power in the radical party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555003;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555004;Popular Socialist Figurehead;;;;;;;;;;;;x,,
EVTDESC555004;A popular man has come to power in the socialist party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555004;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555005;Popular Communist Figurehead;;;;;;;;;;;;x,,
EVTDESC555005;A popular man has come to power in the communist party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555005;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555006;Popular Fascist Figurehead;;;;;;;;;;;;x,,
EVTDESC555006;A popular man has come to power in the fascist party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555006;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555007;Popular Social Liberal Figurehead;;;;;;;;;;;;x,,
EVTDESC555007;A popular man has come to power in the social liberal party, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555007;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555008;Popular Separatist Figurehead;;;;;;;;;;;;x,,
EVTDESC555008;A popular man has come to power in one of the separatist parties, ready to rally the masses for his cause. ;;;;;;;;;;;;x,,
EVTOPTA555008;We will have an eye on him;;;;;;;;;;;;x,,
EVTNAME555010;Charismatic Conservative Leader;;;;;;;;;;;;x,,
EVTDESC555010;A great man of almost divine charisma has taken the lead of the conservative party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555010;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555011;Charismatic Liberal Leader;;;;;;;;;;;;x,,
EVTDESC555011;A great man of almost divine charisma has taken the lead of the liberal party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555011;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555012;Charismatic Reactionary Leader;;;;;;;;;;;;x,,
EVTDESC555012;A great man of almost divine charisma has taken the lead of the reactionary party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555012;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555013;Charismatic radical Leader;;;;;;;;;;;;x,,
EVTDESC555013;A great man of almost divine charisma has taken the lead of the radical party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555013;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555014;Charismatic Socialist Leader;;;;;;;;;;;;x,,
EVTDESC555014;A great man of almost divine charisma has taken the lead of the socialist party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555014;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555015;Charismatic Communist Leader;;;;;;;;;;;;x,,
EVTDESC555015;A great man of almost divine charisma has taken the lead of the communist party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555015;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555016;Charismatic Fascist Leader;;;;;;;;;;;;x,,
EVTDESC555016;The world was almost won by such an ape! \nThe nations put him where his kind belong. \nBut don’t rejoice too soon at your escape\nThe womb he crawled from is still going strong.\n-Bertolt Brecht: The Resistible Rise of Arturo Ui;;;;;;;;;;;;x,,
EVTOPTA555016;May god have mercy on us!;;;;;;;;;;;;x,,
EVTNAME555017;Charismatic Social Liberal Leader;;;;;;;;;;;;x,,
EVTDESC555017;A great man of almost divine charisma has taken the lead of the social liberal party.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555017;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555018;Charismatic Separatist Leader;;;;;;;;;;;;x,,
EVTDESC555018;A great man of almost divine charisma has taken the lead in the struggle for the oppressed minorities.\n Lo and behold - a new age beckons!;;;;;;;;;;;;x,,
EVTOPTA555018;What will become of this?;;;;;;;;;;;;x,,
EVTNAME555020;End of Popular Figurehead - Natural Death;;;;;;;;;;;;x,,
EVTDESC555020;Newspapers announced the death of our popular figurehead today. He apparently died of natural causes, leaving behind a grieving widow and several children. His followers mourn his passing and even some of the enemies stated that they ''will miss the old bugbear''.;;;;;;;;;;;;x,,
EVTOPTA555020;Rest in peace;;;;;;;;;;;;x,,
EVTNAME555021;End of Popular Figurehead - Assassination;;;;;;;;;;;;x,,
EVTDESC555021;Special edition! Popular figurehead assassinated in public! Perpetrator still on the loose!\n\nTensions reached a boiling point today after an unknown assassin fired several shots at our popular figurehead in small Café near $CAPITAL$. He was rushed to a nearby hospital, but died a few hours later due to his wounds.;;;;;;;;;;;;x,,
EVTOPTA555021;A tragedy!;;;;;;;;;;;;x,,
EVTNAME555022;End of Popular Figurehead - Discredited;;;;;;;;;;;;x,,
EVTDESC555022;Today we received an anonymous package, containing evidence that our popular figurehead isn't really the saint he seems to be. On the one hand, we could use this to destroy his credibility, but many will suspect a setup and public outrage might occur. On the other hand, we could simply ignore the matter. What shall we do?;;;;;;;;;;;;x,,
EVTOPTA555022;Use the evidence to get rid of him;;;;;;;;;;;;x,,
EVTOPTB555022;We will not resort to such cowardly tactics;;;;;;;;;;;;x,,
EVTNAME555023;End of Popular Figurehead - Retired;;;;;;;;;;;;x,,
EVTDESC555023;Age and bad health have taken a heavy toll on our popular figurehead. Today he announced that he will retire from politics and spend the rest of his days with his family in a small mansion near $CAPITAL$.;;;;;;;;;;;;x,,
EVTOPTA555023;We wish him all the best;;;;;;;;;;;;x,,
EVTNAME555024;End of Charismatic Leader - Natural Death;;;;;;;;;;;;x,,
EVTDESC555024;Hence ''banished'' is banished from the world.\n And world's exile is death.\n- William Shakespeare, Romeo and Juliet\n\n At long last, our charismatic leader has passed away. His untimely death will leave a big vacuum in the political landscape.;;;;;;;;;;;;x,,
EVTOPTA555024;Alas, poor soul! I knew him...;;;;;;;;;;;;x,,
EVTNAME555025;End of Charismatic Leader - Assassination;;;;;;;;;;;;x,,
EVTDESC555025;Special edition! Charismatic leader assassinated! Perpetrators shot by the police! Protests and riots all over the country!\n\nOur charismatic leader was killed tonight while out for a stroll in $CAPITAL$. Multiple attackers fired at him from a dark alleyway, slaying him on the spot. A police patrol near the crime scene chased the perpetrators to their hideout and after a prolonged firefight, all attackers were killed. It is unknown who had hired the goons, but needless to say the list of potential suspects is very long...;;;;;;;;;;;;x,,
EVTOPTA555025;A tragedy!;;;;;;;;;;;;x,,
EVTNAME555026;End of Charismatic Leader - Discredited;;;;;;;;;;;;x,,
EVTDESC555026;Today we received an anonymous package, containing evidence that our charismatic leader isn't really the saint he seems to be. On the one hand, we could use this to destroy his credibility, but many will suspect a set-up and public outrage might occur. On the other hand, we could simply ignore the matter. What shall we do?;;;;;;;;;;;;x,,
EVTOPTA555026;Use the evidence to get rid of him;;;;;;;;;;;;x,,
EVTOPTB555026;We will not resort to such cowardly tactics;;;;;;;;;;;;x,,
EVTNAME555027;End of Charismatic Leader - Retired;;;;;;;;;;;;x,,
EVTDESC555027;Age and bad health have taken a heavy toll on our charismatic leader. Today he announced that he will retire from politics and spend the rest of his days with his family in a small mansion near $CAPITAL$.;;;;;;;;;;;;x,,
EVTOPTA555027;We wish him all the best;;;;;;;;;;;;x,,
popular_figurehead_conservative;Popular Figurehead: Conservative Party;;;;;;;;;;;;x,,
popular_figurehead_liberal;Popular Figurehead: Liberal Party;;;;;;;;;;;;x,,
popular_figurehead_reactionary;Popular Figurehead: Reactionary Party;;;;;;;;;;;;x,,
popular_figurehead_anarcho_liberal;Popular Figurehead: Radical Party;;;;;;;;;;;;x,,
popular_figurehead_socialist;Popular Figurehead: Socialist Party;;;;;;;;;;;;x,,
popular_figurehead_communist;Popular Figurehead: Communist Party;;;;;;;;;;;;x,,
popular_figurehead_fascist;Popular Figurehead: Fascist Party;;;;;;;;;;;;x,,
popular_figurehead_social_liberal;Popular Figurehead: Social Liberal Party;;;;;;;;;;;;x,,
popular_figurehead_separatist;Popular Figurehead: Separatist Party;;;;;;;;;;;;x,,
charismatic_leader_conservative;Charismatic Leader: Conservative Party;;;;;;;;;;;;x,,
charismatic_leader_liberal;Charismatic Leader: Liberal Party;;;;;;;;;;;;x,,
charismatic_leader_reactionary;Charismatic Leader: Reactionary Party;;;;;;;;;;;;x,,
charismatic_leader_anarcho_liberal;Charismatic Leader: Radical Party;;;;;;;;;;;;x,,
charismatic_leader_socialist;Charismatic Leader: Socialist Party;;;;;;;;;;;;x,,
charismatic_leader_communist;Charismatic Leader: Communist Party;;;;;;;;;;;;x,,
charismatic_leader_fascist;Charismatic Leader: Fascist Party;;;;;;;;;;;;x,,
charismatic_leader_social_liberal;Charismatic Leader: Social Liberal Party;;;;;;;;;;;;x,,
charismatic_leader_separatist;Charismatic Leader: Separatist Party;;;;;;;;;;;;x,,
party_quarral_conservative;Party Quarrel: Conservative Party;;;;;;;;;;;;x,,
party_quarral_liberal;Party Quarrel: Liberal Party;;;;;;;;;;;;x,,
party_quarral_reactionary;Party Quarrel: Reactionary Party;;;;;;;;;;;;x,,
party_quarral_anarcho_liberal;Party Quarrel: Radical Party;;;;;;;;;;;;x,,
party_quarral_socialist;Party Quarrel: Socialist Party;;;;;;;;;;;;x,,
party_quarral_communist;Party Quarrel: Communist Party;;;;;;;;;;;;x,,
party_quarral_fascist;Party Quarrel: Fascist Party;;;;;;;;;;;;x,,
party_quarral_social_liberal;Party Quarrel: Social Liberal Party;;;;;;;;;;;;x,,
party_quarral_separatist;Party Quarrel: Separatist Party;;;;;;;;;;;;x,,
party_splinter_conservative;Party Splinter: Conservative Party;;;;;;;;;;;;x,,
party_splinter_liberal;Party Splinter: Liberal Party;;;;;;;;;;;;x,,
party_splinter_reactionary;Party Splinter: Reactionary Party;;;;;;;;;;;;x,,
party_splinter_anarcho_liberal;Party Splinter: Radical Party;;;;;;;;;;;;x,,
party_splinter_socialist;Party Splinter: Socialist Party;;;;;;;;;;;;x,,
party_splinter_communist;Party Splinter: Communist Party;;;;;;;;;;;;x,,
party_splinter_fascist;Party Splinter: Fascist Party;;;;;;;;;;;;x,,
party_splinter_social_liberal;Party Splinter: Social Liberal Party;;;;;;;;;;;;x,,
party_splinter_separatist;Party Splinter: Separatist Party;;;;;;;;;;;;x,,
popular_figurehead_conservative_desc;The conservative party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_liberal_desc;The liberal party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_reactionary_desc;The reactionary party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_anarcho_liberal_desc;The radical party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_socialist_desc;The socialist party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_communist_desc;The communist party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_fascist_desc;The fascist party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_social_liberal_desc;The social liberal party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
popular_figurehead_separatist_desc;The separatist party has a popular figurehead that is slightly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_conservative_desc;The conservative party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_liberal_desc;The liberal party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_reactionary_desc;The reactionary party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_anarcho_liberal_desc;The radical party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_socialist_desc;The socialist party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_communist_desc;The communist party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_fascist_desc;The fascist party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_social_liberal_desc;The social liberal party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
charismatic_leader_separatist_desc;The separatist party has a charismatic leader that is significantly increasing popular support.;;;;;;;;;;;;x,,
party_quarral_conservative_desc;There has been quarrelling within the conservative party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_liberal_desc;There has been quarrelling within the liberal party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_reactionary_desc;There has been quarrelling within the reactionary party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_anarcho_liberal_desc;There has been quarrelling within the radical party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_socialist_desc;There has been quarrelling within the socialist party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_communist_desc;There has been quarrelling within the communist party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_fascist_desc;There has been quarrelling within the fascist party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_social_liberal_desc;There has been quarrelling within the social liberal party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_quarral_separatist_desc;There has been quarrelling within the separatist party, reducing popular support slightly.;;;;;;;;;;;;x,,
party_splinter_conservative_desc;The conservative party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_liberal_desc;The liberal party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_reactionary_desc;The reactionary party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_anarcho_liberal_desc;The radical party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_socialist_desc;The socialist party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_communist_desc;The communist party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_fascist_desc;The fascist party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_social_liberal_desc;The social liberal party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
party_splinter_separatist_desc;The separatist party has splintered! This will reduce popular support significantly.;;;;;;;;;;;;x,,
EVTNAME555030;Party Quarrel: Conservative Party;;;;;;;;;;;;x,,
EVTNAME555031;Party Quarrel: Liberal Party;;;;;;;;;;;;x,,
EVTNAME555032;Party Quarrel: Reactionary Party;;;;;;;;;;;;x,,
EVTNAME555033;Party Quarrel: Radical Party;;;;;;;;;;;;x,,
EVTNAME555034;Party Quarrel: Socialist Party;;;;;;;;;;;;x,,
EVTNAME555035;Party Quarrel: Communist Party;;;;;;;;;;;;x,,
EVTNAME555036;Party Quarrel: Fascist Party;;;;;;;;;;;;x,,
EVTNAME555037;Party Quarrel: Social Liberal Party;;;;;;;;;;;;x,,
EVTNAME555038;Party Quarrel: Separatist Party;;;;;;;;;;;;x,,
EVTNAME555040;Party Splinter: Conservative Party;;;;;;;;;;;;x,,
EVTNAME555041;Party Splinter: Liberal Party;;;;;;;;;;;;x,,
EVTNAME555042;Party Splinter: Reactionary Party;;;;;;;;;;;;x,,
EVTNAME555043;Party Splinter: Radical Party;;;;;;;;;;;;x,,
EVTNAME555044;Party Splinter: Socialist Party;;;;;;;;;;;;x,,
EVTNAME555045;Party Splinter: Communist Party;;;;;;;;;;;;x,,
EVTNAME555046;Party Splinter: Fascist Party;;;;;;;;;;;;x,,
EVTNAME555047;Party Splinter: Social Liberal Party;;;;;;;;;;;;x,,
EVTNAME555048;Party Splinter: Separatist Party;;;;;;;;;;;;x,,
EVTNAME555050;Party Alliance: Conservative/Reactionary;;;;;;;;;;;;x,,
EVTNAME555051;Party Alliance: Conservative/Liberal;;;;;;;;;;;;x,,
EVTNAME555052;Party Alliance: Conservative/Socialist;;;;;;;;;;;;x,,
EVTNAME555053;Party Alliance: Liberal/Radical;;;;;;;;;;;;x,,
EVTNAME555054;Party Alliance: Liberal/Socialist;;;;;;;;;;;;x,,
EVTNAME555055;Party Alliance: Liberal/Social Liberal;;;;;;;;;;;;x,,
EVTNAME555056;Party Alliance: Socialist/Communist;;;;;;;;;;;;x,,
EVTNAME555057;Party Alliance: Socialist/Social Liberal;;;;;;;;;;;;x,,
EVTNAME555058;Party Alliance: Fascist/Conservative;;;;;;;;;;;;x,,
EVTNAME555059;Party Alliance: Fascist/Reactionary;;;;;;;;;;;;x,,
EVTNAME555060;End of Quarrel;;;;;;;;;;;;x,,
EVTNAME555061;Healing Wounds;;;;;;;;;;;;x,,
EVTNAME555062;Separate Ways;;;;;;;;;;;;x,,
EVTDESC555030;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the conservative party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the conservatives spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555031;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the liberal party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the liberals spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555032;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the reactionary party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the reactionaries spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555033;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the radical party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the radicals spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555034;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the socialist party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the socialists spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555035;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the communist party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the communists spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555036;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the fascist party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the fascists spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555037;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the social liberal party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that the social liberals spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555038;Rivalry and opposing political points of view have led to a series of unprecedented quarrels within the biggest separatist party. Now the conflict has become public knowledge, and even some die-hard party supporters disapprove of the fact that they spend more time fighting each other than standing up for their ideals.;;;;;;;;;;;;x,,
EVTDESC555040;Month of internal conflict within the conservative party have finally taken their toll: Today several high-profile conservatives announced that they would leave the party to create a new political organisation. This is without doubt a black day for any conservative in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555041;Month of internal conflict within the liberal party have finally taken their toll: Today several high-profile liberals announced that they would leave the party to create a new political organisation. This is without doubt a black day for any liberal in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555042;Month of internal conflict within the reactionary party have finally taken their toll: Today several high-profile reactionaries announced that they would leave the party to create a new political organisation. This is without doubt a black day for any reactionary in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555043;Month of internal conflict within the radical party have finally taken their toll: Today several high-profile radicals announced that they would leave the party to create a new political organisation. This is without doubt a black day for any radical in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555044;Month of internal conflict within the socialist party have finally taken their toll: Today several high-profile socialists announced that they would leave the party to create a new political organisation. This is without doubt a black day for any socialist in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555045;Month of internal conflict within the communist party have finally taken their toll: Today several high-profile communists announced that they would leave the party to create a new political organisation. This is without doubt a black day for any communist in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555046;Month of internal conflict within the fascist party have finally taken their toll: Today several high-profile fascists announced that they would leave the party to create a new political organisation. This is without doubt a black day for any fascist in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555047;Month of internal conflict within the social liberal party have finally taken their toll: Today several high-profile social liberals announced that they would leave the party to create a new political organisation. This is without doubt a black day for any social liberal in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555048;Month of internal conflict within the separatist parties have finally taken their toll: Today several high-profile separatists announced that they would leave their parties to create a new political organisation. This is without doubt a black day for any separatist in $COUNTRYNAME$.;;;;;;;;;;;;x,,
EVTDESC555050;A historical event took place today, with the conservative and the reactionary party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555051;A historical event took place today, with the conservative and the liberal party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555052;A historical event took place today, with the conservative and the socialist party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555053;A historical event took place today, with the liberal and the radical party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555054;A historical event took place today, with the liberal and the socialist party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555055;A historical event took place today, with the liberal and the social liberal party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555056;A historical event took place today, with the socialist and the communist party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555057;A historical event took place today, with the socialist and the social liberal party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555058;A historical event took place today, with the fascist and the conservative party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555059;A historical event took place today, with the fascist and the reactionary party announcing their efforts to start political cooperation. The two parties had been on good terms over several issues for the past few years , but nevertheless a cooperative agreement between them came as surprise to many. Political experts say that this will probably benefit them in short to medium turn.;;;;;;;;;;;;x,,
EVTDESC555060;Many nasty words had been spoken and many terrible deeds had been done, but it seems that the quarrel within the party was finally resolved. Most of the remaining members have come to terms with each other and it looks like that the party can finally ''get back to business''.;;;;;;;;;;;;x,,
EVTDESC555061;The wounds will heal in time, as will the entire world. The sacrifices have been made. Just as the party members discarded their hatreds and stood united against a common political foe, so did their supporters to banish the Shadow forever.;;;;;;;;;;;;x,,
EVTDESC555062;Today party officials announced the end of the alliance between their two parties. There had been significant disagreement on several issues in the recent past, so this is hardly a surprise for most people. In fact, many wonder how the cooperative agreement between the two parties could actually last that long.;;;;;;;;;;;;x,,
EVTOPTA555030;Tough times for the conservatives;;;;;;;;;;;;x,,
EVTOPTA555031;Tough times for the liberals;;;;;;;;;;;;x,,
EVTOPTA555032;Tough times for the reactionaries;;;;;;;;;;;;x,,
EVTOPTA555033;Tough times for the radicals;;;;;;;;;;;;x,,
EVTOPTA555034;Tough times for the socialists;;;;;;;;;;;;x,,
EVTOPTA555035;Tough times for the communists;;;;;;;;;;;;x,,
EVTOPTA555036;Tough times for the fascists;;;;;;;;;;;;x,,
EVTOPTA555037;Tough times for the social liberals;;;;;;;;;;;;x,,
EVTOPTA555038;Cry me a river;;;;;;;;;;;;x,,
EVTOPTA555040;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555041;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555042;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555043;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555044;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555045;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555046;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555047;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555048;This does not bode well for them...;;;;;;;;;;;;x,,
EVTOPTA555050;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555051;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555052;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555053;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555054;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555055;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555056;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555057;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555058;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555059;I wonder how long that will last…;;;;;;;;;;;;x,,
EVTOPTA555060;About time;;;;;;;;;;;;x,,
EVTOPTA555061;It will take its place amongst the legends of the past;;;;;;;;;;;;x,,
EVTOPTA555062;Actually longer than I expected;;;;;;;;;;;;x,,
EVTNAME555070;Progress and Prosperity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTNAME555071;Progress and Prosperity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTNAME555072;Progress and Prosperity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTNAME555073;Progress and Prosperity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTNAME555074;Progress and Prosperity in $COUNTRYNAME$;;;;;;;;;;;;x,,
EVTDESC555070;Our deeper understanding of Market Structure will help to improve our capitalist, clerk and craftsmen promotion.;;;;;;;;;;;;x,,
EVTDESC555071;Our deeper understanding of Business Regulations will help to improve our capitalist, clerk and craftsmen promotion.;;;;;;;;;;;;x,,
EVTDESC555072;Our deeper understanding of Market Regulations will help to improve our capitalist, clerk and craftsmen promotion.;;;;;;;;;;;;x,,
EVTDESC555073;Our deeper understanding of Economic Responsibility will help to improve our capitalist, clerk and craftsmen promotion.;;;;;;;;;;;;x,,
EVTDESC555074;Our deeper understanding of Government Interventionism will help to improve our capitalist, clerk and craftsmen promotion.;;;;;;;;;;;;x,,
EVTOPTA555070;Show me the money!;;;;;;;;;;;;x,,
EVTOPTA555071;Show me the money!;;;;;;;;;;;;x,,
EVTOPTA555072;Show me the money!;;;;;;;;;;;;x,,
EVTOPTA555073;Show me the money!;;;;;;;;;;;;x,,
EVTOPTA555074;Show me the money!;;;;;;;;;;;;x,,
improved_capitalist_and_worker_promotion_1;Improved Capitalist and Worker Promotion I;;;;;;;;;;;;x,,
