create_german_baltic_states_title;Create the Baltic States;;;;;;;;;;;;x;;
create_german_baltic_states_desc;Uniting the Baltic nations under a single flag, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;x;;
polish_poznan_title;Polish Poznan;;;;;;;;;;;;x;;
polish_poznan_desc;Now that Poznan has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
german_posen_title;German Posen;;;;;;;;;;;;x;;
german_posen_desc;Now that Posen has been recovered, proper German names can be restored to the land.;;;;;;;;;;;;x;;
polish_opole_title;Polish Opole;;;;;;;;;;;;x;;
polish_opole_desc;Now that Opole has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
german_oppeln_title;German Oppeln;;;;;;;;;;;;x;;
german_oppeln_desc;Now that Oppeln has been recovered, proper German names can be restored to the land.;;;;;;;;;;;;x;;
polish_pomerelia_title;Polish Pomerelia;;;;;;;;;;;;x;;
polish_pomerelia_desc;Now that Pomerelia has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
german_west_prussia_title;German West Prussia;;;;;;;;;;;;x;;
german_west_prussia_desc;Now that West Prussia has been recovered, proper German names can be restored to the land.;;;;;;;;;;;;x;;
polish_gdansk_title;Polish Gdansk;;;;;;;;;;;;x;;
polish_gdansk_desc;Now that Gdansk has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
german_danzig_title;German Danzig;;;;;;;;;;;;x;;
german_danzig_desc;Now that Danzig has been recovered, proper German names can be restored to the land.;;;;;;;;;;;;x;;
polish_masuria_title;Polish Masuria;;;;;;;;;;;;x;;
polish_masuria_desc;Now that Masuria has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
german_allenstein_title;German Allenstein;;;;;;;;;;;;x;;
german_allenstein_desc;Now that Allenstein has been recovered, proper German names can be restored to the land.;;;;;;;;;;;;x;;
polish_cieszyn_title;Polish Cieszyn;;;;;;;;;;;;x;;
polish_cieszyn_desc;Now that Cieszyn has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
polish_bielsko_title;Polish Bielsko;;;;;;;;;;;;x;;
polish_bielsko_desc;Now that Bielsko has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
polish_podlasie_title;Polish Podlasie;;;;;;;;;;;;x;;
polish_podlasie_desc;Now that Podlasie has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
polish_wilno_title;Polish Wilno;;;;;;;;;;;;x;;
polish_wilno_desc;Now that Wilno has gained its freedom, proper Polish names can be restored to the land.;;;;;;;;;;;;x;;
lithuanian_vilnius_title;Lithuanian Vilnius;;;;;;;;;;;;x;;
lithuanian_vilnius_desc;Now that Vilnius has gained its freedom, proper Lithuanian names can be restored to the land.;;;;;;;;;;;;x;;
lithuanian_kaunas_title;Lithuanian Kaunas;;;;;;;;;;;;x;;
lithuanian_kaunas_desc;Now that Kaunas has gained its freedom, proper Lithuanian names can be restored to the land.;;;;;;;;;;;;x;;
latvian_courland_title;Latvian Courland;;;;;;;;;;;;x;;
latvian_courland_desc;Now that Courland has gained its freedom, proper Latvian names can be restored to the land.;;;;;;;;;;;;x;;
latvian_livonia_title;Latvian Livonia;;;;;;;;;;;;x;;
latvian_livonia_desc;Now that Livonia has gained its freedom, proper Latvian names can be restored to the land.;;;;;;;;;;;;x;;
estonian_estonia_title;Estonian Estonia;;;;;;;;;;;;x;;
estonian_estonia_desc;Now that Estonia has gained its freedom, proper Estonian names can be restored to the land.;;;;;;;;;;;;x;;
rename_malvinas_title;Las Malvinas son Argentinas;;;;Las Malvinas son Argentinas;;;;;;;;;x;
rename_malvinas_desc;We have finally liberated the Islas Malvinas from British rule. We can now insist upon their proper name!;;;;;;;;;;;;;x;
restore_falkland_title;Restore Falkland Islands;;;;;;;;;;;;;x;
restore_falkland_desc;Now that we have liberated the Falkland Islands, we can correct their name on the maps.;;;;;;;;;;;;;x;
become_antillean_confederation_title;Become Antillean Confederation;;;;;;;;;;;;;x;
become_antillean_confederation_desc;The nations of the former Spanish Caribbean share a language, a culture, a surrounding sea, and an historical legacy. We should move to unite our islands under an Antillean Confederation, and enter a new era together.;;;;;;;;;;;;;x;
manifest_destiny_title;Manifest Destiny;Destin? manifeste;Manifest Destiny;;Destino manifiesto;;;;;;;;;x;
manifest_destiny_desc;To bring civilization from sea to shining sea has always been the grand mission of our great republic. Let the Eagle spread its wings.;Civiliser l'Ouest a toujours ??la mission ultime de notre grande r?ublique. Que l'aigle d?loie ses ailes !;Die hehre Mission unserer gro?n Republik war schon immer, die Zivilisation von K?te zu K?te zu verbreiten. Lasst den Adler seine Schwingen ausbreiten.;;Llevar la civilizaci? de costa a costa ha sido siempre la gran misi? de nuestra noble rep?lica. Que el ?uila despliegue las alas.;;;;;;;;;x;
manifest_destiny_notx_title;Manifest Destiny;Destin? manifeste;Manifest Destiny;;Destino manifiesto;;;;;;;;;x;
manifest_destiny_notx_desc;To bring civilization from sea to shining sea has always been the grand mission of our great republic. Let the Eagle spread its wings.;Civiliser l'Ouest a toujours ??la mission ultime de notre grande r?ublique. Que l'aigle d?loie ses ailes !;Die hehre Mission unserer gro?n Republik war schon immer, die Zivilisation von K?te zu K?te zu verbreiten. Lasst den Adler seine Schwingen ausbreiten.;;Llevar la civilizaci? de costa a costa ha sido siempre la gran misi? de nuestra noble rep?lica. Que el ?uila despliegue las alas.;;;;;;;;;x;
gadsden_purchase_title;Gadsden Purchase;;;;;;;;;;;;;x;
gadsden_purchase_desc;Transportation and trade in the southwest would be greatly simplified if we could acquire the Mexican desert valley that runs just south of our Arizona Territory. In fact, it wouldn't hurt to go ahead and acquire Lower California, as well. We could offer to purchase a bit more of Mexico's land, bidding different sums depending on how much territory they were willing to part with.;;;;;;;;;;;;;x;
2nd_ostend_manifesto_title;Second Ostend Manifesto;;;;;;;;;;;;;x;
2nd_ostend_manifesto_desc;The Confederacy must seek other slave-holding lands to expand into--- and the natural first choice is Cuba. We should contact the island's colonial masters about purchasing Cuba from them.;;;;;;;;;;;;;x;
golden_cuba_title;Confederate Cuba;;;;;;;;;;;;;x;
golden_cuba_desc;The island of Cuba is a natural extension of the American South, and the Cuban culture is highly compatible with our genteel, slave-holding ways. Cuba belongs with the Confederacy--- and the world will know it!;;;;;;;;;;;;;x;
golden_circle_1_title;Begin the Golden Circle;;;;;;;;;;;;;x;
golden_circle_1_desc;Before the War, an organization of visionary Southern gentlemen calling themselves the Knights of the Golden Circle proposed that the southern states should set their sights on southward expansion, to embrace the Gulf of Mexico and the Caribbean Sea. If we take their proposal seriously, we could someday control a great ring of prosperous, slave-holding lands centered on Cuba: a Golden Circle. For now, we can begin to extend our rule outward from Texas and Cuba.;;;;;;;;;;;;;x;
golden_circle_2_title;Continue the Golden Circle;;;;;;;;;;;;;x;
golden_circle_2_desc;It is time to complete our control of the Gulf of Mexico and begin reaching into Central America. This step will bring us into increased conflict with the other Great Powers, but who are they to stand in the way of Dixie's destiny?;;;;;;;;;;;;;x;
golden_circle_3_title;Extend the Golden Circle;;;;;;;;;;;;;x;
golden_circle_3_desc;The rest of Central America should enter the Confederacy, as we extend our rule around the Caribbean Sea. Our expansionism will attract ever more international opposition, of course...;;;;;;;;;;;;;x;
golden_circle_4_title;Complete the Golden Circle;;;;;;;;;;;;;x;
golden_circle_4_desc;"The Circle is now complete: all of Mexico and all the lands touching the Caribbean Sea must be ours! The international community may unite against us, but the Confederacy will defy them all. With a rebel yell--- ""More, more, more!""";;;;;;;;;;;;;x;
move_capital_to_havana_title;Move the Capital to Havana;;;;;;;;;;;;x;;
move_capital_to_havana_desc;The center of the Golden Circle is in Cuba. By moving our capital to Havana, we will signify our dominance over the Gulf and Caribbean Sea. For Dixie, and the Golden Circle!;;;;;;;;;;;;x;;
annex_cuba_title;Annex Cuba;;;;;;;;;;;;x;;
annex_cuba_desc;Cuba belongs with the Confederacy. Our diplomatic influence there ensures that a petition for statehood can be arranged.;;;;;;;;;;;;x;;
annex_puerto_rico_title;Annex Puerto Rico;;;;;;;;;;;;x;;
annex_puerto_rico_desc;Puerto Rico belongs with the Confederacy. Our diplomatic influence there ensures that a petition for statehood can be arranged.;;;;;;;;;;;;x;;
annex_dominican_republic_title;Annex Dominican Republic;;;;;;;;;;;;x;;
annex_dominican_republic_desc;Hispaniola belongs with the Confederacy. Our diplomatic influence in the Dominican Republic ensures that a petition for statehood can be arranged.;;;;;;;;;;;;x;;
enslave_freedmen_title;Enslave Freedmen;;;;;;;;;;;;x;;
enslave_freedmen_desc;Our population includes freedmen, former slaves who have obtained their freedom, whether through extraordinary service or the generosity of their masters. For the stability of our social institutions, they could be re-enslaved and their property seized. Doing so would attract the scorn of the international community.;;;;;;;;;;;;x;;
reinstate_atlantic_slave_trade_title;Reinstate the Atlantic Slave Trade;;;;;;;;;;;;x;;
reinstate_atlantic_slave_trade_desc;$COUNTRY_ADJ$ strength is now sufficient to challenge the Great Powers. European abolitionists have tried to deny our right to import slaves from the African coasts, but today we can overturn the laws that banished the slave trade and allow our country to prosper as never before.;;;;;;;;;;;;x;;
join_slave_trade_title;Join the Atlantic Slave Trade;;;;;;;;;;;;x;;
join_slave_trade_desc;Now that the Atlantic slave trade has been reestablished, we have the opportunity to join in and reap the infamous profits of an age-old institution. Though it will anger the Great Powers, perhaps it will lead to an alliance between these Atlantic slave states?;;;;;;;;;;;;x;;
leave_slave_trade_title;Leave the Atlantic Slave Trade;;;;;;;;;;;;x;;
leave_slave_trade_desc;Though it once seemed like a good idea, the Atlantic slave trade has only brought us isolation and infamy. It is time to end our participation in this damned industry.;;;;;;;;;;;;x;;
end_slave_trade_title;Dismantle the Atlantic Slave Trade;;;;;;;;;;;;x;;
end_slave_trade_desc;The importation of slaves must stop. We once profited from the Atlantic slave trade, just as the nations of Europe did in their golden ages centuries ago, but the slave trade is not an institution for the modern age. We must bring an end to it once again, burying it in the pages of history.;;;;;;;;;;;;x;;
enlist_coloured_troops_title;Colored Troops;;;;;;;;;;;;x;;
enlist_coloured_troops_desc;War is burning our nation, and victory is in doubt. It may go against our core beliefs, but we might tip the balance if we offer some slaves their freedom in exchange for conscription into our armies. Of course, we wouldn't necessarily have to honor the agreement...;;;;;;;;;;;;x;;
build_museum_title;An Archaeological Museum;;;;;;;;;;;;x;;
build_museum_desc;Now that we have excavation rights for our expedition, we should establish a National Museum in our capital to house and display the artifacts we plunder--- er, uncover.;;;;;;;;;;;;x;;
maya_excavations_title;The Mysterious Ruins of Yucatan;;;;;;;;;;;;x;;
maya_excavations_desc;When the Panama Canal was planned, several expeditions were sent into the depths of Central America. The inhabitants of the deep jungles of Yucatan told them stories of ruined cities and ancient treasures. What precious artifacts may be waiting in the depths of the jungle? We should outfit an expedition and seek permission to explore these ruins--- for the advancement of science, naturally!;;;;;;;;;;;;x;;
forced_maya_excavations_title;The Mysterious Ruins of Yucatan;;;;;;;;;;;;x;;
forced_maya_excavations_desc;When the Panama Canal was planned, several expeditions were sent into the depths of Central America. The inhabitants of the deep jungles of Yucatan told them stories of ruined cities and ancient treasures. What precious artifacts may be waiting in the depths of the jungle? We should outfit an expedition and explore these ruins--- for the advancement of science, naturally! And since we control the region, we can begin directly.;;;;;;;;;;;;x;;
pompeji_fiorelli_title;Pompeii Entombed;;;;;;;;;;;;x;;
pompeji_fiorelli_desc;Since the rediscovery of the buried city of Pompeii in the 18th century, treasure-hunters, tomb raiders and adventurers have searched for valuable artefacts in the old Roman civitas. A new generation of archaeologists, diligent and experienced in new techniques and with a broader consciousness of scientific approaches, awaits to start new excavations. Giuseppe Fiorelli---one of those archaeologists, and a patriot, too---will develop a new kind of conservation and excavation in the Campanian fields, from which our nation and science will benefit.;;;;;;;;;;;;x;;
mesopotamian_excavations_title;The Cradle of Civilization;;;;;;;;;;;;x;;
mesopotamian_excavations_desc;Mesopotamia: the onetime home of Babylonia, Akkadia and Assyria holds great promise for archaeological discovery. We've moved beyond the old methods of tomb-raiding and amateur excavations--- we should outfit a modern expedition and seek permission to explore these lands. We might bring back a few trophies for the museum... and learn something along the way.;;;;;;;;;;;;x;;
forced_mesopotamian_excavations_title;The Cradle of Civilization;;;;;;;;;;;;x;;
forced_mesopotamian_excavations_desc;Mesopotamia: the onetime home of Babylonia, Akkadia and Assyria holds great promise for archaeological discovery. We've moved beyond the old methods of tomb-raiding and amateur excavations--- we should outfit a modern expedition and explore these lands. We might bring back a few trophies for the museum... and learn something along the way. And since we control the region, we can begin directly.;;;;;;;;;;;;x;;
inca_excavations_title;The Golden Andes;;;;;;;;;;;;x;;
inca_excavations_desc;The discovery of Machu Picchu has sparked new interest in archaeological exploration in the Andes Mountains. Legends tell of lost cities, vast golden treasures and priceless artifacts--- yes, we've heard it all before, but at least we might learn something about history by studying the ruins. We should outfit an expedition and seek permission to explore these ruins--- actually for science, this time.;;;;;;;;;;;;x;;
forced_inca_excavations_title;The Golden Andes;;;;;;;;;;;;x;;
push_into_anatolia_title;Push into Anatolia;;;;;;;;;;;;x;;
push_into_anatolia_desc;The Empire once again has risen from the ashes like a graceful phoenix. It's time to reclaim what is rightfully ours and restore the Empire to its former glory. And the best place to start would be driving the accursed Turks away from Anatolia and return it to Christian hands once and for all.;;;;;;;;;;;;x;;
reclaim_armenia_title;Reclaim Armenia;;;;;;;;;;;;x;;
reclaim_armenia_desc;Now that Anatolia is free from Turkish grasp, we can set our sight on our old territories beyond that. Armenia was one of the old border regions protecting us from Persia and its time to return it under the wings of the Phoenix.;;;;;;;;;;;;x;;
reclaim_levant_title;Reclaim Levant;;;;;;;;;;;;x;;
reclaim_levant_desc;Even though Anatolia is back in our hands the Turks still hold key territories in the Levant. The ancient provinces of Syria and Palestina are rightfully ours as the successors of Rome.;;;;;;;;;;;;x;;
reclaim_egypt_title;Reclaim Egypt;;;;;;;;;;;;x;;
reclaim_egypt_desc;The Levant along with the city of Jerusalem are once again in Christian hands. This has opened a path towards another one of the ancient provinces of Rome - Aegyptus. Though being held by Muslims at this time, it's not for long. Nothing can stop us from restoring the Roman Empire!;;;;;;;;;;;;x;;
reclaim_cyrenaica_title;Reclaim Cyrenaica;;;;;;;;;;;;x;;
reclaim_cyrenaica_desc;Now that Aegyptus has been returned it has become a base of operations in Africa. Our first move from this position will be into Cyrenaica to extend our Empire along the coast of the Dark Continent.;;;;;;;;;;;;x;;
reclaim_tripolitania_title;Reclaim Tripolitania;;;;;;;;;;;;x;;
reclaim_tripolitania_desc;We must continue our march along the coast of Africa through Tripolitania, another province of Rome.;;;;;;;;;;;;x;;
expand_into_mesopotamia_title;Expand into Mesopotamia;;;;;;;;;;;;x;;
expand_into_mesopotamia_desc;South of Armenia and East of Syria lie the Two rivers - Tigris and Euphrates, the ancient territory of Assyria, later, though shortly, a province of Rome. This land may prove helpful in the future for its richness.;;;;;;;;;;;;x;;
reclaim_tunisia_title;Reclaim Tunisia;;;;;;;;;;;;x;;
reclaim_tunisia_desc;We have arrived on the borders of Rome's former enemy, Carthage. The state itself is history but to ensure that people of Rome remember its past victories, we must reconquer it and show the whole world that Rome's restoration is inevitable.;;;;;;;;;;;;x;;
reclaim_moesia_title;Reclaim Moesia;;;;;;;;;;;;x;;
reclaim_moesia_desc;Even before the arrival of the Turks the province of Moesia was a region of tension between East Rome and Bulgaria. After the Turks came, our hold on Moesia was completely lost. Now that we are slowly regaining control of our lost provinces, the time has come to return the Balkans under one flag, starting with Moesia.;;;;;;;;;;;;x;;
reclaim_south_illyria_title;Reclaim South Illyria;;;;;;;;;;;;x;;
reclaim_south_illyria_desc;The East Balkans are once again in our control and it's time to march West. The province of Illyria is quite big and will require time to return, but a good start would be to take Albania and Serbia back to create a path further North.;;;;;;;;;;;;x;;
reclaim_north_illyria_title;Reclaim North Illyria;;;;;;;;;;;;x;;
reclaim_north_illyria_desc;It's time to move North to finish our reconquest of Illyria. There's still much to recover but our destiny awaits us!;;;;;;;;;;;;x;;
accept_turks_title;Accept the Turks;;;;;;;;;;;;x;;
accept_turks_desc;Our experience has proven that the Turks are too many and we won't be able to simply get rid of them. The appropriate course of action would be to give them some privileges in our Empire so as to prevent any future possible nationalist rebellion and discontent.;;;;;;;;;;;;x;;
assimilate_turks_title;Begin assimilating the Turks;;;;;;;;;;;;x;;
assimilate_turks_desc;It pains us to see once Greek Anatolia infested with ethnicities from Central Asia. We have come up with some policies of assimilation to reduce the number of these foreign cultures even though they will never be considered truly Greek.;;;;;;;;;;;;x;;
forced_inca_excavations_desc;The discovery of Machu Picchu has sparked new interest in archaeological exploration in the Andes Mountains. Legends tell of lost cities, vast golden treasures and priceless artifacts--- yes, we've heard it all before, but at least we might learn something about history by studying the ruins. We should outfit an expedition to explore these ruins--- actually for science, this time. And since we control the region, we can begin directly.;;;;;;;;;;;;x;;
early_archaeology;Early Archaeology;;;;;;;;;;;;x;;
early_archaeology_desc;Archaeology is the study of the activity of ancient civilizations, primarily through the recovery and analysis of the objects and records left behind, including artifacts, architecture, biofacts and cultural landscapes (the archaeological record). Organized study of human antiquity dates back to the days of the Renaissance, but in the 19th century archaeology evolved into a true science. Archaeologists began to investigate various ruins around the world, with the study of ancient Aegean civilization being stimulated by the excavations of Heinrich Schliemann at Troy and of Arthur Evans at Crete, while John Lloyd Stephens was a pivotal figure in the rediscovery of the Maya civilization throughout Central America. However, the methodologies employed by these early archaeologists were problematic by the standards of the 20th century.;;;;;;;;;;;;x;;
modern_archaeology;Modern Archaeology;;;;;;;;;;;;x;;
modern_archaeology_desc;Archaeological field methods underwent further developments in the late 19th century. One of the leading figures in modern archaeology was Augustus Pitt Rivers, who meticulously excavated Cranborne Chase in southern England, emphasizing that not only items of beauty or value should be recorded, but mundane items as well. He thus helped to differentiate archaeology from mere antiquarianism. Flinders Petrie pioneered a new level of meticulousness in the examination and preservation of artifacts. Archaeologists---once nothing more than tomb raiders---became reputable scientists.;;;;;;;;;;;;x;;
hypodermic_injection;Hypodermic Injection (+);;;;;;;;;;;;x;;
hypodermic_injection_desc;In the 1840s physicians interested in safe ways to administer small amounts of potent medications such as opiates and strychnine experimented with injection through the skin using hollow needles. Doctors found that an injection beneath the skin anywhere on a patient's body could produce effects elsewhere, as the blood carried the medication throughout the body. Syringes with glass walls were soon developed, so that the amount of liquid within the syringe could be seen from the outside.;;;;;;;;;;;;x;;
aspirin;Aspirin;;;;;;;;;;;;x;;
aspirin_desc;"Since antiquity people have used preparations of willow bark and other salicylate-rich plants to reduce pain and inflammation. In the 1800s chemists began exploring related compounds in the hope of finding one with similar medicinal properties but fewer side effects. German chemists eventually developed reliable methods of synthesizing acetylsalicylic acid, a salicylate derivative that the Bayer corporation trademarked as ""Aspirin."" It soon became one of the most-used medications in the world, and a cornerstone of modern medical care.";;;;;;;;;;;;x;;
simon_bolivar;Simon Bolivar;;;;;;;;;;;;;x;
simon_bolivar_desc;The Liberator of Spanish America, Bolivar is determined to see all of the New World freed from European tyranny.;;;;;;;;;;;;;x;
eleftherios_venizelos;Eleftherios Venizelos;;;;;;;;;;;;;x;
eleftherios_venizelos_desc;Our current Prime Minister, Venizelos, is a remarkable statesman who is determined to restore the Greek nation to its former greatness.;;;;;;;;;;;;;x;
mississippi_floods;Mississippi River Floods;;;;;;;;;;;;x;;
freedmen_enslaved;Freedmen Enslaved;;;;;;;;;;;;;x;
freedmen_enslaved_desc;We have recently seized and enslaved freedmen living in our country.;;;;;;;;;;;;;x;
balkan_nationalism;Minority Nationalism;;;;;;;;;;;;;x;
balkan_nationalism_desc;The nations ruled by our empire are agitating for independence.;;;;;;;;;;;;;x;
treaty_refused;Treaty Refused;;;;;;;;;;;;;x;
treaty_refused_desc;The government is not interested in negotiations, for the moment.;;;;;;;;;;;;;x;
freemason_expulsion_modifier;Freemasons Expelled;;;;;;;;;;;;x;;
freemason_expulsion_modifier_desc;The heretical Freemasons have been removed from the Catholic clergy in Brazil, improving our standing with the people and the Vatican but severely reducing the effectiveness of our clergy for some time.;;;;;;;;;;;;x;;
wallingants;Wallingants;;;;;;;;;;;;;x;
quilombo_presence;Quilombos;;;;;;;;;;;;x;;
mesopotamian_excavations;The Cradle of Civilization;;;;;;;;;;;;x;;
maya_excavations;The Forgotten Cities of the Maya;;;;;;;;;;;;x;;
inca_excavations;The Gold of the Inca;;;;;;;;;;;;x;;
pompeji_excavations;Pompeii Excavations;;;;;;;;;;;;x;;
pompeji_excavations_desc;Archaeological studies in Pompeii advance our nation's science and prestige.;;;;;;;;;;;;x;;
no_navy;No Navy;;;;;;;;;;;;x;;
no_navy_desc;Without a navy, our nation has no way to project influence beyond its immediate neighbors.;;;;;;;;;;;;x;;
respectable_navy;Respectable Navy;;;;;;;;;;;;x;;
respectable_navy_desc;Our nation's navy is sufficient to make our presence felt in far-off lands.;;;;;;;;;;;;x;;
grand_navy;Grand Navy;;;;;;;;;;;;x;;
grand_navy_desc;Our nation's navy is admired and feared around the world!;;;;;;;;;;;;x;;
landlocked_nation;Landlocked;;;;;;;;;;;;x;;
landlocked_nation_desc;Without access to the sea, our nation's ability to trade and influence events is significantly reduced.;;;;;;;;;;;;x;;
city_state;City-State;;;;;;;;;;;;x;;
city_state_desc;With only one major city under our rule, our nation is easily overlooked.;;;;;;;;;;;;x;;
small_nation;Small Nation;;;;;;;;;;;;x;;
small_nation_desc;Our nation governs less territory than most.;;;;;;;;;;;;x;;
social_development_focus;Social Development;;;;;;;;;;;;;x;
assimilation_focus;Encourage Minority Assimilation;;;;;;;;;;;;;x;
NORMAL_WAR_CONQUEST_NAME_BRZ_URU;$ORDER$ Cisplatine War;;;;;;;;;;;;;x;
AGRESSION_WAR_CONQUEST_NAME_BRZ_URU;$ORDER$ Cisplatine War;;;;;;;;;;;;;x;
NORMAL_WAR_RESTORE_ORDER_NAME_BRZ_URU;$ORDER$ Cisplatine War;;;;;;;;;;;;;x;
AGRESSION_WAR_RESTORE_ORDER_NAME_BRZ_URU;$ORDER$ Cisplatine War;;;;;;;;;;;;;x;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_ENG_BUR;$ORDER$ Anglo-Burmese War;;;;;;;;;;;;;x;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_ENG_BUR;$ORDER$ Anglo-Burmese War;;;;;;;;;;;;;x;
east_indian_unification;Unite East Indies;;;;;;;;;;;;;;x
east_indian_unification_desc;Aquire an East Indian §Ystate§W to unite the region;;;;;;;;;;;;;x;
east_indian_unification_short;Acquire $STATE$;;;;;;;;;;;;;;x
east_indian_unification_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;;x
east_indian_unification_annex;Unite East Indies;;;;;;;;;;;;;;x
east_indian_unification_annex_desc;Annex an East Indian §Ynation§W to unite the region;;;;;;;;;;;;;x;
east_indian_unification_annex_short;Annex $RECIPIENT$;;;;;;;;;;;;;;x
east_indian_unification_annex_setup;Annex $RECIPIENT$;;;;;;;;;;;;;;x
EVTNAME1141;Lead Struck - $PROVINCENAME$;;;;;;;;;;;;;x;
EVTDESC1141;A rich vein of metal ores with industrial applications has been located in $PROVINCENAME$. This is a strategically significant resource, and we should begin extracting it immediately.;;;;;;;;;;;;;x;
EVTNAME11125;An Antillean Confederation;;;;;;;;;;;;;x;
EVTDESC11125;It seems that a few of the smaller Caribbean nations under our influence have determined to form a confederation. This should simplify our diplomacy with the region, if nothing else.;;;;;;;;;;;;x;;
EVTNAME16005;The First Shot;;;;;;;;;;;;;x;
EVTDESC16005;After seceding from the Union, state governments in the South seized all federal property within their territories, including courthouses, mints, and military fortifications. At first loyalist soldiers in the seceded territories were ordered to offer no resistance, but the two sides chose to test each other's determination at Fort Sumter in Charleston Harbor. The Union garrison refused to leave peacefully, and in the end the Confederate army bombarded the island until the greatly outnumbered garrison was forced to surrender the facility. Hearing that Southerners had fired upon Union troops, the government in the North declared the attack an act of war and began mobilizing its armies.;;;;;;;;;;;;x;;
EVTNAME16350;The Trent Affair;;;;;;;;;;;;;x;
EVTDESC16350;Two Confederate diplomats, hoping to establish good relations with $COUNTRY$, are aboard the HMS Trent. We have just received word, however, that the American warship San Jacinto has intercepted the Trent and taken the diplomats prisoner. This can be seen as an act of war on British territory, and many are calling for an American apology and reparations for this insult.;;;;;;;;;;;;x;;
EVTDESC16351;The British vessel HMS Trent was transporting two Confederate diplomats to Britain and France, where they would attempt to involve them on the Confederate side in this war. The Trent was interecepted, however, by one of our warships, the USS San Jacinto, and the Confederate diplomats arrested. This has offended the British, who are demanding an apology from our officials and the immediate release of the diplomats. British forces have begun making isolated showings of force along the Canadian border.;;;;;;;;;;;;x;;
EVTDESC16352;Delegates from the United States have apologized and released the two Confederate envoys into British care. They made several demonstrations that they would not interfere with British shipping in any way in the future, and our own officials came back quite pleased with the meeting. Of course, at this point we certainly cannot join the Confederates, or offer them any support, in light of tense Anglo-American relations as a result of the Trent affair.;;;;;;;;;;;;x;;
EVTDESC16353;The United States has begun to position troops along its border with our colony in Canada, making it clear that they will not back down. Official delegates from the United States government declare that what they did was only an act of war against the Confederates, but if British diplomats press the Trent issue, then the Union will consider Britain on the side of the Confederate secessionists, and react accordingly. It seems that there is no choice now but war.;;;;;;;;;;;;x;;
EVTDESC16354;A Unionist warship commandeered a British vessel, the HMS Trent, in order to arrest two of our diplomats who were crossing the Atlantic to petition European governments for support. There briefly seemed to be some hope of escalation into outright war between the Union and the British, but it seems Washington has backed down, and the British will remain neutral.;;;;;;;;;;;;x;;
EVTDESC16355;A Union warship commandeered a British vessel, the Trent, in order to arrest two of our diplomats who were crossing the Atlantic to petition European governments for support. The British, it seems, have taken this as an act of war, and British forces are even now advancing toward the Canadian frontier. It seems the Union will now be fighting two wars!;;;;;;;;;;;;x;;
EVTNAME16405;Manifest Destiny;;;;;;;;;;;;;x;
EVTDESC16405;Since it is the United States' self-evident destiny to extend from the Atlantic to the Pacific, the only unsettled detail is the proper latitude for our southern frontier. Our control of Texas suggests that a natural border might run more or less westward from the source of the Rio Grande to the dividing line between Upper and Lower California. However, some expansionists say that the border should be drawn from the mouth of the Rio Grande westward, claiming all of California together with the deserts of Sonora and Chihuahua. Where does America's destiny lie?;;;;;;;;;;;;x;;
EVTDESC16406;Since it is the United States' self-evident destiny to extend from the Atlantic to the Pacific, the only unsettled detail is the proper latitude for our southern frontier. Our existing claims suggests that a natural border might run more or less westward from the southern border of Kansas to the coast of California. However, some expansionists say that the border should be drawn along the Rio Grande and westward from its source to the dividing line between Upper and Lower California, claiming all of Texas and Nuevo Mexico. Where does America's destiny lie?;;;;;;;;;;;;x;;
EVTNAME16600;The Obsolescence of Slavery;;;;;;;;;;;;;x;
EVTDESC16600;With the dawn of the twentieth century, slavery in developed countries is fading away in the face of modern industry. Only fifty years ago $COUNTRY$'s strength was been built on the backs of our slaves, but as tractors, automobiles, trains and other machines begin to replace mass labour we are faced with a choice. Will we cling to our agrarian slave system to the detriment of industrial development, or will we join the march of progress and free ourselves from the shackles of the slave economy? Just as two generations ago a great house was divided, so now $COUNTRY$ must become all one thing, or all the other: a nation of freedom and industry, or a nation of chains and agriculture. Which will it be?;;;;;;;;;;;;x;;
EVTNAME16601;Newly Arrived Slaves;;;;;;;;;;;;;x;
EVTDESC16601;The black ships from Africa have come in, and we've received more slaves for our nation!;;;;;;;;;;;;x;;
EVTNAME16602;Slave Trade Ended!;;;;;;;;;;;;;x;
EVTDESC16602;The nation leading the renewed Atlantic slave market has lost the wherewithal to maintain the trade. We will not be able to continue importing slaves in the face of international disapproval without their patronage.;;;;;;;;;;;;x;;
EVTNAME16603;Mass Labour Outlawed!;;;;;;;;;;;;;x;
EVTDESC16603;Once we may have made slavery the heart of our economy, but those times have passed. The time of mass labour and the slave trade is over, and we now sever all our attachments to those detestable pieces of our history.;;;;;;;;;;;;x;;
