the_meiji_restoration_title;The Meiji Restoration;La restauration Meiji;Die Meiji-Restoration;;La restauración Meiji;;;;;;;;;x
the_meiji_restoration_desc;Japan is traditionally considered to have been founded by Emperor Jimmu in 660 B.C., and while the Imperial Lineage was still considered unbroken since then, the Imperial Office had, throughout the Edo period, been reduced to a revered and respected but, ultimately, politically powerless institution. By embracing a restoration of Imperial Rule, along with a programme of swift industrial modernization, constitutionalism and economic freedom, Japan might be able to break the fetters placed upon her by the impositions of the Western World.;Selon la tradition, le Japon aurait été fondé par l'empereur Jimmu en 660 avant notre ère et tandis que la lignée impériale était toujours considérée comme ininterrompue, le Bureau impérial avait lui, pendant toute la période Edo, été réduit à une vénérée et respectée institution en définitive politiquement impuissante. Moyennant le rétablissement du règne impérial, ainsi que la mise ne place d'un vaste programme de modernisation industrielle, de constitutionalisme et de liberté économique, le Japon devrait pouvoir rompre les fers que lui a imposé le monde occidental.;Die Gründung Japans wird üblicherweise dem Kaiser Jimmu im Jahr 660 v.Chr. zugeschrieben, und obwohl die kaiserliche Abstammungslinie seitdem ununterbrochen ist, würde das Kaiseramt während der Edo-Zeit kontinuierlich zu einer verehrten und respektierten, aber letztendlich machtlosen politischen Institution reduziert. Durch die Restauration der kaiserlichen Herrschaft im Einklang einem Programm für rasche industrielle Modernisierung, Konstitutionalismus und Gewerbefreiheit könnte Japan die Fesseln sprengen, die ihm von der westlichen Welt angelegt wurden.;;Tradicionalmente, se considera que Japón fue fundado por el emperador Jimmu en el año 660 a. de.C. y, aunque el linaje imperial se considera ininterrumpido desde entonces, a lo largo del período Edo, la función del Emperador fue reducida a una institución venerada y respetada pero carente de poder político. Al adoptar la restauración del gobierno imperial, junto a un programa de rápida modernización industrial, constitucionalismo y libertad económica, Japón puede ser capaz de romper las cadenas de las imposiciones del mundo occidental.;;;;;;;;;x
HAVE_MILITARY_SCORE_MORE_THAN;Have a higher Military Score than: ;Dispose d'un meilleur score militaire que ;Erringen Sie eine höhere militärische Punktzahl als:;;Tiene una puntuación militar mayor que: ;;;;;;;;;x
CIVILIZED_EFFECT;Become a §YCivilized Nation§W\n;Devenir une §Ynation civilisée§W.\n;Werden Sie eine §Yzivilisierte Nation§W.\n;;Se convierte en una §Ynación civilizada§W\n;;;;;;;;;x
EVTNAME10000;Springtime of Nations;Le printemps des nations;Frühling der Nationen;;La primavera de las naciones;;;;;;;;;x
EVTDESC10000;The relative quiet of the early 19th century was broken with a crashing revelry in $YEAR$, as liberal agitation erupted into open revolution across the continent. The Monarchical Ancien Regimes of Europe could only look on in horror and disgust, as the hymns of the French revolution could again be heard echoing from Europe's tumultuous streets, and student's and youth again gathered under republican tricolors, celebrating the ideals, dreams and wishes of a young generation, animated by the powerful message of human liberty -- in economic, cultural, social and national affairs -- that was European Liberalism.;La relative quiétude du début du XIXe siècle fut interrompue par les festivités tonitruantes de $YEAR$ lorsqu'une agitation libérale se transforma en révolution ouverte sur tout le continent. Les anciens régimes monarchiques européens ne pouvaient qu'y assister, avec horreur et dégoût, tandis que les chants de la Révolution française trouvèrent un nouvel écho dans les rues tumultueuses de l'Europe et que la jeunesse se réunissait sous les bannières tricolores pour célébrer les idéaux, rêves et souhaits de la nouvelle génération, animée par le puissant message de liberté, en termes économiques, culturels, sociaux et nationaux, que représentant le libéralisme européen.;Die relative Ruhe des neunzehnten Jahrhunderts wurde im Jahr $YEAR$ mit einem großen Knall beendet, als sich auf dem ganzen Kontinent liberale Bewegungen in offene Revolutionen verwandelten. Die Monarchien Europas konnten nur entsetzt und voller Verachtung zusehen, wie die Hymnen der französischen Revolution von den Straßen ganz Europas widerhallten, und sich Studenten und Jugendliche wieder unter der republikanischen Trikolore versammelten, um ihre Ideale, Träume und Wünsche zu feiern. Hinter all dem stand die mächtige Botschaft von der menschlichen Freiheit -- in wirtschaftlichen, kulturellen, sozialen und nationalen Angelegenheiten -- der europäische Liberalismus.;;La relativa tranquilidad de principios del siglo XIX se vio sacudida por una fuerte sacudida en $YEAR$, a medida que la agitación liberal se convertía en revolución abierta a lo largo del continente. Los antiguos regímenes monárquicos de Europa solo podían oír con horror y desagrado como volvía el eco de los himnos de la Revolución Francesa en las tumultuosas calles de Europa. Los estudiantes y la juventud volvían a reunirse bajo las banderas tricolores para celebrar los ideales, sueños y deseos de una nueva generación animada por el poderoso mensaje de libertad humana en todos los campos, económico, cultural, social y nacional. Era el liberalismo europeo.;;;;;;;;;x
EVTOPTA10000;We will be freemen, as our fathers were.;Nous serons des hommes libres, comme nos pères l'ont été.;Wir werden alle frei sein, wie es unsere Väter waren.;;Seremos hombres libres, como nuestros padres antes que nosotros.;;;;;;;;;x
form_kellys_irish_brigade_title;Kelly's Irish Brigade;La brigade irlandaise de Kelly;Kelly's Irish Brigade;;Brigada Irlandesa de Kelly;;;;;;;;;x
form_kellys_irish_brigade_desc;Did those cowardly lincolnites tremble, when they met with the Irish brigade?'\n\nWhile most Irish immigrants to the USA fought for the Union during the Civil War, some decided instead to side with the Confederacy, seeing, perhaps, the southern secession as running parallel to Ireland's own struggles to win independence from England.;Ces lâches lincolniens ont-ils tremblé lorsqu'ils se sont heurtés à la brigade irlandaise ?'\n\nAlors que la plupart des immigrés irlandais installés aux États-Unis combattirent pour l'Union lors de la guerre de Sécession, certains choisirent de rejoindre la Confédération après avoir, peut-être, assimilé la sécession du sud avec les propres luttes d'indépendance de l'Irlande.;Haben diese feigen Lincoln-Anhänger gezittert, als sie es mit der Irish Brigade zu tun bekamen?'\n\nWährend sich die meisten irischen Einwander in den USA den Unionstruppen anschlossen, entschlossen sich einige, stattdessen für die Konföderation zu kämpfen. Vielleicht sahen sie in der Abspaltung des Südens den gleichen Kampf um Unabhängigkeit wie den Irlands gegen England.;;¿Temblaron esos cobardes partidarios de Lincoln al encontrarse con la Brigada Irlandesa?\n\nAunque la mayoría de los inmigrantes irlandeses en los Estados Unidos de América lucharon para la Unión en la Guerra Civil, algunos decidieron combatir en el bando confederado al ver, quizás, en la Secesión, un paralelismo con las propias luchas de Irlanda para obtener la independencia de Gran Bretaña.;;;;;;;;;x
EVTNAME17530;Bloody Strike!;Grève sanglante !;Blutiger Streit;;¡Maldita huelga!;;;;;;;;;x
EVTDESC17530;A strike today in one of our states, initiated by communist troublemakers and revolutionaries, was swiftly put down by local police. The event has caused a massive backlash against the socialist movement in the state, as local farmers & peasants perceive the red ideology as being vehemently opposed to the traditions and histories of civilization in general, and , $COUNTRY$, more importantly.;Aujourd'hui, une grève a éclaté dans l'un de nos États à l'initiative de fauteurs de trouble et de révolutionnaires communistes, avant d'être rapidement contenue par la police locale. Cette grève a suscité une réaction massive contre le mouvement socialiste de l'État, les fermiers locaux jugeant l'idéologie communiste comme contraire aux traditions et à l'histoire de la civilisation, en général, et plus important encore à $COUNTRY$.;Heute hat es in einem unserer Staaten einen von kommunistischen Störenfrieden und Revolutionäre angezettelten Streik gegeben, der aber von der lokalen Polizei im Keim erstickt wurde. Dieses Ereignis hat der sozialistischen Bewegung in dem Staat einen schweren Schlag versetzt, da die lokalen Bauern die rote Ideologie nun als krassen Kontrast zu den Traditionen und der Geschichte der Gesellschaft im Allgemeinen ... und am Wichtigsten, zu $COUNTRY$ erkennen.;;Hoy, en uno de nuestros estados, una huelga causada por agitadores comunistas y revolucionarios ha sido disuelta con rapidez por la policía. El evento ha causado una reacción masiva contra el movimiento socialista en el estado, ya que los granjeros y campesinos locales perciben la ideología roja como algo totalmente opuesto a las tradiciones e historias de la civilización en general y de $COUNTRY$, en particular.;;;;;;;;;x
EVTOPTA17530;Let us hope that this will be the end of this revolutionary prattle;Espérons que cela mettra un terme à cette absurdité révolutionnaire.;Hoffentlich ist dies das Ende dieses revolutionären Geschwätzes.;;Esperemos que sea el final de este cotorreo revolucionario.;;;;;;;;;x
EVTOPTB17530;But.. the plight of the workers? Exploitation by the ruling classes?;Mais... la condition des ouvriers ? l'exploitation par les classes dirigeantes ?;Aber ... was ist mit der Notlage der Bauern? Der Ausbeutung durch die herrschenden Klassen?;;Pero... ¿Y la situación de los trabajadores? ¿Explotación por parte de las clases dirigentes?;;;;;;;;;x
EVTNAME17540;Sympathy Strike!;Grève solidaire !;Solidaritätsstreik!;;¡Huelga en solidaridad!;;;;;;;;;x
EVTDESC17540;Workers in a machine shop in one of our states have gone out in strike, protesting all manner of ills, real or perceived, in society as a whole and in the workplace. What is infinitely worse than a few redbeards taking a few days off, however, is that many other workers from all across the state have joined them in a state-wide sympathy strike, causing the productive engine of the state to grind to a more or less immediate halt. Harsh methods might have to be employed to resolve this little situation.;Les ouvriers d'un atelier d'usinage d'un de nos États se sont mis en grève pour dénoncer les maux, réels ou perçus, de la société, dans son ensemble, et sur leur lieu de travail. Mais le pire, c'est que de nombreux ouvriers, des quatre coins de l'État, ont emboîté le pas à ces quelques contestataires et entamé une grève solidaire qui a stoppé, plus ou moins immédiatement, l'appareil productif. Des méthodes dures sont préconisées pour remédier à une telle situation.;Arbeiter einer Werkstatt in einem unserer Staaten streiken und protestieren dabei gegen allerlei Ungerechtigkeiten in der Gesellschaft und am Arbeitsplatz, egal ob diese real sind oder nur empfunden werden. Unendlich schlimmer als ein paar Rotbärte, die sich einige Tage freinehmen, sind aber die staatsweiten Sympathiestreiks, denen sich viele andere Arbeiter angeschlossen haben. Dies hat dazu geführt, dass die Produktionsmaschinerie des Staats mehr oder weniger abrupt gestoppt hat. Zur Auflösung dieser kleinen Unpässlichkeit müssen eventuell drastische Maßnahmen ergriffen werden.;;Los trabajadores de un taller de uno de nuestros estados se han declarado en huelga, protestando por todo tipo de problemas, reales o percibidos, en la sociedad en conjunto y en el lugar de trabajo. Sin embargo, lo que es infinitamente peor que unos cuantos desgraciados de barba roja tomándose unos días libres es que muchos otros trabajadores de todo el estado se hayan unido a ellos en una huelga en solidaridad, provocando el detenimiento inmediato del motor productivo del estado. Se podrían haber empleado métodos severos para resolver esta pequeña situación.;;;;;;;;;x
EVTOPTA17540;Time is on our side. Let us wait them out with vague promises, but little or no action.;Le temps joue en notre faveur. Faisons-les attendre avec de vagues promesses.;Die Zeit ist auf unserer Seite. Lasst sie uns mit wagen Versprechen hinhalten, aber nur wenig oder gar nicht unternehmen.;;El tiempo está de nuestro lado. Dejémoslos esperando con promesas vagas…;;;;;;;;;x
EVTOPTB17540;Curtail local press distribution for any papers suspected of collaboration;S'attaquer aux journaux soupçonnés de collaboration;Schränkt die Auflagen lokaler Zeitungen ein, die wir der Kollaboration verdächtigen.;;Restringid la distribución local de cualquier periódico sospechoso de colaboración.;;;;;;;;;x
EVTNAME17550;The $COUNTRY_ADJ$ Red Star;L'Étoile Rouge $COUNTRY_ADJ$;Der $COUNTRY_ADJ$ Rote Stern;;La Estrella Roja $COUNTRY_ADJ$;;;;;;;;;x
EVTDESC17550;A new daily with no shame about its political leanings has been incorporated in $CAPITAL$, The $COUNTRY_ADJ$ Red Star, official party organ for the $COUNTRY_ADJ$ socialist party. The Red Star publishes deeply moving social commentary, seldom without picturesque little reports on the conditions of working men and women across the world. The Red Star stands, or so it claims, for international solidarity, worker's rights, unionism and class struggle on a broad, democratic and socialist basis.;Un nouveau quotidien qui n'a pas honte de ses tendances politiques est diffusé à $CAPITAL$, l'Étoile Rouge $COUNTRY_ADJ$, l'organe officiel du parti socialiste $COUNTRY_ADJ$. L'Étoile Rouge publie des témoignages particulièrement poignants et éloquents sur les conditions de travail des hommes et femmes du monde entier. Comme il le revendique, l'Étoile Rouge soutient la solidarité internationale, les droits des ouvriers, l'unionisme et la lutte des classes sur une base démocratique et socialiste élargie.;In $CAPITAL$ wurde eine neue Tageszeitung gegründet, die aus ihrer politischen Gesinnung keinen Hehl macht: Der $COUNTRY_ADJ$ Rote Stern, offizielles Parteiorgan der $COUNTRY_ADJ$ sozialistischen Partei. Der Rote Stern veröffentlicht tief bewegende Sozialkommentare, selten ohne anschauliche Kurzberichte über die Lebensbedingungen der arbeitenden Bevölkerung auf der ganzen Welt. Der Rote Stern steht eigenen Aussagen zufolge für internationale Solidarität, Arbeiterrechte, Unionismus und Klassenkampf auf einer breiten demokratischen und sozialistischen Basis.;;Un nuevo diario sin miedo a sus inclinaciones políticas ha aparecido en $CAPITAL$, La Estrella Roja $COUNTRY_ADJ$, el órgano oficial del partido socialista de $COUNTRY$. La Estrella Roja publica comentarios sociales muy conmovedores, acompañados de pequeños reportajes sobre las condiciones de los trabajadores y trabajadoras de todo el mundo. El Estrella Roja representa, o así lo afirma, la solidaridad internacional, los derechos del trabajador, el sindicalismo y la lucha de clases sobre una amplia base socialista y democrática.;;;;;;;;;x
EVTOPTA17550;I shall suggest down at the club that they start a subscription. Gin, anyone?;Je vais suggérer au club de prendre un abonnement. Quelqu'un veut du gin ?;Ich werde mal beim Klub vorschlagen, dass sie das Blatt abonnieren. Will jemand Gin?;;Sugeriré en el club que se suscriban. ¿Alguien quiere ginebra?;;;;;;;;;x
EVTOPTB17550;What is this... horrid piece of paper... a Fish & Chips wrapping?;Qu'est-ce que c'est que ce torchon ?;Was ist dieses ... furchtbare Käseblättchen ... ne Fish & Chips-Verpackung?;;¿Qué es este... horrible trozo de papel? ¿Un envoltorio para el pescado y las patatas?;;;;;;;;;x
EVTNAME17560;May Day Parade;Défilé du 1er mai;Parade zum Tag der Arbeit;;Manifestación del Día del Trabajo;;;;;;;;;x
EVTDESC17560;The red banners flutter before the winds, and people of all ages come out to watch, as socialists, communists, union members and workers of all ages come together in a protest march, all across country, commemorating the deaths of several demonstrators at the Chicago Haymarket Massacre in 1886. While an annually returning celebration in almost every city in $COUNTRY$, this year's incarnation has been particularly successful in one of our states, where an upsurge in socialist militancy and consciousness can be expected.;Les drapeaux rouges flottent au vent et des personnes de tout âge sont venues voir les syndicalistes et ouvriers, socialistes et communistes, de tout âge eux aussi, défiler dans tout le pays pour commémorer la mort de plusieurs manifestants lors du massacre du Chicago Haymarket de 1886. Avec une commémoration annuelle organisée dans chaque ville de $COUNTRY$, le défilé a, cette année, remporté un succès particulièrement vif dans l'un de nos États où l'on peut s'attendre à un regain de militantisme socialiste.;Die roten Banner flattern im Wind und Leute allen Alters schauen zu, als sich im ganzen Land Sozialisten, Kommunisten, Gewerkschaftler und Arbeiter aller Altersgruppen sich zu einem Protestmarsch zusammenfinden, um dem Tod mehrerer Demonstranten beim Chicago Haymarket Massacre von 1886 zu gedenken. Obwohl dies jährlich in allen Städten in $COUNTRY$ wiederholt wird, waren die diesjährigen Feierlichkeiten in einem unserer Staaten ein besonders großer Erfolg: Dort kann nun ein abrupter Anstieg sozialistisch motivierter Militanz und sozialistischen Bewusstseins gerechnet werden.;;Las banderas rojas ondean al viento y gente de todas las edades llega para observar cómo los socialistas, los comunistas, los miembros de los sindicatos y trabajadores de todas las edades hacen una marcha de protesta en todo el país, conmemorando las muertes de varios manifestantes en la Masacre de Haymarket de Chicago en 1886. Aunque se trata de una celebración anual que se lleva a cabo en casi cada ciudad de $COUNTRY$, la de este año ha tenido mucho éxito en uno de nuestros estados, en el que cabe esperar un recrudecimiento de la militancia socialista y la concienciación. ;;;;;;;;;x
EVTOPTA17560;Commemorating bomb-throwers and murderers, in one of *my* states?;On commémore des poseurs de bombes et des meurtriers dans l'un de MES États ?;Gedenkfeiern für Bombenwerfer und Mörder in einem *meiner* Staaten?;;¿Conmemorando a lanzadores de bombas y asesinos en uno de 'mis' estados?;;;;;;;;;x
EVTOPTB17560;Naturally we support this fine display of international solidarity between workers;Naturellement, nous soutenons cette belle démonstration de solidarité internationale.;Diese großartige internationale Arbeitersolidarität werden wir natürlich unterstützen.;;Naturalmente, apoyamos esta muestra de solidaridad internacional entre trabajadores.;;;;;;;;;x
EVTNAME17580;Union Busting;Répression antisyndicale;Streikbrecher;;Antisindicales;;;;;;;;;x
EVTDESC17580;There's foxes in the hen house,'\ncows out in the corn.\nThe unions have been busted,\ntheir proud red banners torn'\n- Steve Earle\n\nCapitalists in one of our states have begun employing union busting tactics to end what they describe as 'the scourge of organized labour'. By employing professional infiltrators to get under the skin of the state's labour movement, the capitalists hope to be able to sow discontent among the union rank and file.;"There's foxes in the hen house,\ncows out in the corn.\nThe unions have been busted,\ntheir proud red banners torn."\n -- Paroles de Steve Earle --\n\nLes capitalistes de l'un de nos États ont commencé à recourir à des méthodes musclées pour mettre fin à ce qu'ils qualifient de "fléau syndicaliste". En faisant appel à des professionnels pour infiltrer le mouvement syndical de l'État, les capitalistes espèrent pouvoir semer la discorde dans les rangs des syndicalistes.;There's foxes in the hen house,'\ncows out in the corn.\nThe unions have been busted,\ntheir proud red banners torn'\n- Steve Earle\n\nKapitalisten haben in einem unserer Staaten begonnen, mit Streikbrechertaktiken gegen die nach ihren Worten 'Landplage der organisierten Arbeiterschaft' vorzugehen. Durch den Einsatz professioneller Spione zur Unterwanderung der Arbeiterbewegung im Staat hoffen die Kapitalisten, an der Basis der Gewerkschaft Zwietracht zu sähen.;;Hay zorros en el gallinero,\nvacas en los maizales.\nLos sindicatos se han desmontado,\ny sus orgullosas banderas rojas se han desgarrado.\n- Steve Earle\n\nLos capitalistas de uno de nuestros estados han empezado a emplear tácticas de desmontaje para acabar con lo que ellos denominan 'el azote del trabajo organizado'. Mediante el empleo de infiltradores profesionales que entran a formar parte del movimiento laborista del estado, los capitalistas esperan poder sembrar el descontento entre el personal de la unión.;;;;;;;;;x
EVTOPTA17580;An excellent initiative that can only be applauded!;Voilà une initiative qui mérite d'être applaudie !;So einer hervorragenden Initiative kann man nur Beifall klatschen!;;¡Una iniciativa excelente que solo puede ser aplaudida!;;;;;;;;;x
EVTOPTB17580;They must stop infringing on organizational freedoms;Il faut qu'ils arrêtent de violer les libertés syndicales.;Sie müssen aufhören, die organisatorischen Freiheiten zu überziehen.;;Deben cesar de vulnerar las libertades organizativas.;;;;;;;;;x
EVTNAME17590;Lockout!;Grève patronale !;Aussperrung!;;¡Cierre patronal!;;;;;;;;;x
EVTDESC17590;Capitalists in one of our states have called a lockout following a period of intensifying labour conflicts in the area. Workers have been informed by management that no one is welcome back to work while union sympathies still run high among the employed. Local police have expressed support for the move, citing a long series of disturbances at the factory, some even bordering on sabotage.;Les capitalistes de l'un de nos États ont appelé à une grève patronale après une période d'intenses conflits syndicaux. La direction a informé les ouvriers qu'ils n'étaient plus les bienvenus tant que la solidarité syndicale durerait dans ses proportions actuelles. La police locale a exprimé son soutien au mouvement, citant différents désagréments survenus à l'usine, certains étant même à la limite des actes de sabotage.;Nach längeren Arbeitskämpfen haben Kapitalisten in einem unserer Staaten ihre Angestellten ausgesperrt. Das Management hat ihnen mitgeteilt, dass sie so lange nicht mehr willkommen sind, wie die hohe Sympathie für die Gewerkschaft anhält. Die lokale Polizei hat ihr Verständnis für diesen Schritt kund getan und sich auf eine lange Reihe von Störfällen in der Fabrik berufen, einige davon am Rand von Sabotage.;;Los capitalistas de uno de nuestros estados han llamado a un cierre patronal tras un período de intensos conflictos laborales en la zona. Los trabajadores han sido informados por la gerencia que ninguno es bienvenido en el trabajo, mientras que las simpatías hacia los sindicatos siguen siendo altas entre los empleados. La policía local ha expresado su apoyo a este movimiento, citando una larga serie de disturbios en la fábrica, alguno de ellos incluso rayando en el sabotaje.;;;;;;;;;x
EVTOPTA17590;Yes? We have trade, wars, production, and you tell me about organized labour?;Ah bon ? vous me parlez de mouvement syndical ?;Ja? Handel, Kriege, Produktion - und ihr erzählt mir von organisierten Arbeitern?;;¿Sí? ¿Tenemos comercio, guerras, producción y vienes a hablarme de obreros sindicados?;;;;;;;;;x
EVTOPTB17590;Hey! That's unconstitutional!;Hein ! C'est anticonstitutionnel !;Hey! Das ist aber nicht verfassungskonform!;;¡Eh! ¡Eso es inconstitucional!;;;;;;;;;x
EVTNAME17600;Black Flags;Drapeaux noirs;Schwarze Flaggen;;Banderas negras;;;;;;;;;x
EVTDESC17600;The socialist party in one of our states has recently begun undergoing a distinct metamorphosis, under the influence of its young, charismatic leader. While the party still maintains several core tenants of socialism, such as the emphasis on the state's important societal role, it has also begun embracing an aggressive and bombastic form of radical nationalism. Black flags have begun waving from the socialist party headquarters in one of our states, and while still prefixed with 'proto-', it is clear that what we are seeing is the formation of a radical new front in the state's politics: Fascism.;Le parti socialiste de l'un de nos États a récemment commencé à se métamorphoser sous l'influence de son jeune et charismatique dirigeant. Tout en conservant les principes clés du socialisme, comme l'importance du rôle de l'État dans la société, il a adopté une forme plus agressive et plus ampoulée du nationalisme radical. Des drapeaux noirs ont commencé à flotter au-dessus du siège du parti socialiste de l'un de nos États et, malgré la persistance du préfixe "proto", il apparaît clair que nous assistons là à la formation d'un nouveau front radical au sein du parti : le fascisme.;Die sozialistische Partei in einem unserer Staaten hat kürzlich begonnen, sich unter dem Einfluss ihres jungen, charismatischen Anführers deutlich zu wandeln. Während die Partei weiterhin einige Hauptaspekte des Sozialismus beibehält, zum Beispiel die Betonung der gesellschaftlichen Rolle des Staats, beginnt sie nun auch, eine aggressive und bombastische Form des radikalen Nationalismus zu befürworten. Aus dem Hauptquartier der sozialistischen Partei in einem unserer Staaten wehen schwarze Fahnen, und obwohl die Vorsilbe 'Proto-' immer noch Bestand hat, ist es klar, dass wir es hier mit der Bildung einer neuen radikalen Front zu tun haben: Dem Faschismus.;;El partido socialista de uno de nuestros estados ha iniciado recientemente una especie de metamorfosis, bajo la influencia de su joven y carismático líder. Aunque el partido aún mantiene varios dogmas básicos del socialismo, como el énfasis sobre el papel social tan importante del estado, también han iniciado una forma de nacionalismo radical rimbombante y agresivo. Banderas negras han empezado a ondear en el cuartel del partido socialista en uno de nuestros estados, y aunque aún se les puede aplicar el prefijo 'proto', está claro que lo que estamos viendo es la formación de un nuevo frente radical en la política de estado: el fascismo.;;;;;;;;;x
EVTOPTA17600;An interesting development that we will make sure to keep an eye on.;Voilà un développement intéressant sur lequel il va nous falloir garder l'œil.;Das ist eine interessante Entwicklung, die wir im Auge behalten müssen.;;Un desarrollo interesante que nos aseguraremos de seguir.;;;;;;;;;x
EVTOPTB17600;Let us see if we cannot defuse some of this enthusiasm into more palatable forms;Voyons voir s'il ne nous est pas possible de rendre un tel enthousiasme plus acceptable.;Mal sehen, ob wir diesen Enthusiasmus nicht in etwas angenehmere Bahnen lenken können.;;Podemos calmar un poco su entusiasmo para canalizarlo en formas más aceptables.;;;;;;;;;x
EVTNAME17610;Blackshirts;Les Chemises noires;Schwarzhemden;;Camisas Negras;;;;;;;;;x
EVTDESC17610;The emerging fascist party in one of our states has formed a paramilitary corps, organized with a military command chain, ideologically coherent and ready to do the bidding of the fascist party leaders. The group is colloquially referred to as the 'Blackshirts' from the iconic militaresque shirts that they have taken to wearing. This trend is new to $COUNTRY_ADJ$ politics, and some fear that it might lead to a chain-reaction, with other parties forming military organizations of their own.;Le nouveau parti fasciste présent dans l'un de nos États s'est doté d'un corps paramilitaire, organisé selon une chaîne de commandement militaire, cohérent, en termes idéologiques, et prêt à répondre aux ordres des chefs du parti fasciste. Ce corps se fait communément appeler les "chemises noires" en raison des chemises distinctives que ses membres arborent. Il s'agit là d'une nouvelle tendance dans le paysage politique $COUNTRY_ADJ$ et certains craignent qu'elle ne déclenche une réaction en chaîne et que d'autres partis ne créent, eux aussi, leurs propres corps militaires.;Die neu entstandene faschistische Partei in einem unserer Staaten hat ein paramilitärisches Korps mit militärischer Kommandostruktur aufgestellt. Es ist ideologisch gefestigt und bereit, die Befehle der faschistischen Parteiführer ausführen. Die Gruppe wird aufgrund ihrer martialischen Hemden im Volksmund 'Schwarzhemden' genannt. Dieser Trend ist neu in der $COUNTRY_ADJ$ Politik, und manche fürchten, dass er eine Kettenreaktion auslösen könnte, die zur Aufstellung militärischer Organisationen durch die anderen Parteien führt.;;El partido fascista emergente en uno de nuestros estados ha formado un cuerpo paramilitar organizado, con una cadena de mando militar, ideológicamente coherente y dispuesto a cumplir la voluntad de los líderes del partido fascista. Este grupo, se denomina popularmente los 'Camisas Negras' por las camisas icónicas de corte militar que llevan puestas. Esta tendencia es nueva para los políticos de $COUNTRY$, y algunos temen que pudiera causar una reacción en cadena, con otros partidos formando sus propias organizaciones militares.;;;;;;;;;x
EVTOPTA17610;Clamp down on the organization and attempt to shut it down;Neutraliser ce corps et tenter de le démanteler;Geht gegen die Organisation vor und versucht, sie aufzulösen.;;Tomad medidas drásticas en la organización e intentad cerrarla.;;;;;;;;;x
EVTOPTB17610;Leave them be, and hope that they don't gain too much ground;Le laisser faire et espérer qu'il ne gagne pas trop de terrain;Wir lassen sie in Ruhe und hoffen, dass sie nicht zu viel Einfluss erlangen.;;Dejadla estar y esperemos que no ganen mucho terreno.;;;;;;;;;x
EVTNAME17620;Fascist Soup kitchens;Soupes populaires fascistes;Faschistische Suppenküchen;;Comedores populares fascistas;;;;;;;;;x
EVTDESC17620;The fascist party has begun organizing soup kitchens for the unemployed in one of our states, citing the need to 'Protect and preserve the pureborn $COUNTRY_ADJ$ industrial workers from the ravages of international capitalism'. Several other parties, along with leading liberal and conservative dailies, have expressed sharp criticism of the party's work, claiming that it, in the end, amounts to little less than bribery and the buying of voter support. The fascists themselves do not seem overly concerned about these accusations.;Le parti fasciste a commencé à organiser des soupes populaires pour les chômeurs dans l'un de nos États, se référant à la nécessité de "protéger et de préserver les ouvriers de pure souche $COUNTRY_ADJ$ des effets dévastateurs du capitalisme international". Plusieurs autres partis, ainsi que de grands quotidiens libéraux et conservateurs, ont émis de vives critiques à l'égard de tels agissements, estimant qu'il s'agissait là d'une façon plus ou moins détournée d'acheter le soutien des électeurs. Les fascistes, eux, ne semblent pas inquiets de telles accusations.;Die faschistische Partei hat in einem unserer Staaten damit begonnen, Suppenküchen für die Arbeitslosen einzurichten. Sie sagen, sie müssten die 'reinrassigen $COUNTRY_ADJ$ Industriearbeiter von den Verheerungen des internationalen Kapitalismus schützen'. Mehrere andere Parteien sowie führende liberale und konservative Tageszeitungen haben die Arbeit der Partei scharf kritisiert, und behauptet, dass sie letztendlich kaum mehr als Bestechung und Stimmenkauf sei. Die Faschisten selbst scheinen über diese Anschuldigungen nicht sonderlich bestürzt zu sein.;;El partido fascista ha iniciado la organización de comedores populares para los desempleados en uno de nuestros estados, argumentando la necesidad de 'Proteger y preservar a los trabajadores industriales originarios de $COUNTRY$ de los estragos del capitalismo internacional'. Varios partidos, junto a diarios liberales y conservadores, han expresado su crítica más acerada del trabajo del partido, aduciendo que, al final, se convertirá en poco menos que un soborno para la compra del apoyo del votante. Los fascistas no parecen demasiado preocupados por estas acusaciones.;;;;;;;;;x
EVTOPTA17620;The party's work is not illegal, and is therefore not a government concern;Les agissements du parti ne sont pas contraires à la loi.;Die Arbeit der Partei ist nicht illegal und geht die Regierung deshalb nichts an.;;El trabajo del partido no es ilegal y, por tanto, el gobierno no está preocupado.;;;;;;;;;x
EVTOPTB17620;This is just a ruse to build support for the party, end this nonsense!;Il s'agit là d'une ruse visant à rallier du soutien. Mettons fin à cette absurdité !;Das ist nur ein Trick, um Unterstützer für die Partei zu gewinnen. Beendet diesen Unsinn!;;Se trata de una estratagema para comprar apoyos para el partido. ¡Poned fin a esto!;;;;;;;;;x
EVTNAME17630;The March on $CAPITAL$;La marche sur $CAPITAL$;Der Marsch auf $CAPITAL$;;La marcha sobre $CAPITAL$;;;;;;;;;x
