great_war3_desc;If we do not end the war soon, things will go very badly for us.;;;;;;;;;;;;;x,,,
gateway_to_harbor;Gateway to a New Land;;;;;;;;;;;;;x,,,,
gateway_to_harbor_desc;Many immigrants from around the world will pass through our great harbor, and a great number of them will remain in the city.;;;;;;;;;;;;;x,,,
recent_crisis;Recent Crisis;;;;;;;;;;;;x,,,,,,,,,,,,,
recent_crisis_desc;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;x,,,,,,,,,,,,
rebel_cell_discovered;Rebel Cell Discovered;;;;;;;;;;;;x,,,,,,,,,,,,,
rebel_cell_discovered_desc;With one rebel cell uncovered, it's only a matter of time before we discover the rest and stamp them out!;;;;;;;;;;;;x,,,,,,,,,,,,
fukoku_kyohei;Fukoku Kyohei;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
may_day;May Day;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may_day_desc;Our nation celebrates socialism. Let the greedy capitalists of the land shake in their boots!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
militant_trade_union;Militant Trade Union;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissatisfied_workers;Dissatisfied Workers;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
militant_trade_union;Militant Trade Union;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worker_revolt;Worker Revolt;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
