concrete_pillboxes;Concrete Pillboxes;;;;;;;;;;;;x,,,
concrete_pillboxes_desc;These were strongpoints along trench systems often dug into the ground, and serving as a protected emplacement for defending machine guns, riflemen and/or light artillery. The reinforced structure provided protection from grenades and mortar shells as well as the weather.;;;;;;;;;;;;x,,,
quick_firing_field_guns;Quick-Firing Field Guns;;;;;;;;;;;;x,,,
quick_firing_field_guns_desc;Quick-Firing Field Guns are breech-loaded artillery pieces that combine several characteristics to produce a high rate of fire. Buffer mechanisms and self-contained ammunition limited and then eliminated recoil of the barrel. Innovations in breech technology allowed for rapid reloading of the gun. One of an interrupted-screw or sliding-block system sealed the breech to conserve firing velocity. One of the most successful quick-firing designs was the French 'Canon de 75 modèle 1897.' This 75mm piece could fire fifteen rounds per minute of high-explosive and shrapnel, devastating attacking infantry. Other nations quickly copied the technology.;;;;;;;;;;;;x,,,
indirect_fire_techniques;Indirect Fire Techniques;;;;;;;;;;;;x,,,
indirect_fire_techniques_desc;Indirect fire involves aiming and firing artillery projectiles on targets not in a direct line of sight. The degree of accuracy achieved is dependent on calculations of the azimuth (an angular measurement of the target point relative to the reference point) and firing elevation of the gun.  The first practical manual was written in 1882 by a Russian officer, KG Guk. Guk described how to fix aiming points for firing arcs using geometry. The lack of a device to measure azimuth was solved in 1890 when Germany introduced the lining-plane. The lining-plane was mounted in-line with the bore and enabled the measurement of large angles. The effectiveness of indirect fire increased greatly with actual battlefield experience in the First World War. The introduction of airborne spotters in balloons and aircraft allowed for gun crews to correct their firing calculations during battles.;;;;;;;;;;;;x,,,
penicillin;Penicillin;;;;;;;;;;;;x,,,,,,,
penicillin_desc;Antibiotics derived from Penicillium fungi, they became significant because they were the first drugs effective against many serious diseases such as syphilis and staphylococcus infections.;;;;;;;;;;;;x,,,,,,
florence_nightingale;Florence Nightingale;;;;;;;;;;;;x,,,,,,,
florence_nightingale_desc;Florence Nightingale was a celebrated English nurse, writer and statistician. A Christian universalist, Nightingale believed that God had called her to be a nurse. She came to prominence for her pioneering work in nursing during the Crimean War, where she tended to wounded soldiers. She was dubbed 'The Lady with the Lamp' after her habit of making rounds at night.;;;;;;;;;;;;x,,,,
military_psychology;Military Psychology;;;;;;;;;;;;x,,,,,,,
military_psychology_desc;Military psychology is the research, design and application of psychological theories and experimentation data towards understanding, predicting and countering behaviours either in friendly or enemy forces or civilian populations that may be undesirable, threatening or potentially dangerous to the conduct of military operations. Military psychology is applied towards counseling and treatment of stress and fatigue of military personnel or military families as well as treatment of psychological trauma suffered as a result of military operations.;;;;;;;;;;;;x,,,,
#############################################;;;;;;;;;;;;;;x
#Navy Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
torpedo_tactics;Torpedo Tactics;;;;;;;;;;;;;x
torpedo_tactics_desc;Cruisers and torpedo boats are now equipped with torpedos. Making the best use of this new weapon requires us to re-think the tactics we use.;;;;;;;;;;;;;x
torpedo_training_school;Torpedo Training School;;;;;;;;;;;;;x
torpedo_training_school_desc;As the use of the torpedo grew, it became necessary to have officers and men who knew the weapon in detail. So navies set up Torpedo Training Schools to produce specialists in this weapon.;;;;;;;;;;;;;x
torpedo_night_training;Torpedo Night Training;;;;;;;;;;;;;x
torpedo_night_training_desc;The advent of quick-firing guns meant it was difficult for a torpedo boat or destroyer to get close enough to a battleship to fire a torpedo. However, at night, a torpedo flotilla could approach battleships unawares. Night training makes torpedo craft more lethal.;;;;;;;;;;;;;x
heater_torpedo;Heater Torpedo;;;;;;;;;;;;;x
heater_torpedo_desc;The first torpedoes were powered by compressed air. However, we have now discovered a way to use the air to ignite kerosene fuel. This makes our torpedos faster and longer-ranged.;;;;;;;;;;;;;x
compressed_oxygen_torpedo;Compressed Oxygen Torpedo;;;;;;;;;;;;;x
compressed_oxygen_torpedo_desc;A torpedo fuelled with compressed oxygen, like the Japanese "Long Lance", has even greater range and speed.;;;;;;;;;;;;;x
cruiser_gun_casemates;Cruiser Gun Casemates;;;;;;;;;;;;;x
cruiser_gun_casemates_desc;Cruisers tended to have less protection for their gun crews than battleships did. It was impractical to put the guns of a small cruiser in turrets until well into the 20th century. However mounting some guns in a casemate betwen decks provides good protection.;;;;;;;;;;;;;x
harvey_steel_armour;Harvey Steel Armour;;;;;;;;;;;;;x
harvey_steel_armour_desc;The 'Harvey process' produced case-hardened armour, which was more difficult to penetrate. 7.75in of Harvey steel provided the same protection as  12in of regular steel.;;;;;;;;;;;;;x
krupp_steel_armour;Krupp Cemented Steel;;;;;;;;;;;;;x
krupp_steel_armour_desc;Krupp Cemented Steel uses a 'gas cementing' process to produce thick steel armour with a very tough face. This 'KC' Steel became the standard for battleships in the 20th century. It waas twice as effective against armour-piercing shells as plain steel plate.;;;;;;;;;;;;;x
gunnery_training_school;Gunnery Training School;;;;;;;;;;;;;x
gunnery_training_school_desc;As gunnery became an increasingly scientific subject, navies set up specialist Gunnery Schools to train crews in how to handle their weapons.;;;;;;;;;;;;;x
13in_main_battery;13.5-in Main Battery;;;;;;;;;;;;;x
13in_main_battery_desc;Our dreadnoughts are now equipped with 13.5-inch main guns, rather than 12-inch guns. This gives them more firepower.;;;;;;;;;;;;;x
8in_secondary_guns;8-inch Secondary Guns;;;;;;;;;;;;;x
8in_secondary_guns_desc;Pre-dreadnought battleships adopted heavier and heavier secondary guns in accordance with the "hail of fire" principle. The same guns served as the main armament for armoured cruisers.;;;;;;;;;;;;;x
9in_secondary_guns;9.2-inch Secondary Guns;;;;;;;;;;;;;x
9in_secondary_guns_desc;Pre-dreadnought battleships adopted heavier and heavier secondary guns in accordance with the "hail of fire" principle. The same guns served as the main armament for armoured cruisers..;;;;;;;;;;;;;x
salvo_firing;Salvo Firing;;;;;;;;;;;;;x
salvo_firing_desc;To judge the range of an enemy ship and calculate a firing solution, our ships now use "salvo firing": they fire a salvo of three to five shells, wait to see the splashes, and adjust accordingly. Once we know we have the enemy ship 'straddled' we open fire with all guns.;;;;;;;;;;;;;x
ap_capped_shell;Armour Piercing Shell;;;;;;;;;;;;;x
ap_capped_shell_desc;We now use carefully-designed armour-piercing shells, with a cemented steel point and a high-explosive filling. This is more effective against modern armour.;;;;;;;;;;;;;x
aero_ap_shell;Aerodynamic Armour Piercing Capped Shell;;;;;;;;;;;;;x
aero_ap_shell_desc;Research shows that putting a cap of soft metal over the point of an armour-piercing shell makes it more effective. However, this makes the shell less aerodynamic. So on top of that cap we now put another light steel cap to preserve the aerodynamics of the shell. This all means our battleships have unprecedented armour-piercing power at very long ranges.;;;;;;;;;;;;;x
steam_auxiliaries;Steam Auxiliaries;;;;;;;;;;;;;x
steam_auxiliaries_desc;The first steam ships in the navies of the 19th Century were not warships but tugs, dredgers and despatch ships. By freeing sailing ships from constraints of tide and wind, these auxiliary ships make our fleets faster and more flexible.;;;;;;;;;;;;;x
triple_expansion_engine;Triple-Expansion Steam Engine;;;;;;;;;;;;;x
triple_expansion_engine_desc;A Triple-Expansion Steam Engine divides the work of expanding the charge of steam by feeding it through three cylinders of increasing diameter. This served to lessen the magnitude of the heating and cooling process on the engine, a major source of inefficiency. Triple-Expansion engines were more efficient and generated increased speed for the new steel warships.;;;;;;;;;;;;;x
quadruple_expansion;Quadruple-Expansion Steam Engines;;;;;;;;;;;;;x
quadruple_expansion_desc;Adding yet another expansion chamber to a triple-expansion steam engine gave another marginal increase in power and efficiency to steam engines.;;;;;;;;;;;;;x
geared_turbine_propulsion;Geared Turbine Propulsion;;;;;;;;;;;;;x
geared_turbine_propulsion_desc;Geared turbines are more fuel-efficient, though more expensive, than regular turbines. The first capital ship to feature all-turbine propulsion was HMS Dreadnought.;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#Mobilisation Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
levee_en_masse;Levée en Masse;;;;;;;;;;;;;x
levee_en_masse_desc;This was a term coined during the French Revolution to describe the mass conscription of able-bodied men in the defense of France. Mass mobilisation was not a new idea in historical terms, but the Levée was a modern application of the Enlightenment idea of the national citizen replacing that of the royal subject. The Levée heralded the dramatic expansion of armies in the nineenth and twentieth centuries.;;;;;;;;;;;;;x
railroad_mobilisation_timetables;Railroad Mobilisation Timetables;;;;;;;;;;;;x,,,
railroad_mobilisation_timetables_desc;These were precise plans for using the national railroad system to mobilize a country's reserves of fighting men at designated places according to schedule.;;;;;;;;;;;;x,,,
improved_railroad_mobilisation_timetables;Improved Railroad Mobilisation Timetables;;;;;;;;;;;;x,,,
improved_railroad_mobilisation_timetables_desc;These were precise plans for using the national railroad system to mobilize a country's reserves of fighting men at designated places according to schedule.;;;;;;;;;;;;x,,,
non_interventionism;Non-Interventionism;;;;;;;;;;;;x,,,
non_interventionism_desc;Some nations chose to recuse themselves from the conflicts of the various Imperial Powers, and sought instead to maintain a reserve of manpower rather than large standing armies, which were found to be expensive for peacetime needs.;;;;;;;;;;;;x,,,
total_war_mobilisation;Total War Mobilisation;;;;;;;;;;;;x,,,
total_war_mobilisation_desc;The slaughter of the Great War and the endless demand for more men and more munitions had forced governments to mobilize the resources of the state as never before. Government intervention in the economy occured on a scale not yet seen in the Industrial Age. The Powers, expecting the next war to be a repeat of the first, trained ever greater numbers of the population as reservists. The economy would be placed on a "total war" footing in anticipation of demands upon private industry for the war effort, even though less men would be available to work in the factories.;;;;;;;;;;;;x,,,
#############################################;;;;;;;;;;;;;;x
#Sepoy Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
caste_privileges;Caste Privilege;;;;;;;;;;;;x,,,,,,,
caste_privileges_desc;An early goal of British Imperialists in India was to create a class of local elites in their own image. They were successful, forming a new caste of wealthy Indians who rose to prominence within the colony.;;;;;;;;;;;;x,,,,,,
sati_abolished;Abolishment of Sati;;;;;;;;;;;;x,,,,,,,
sati_abolished_desc;The abolishment of Sati funeral practices, where a recent widow immolated herself on her husband's grave, was incredibly unpopular in some parts of India.;;;;;;;;;;;;x,,,,,
pig_fat_cartridges;Pig Fat Cartridges;;;;;;;;;;;;x,,,,,,,
pig_fat_cartridges_desc;The issuing of gunpowder cartridges which were believed to be greased with pig fat was considered an incredible insult by Sepoy soldiers, and further evidence of the growing cultural rift between Indians and colonial powers.;;;;;;;;;;;;x,,,,,,
#############################################;;;;;;;;;;;;;;x
#Colonisation Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
indigenous_garrisoning;Indigenous Garrisoning;;;;;;;;;;;;x,,,,,,,
indigenous_garrisoning_desc;The advent of advanced weaponry, firepower far greater than that possessed by most uncivilized peoples, has made it possible for small but well-armed garrisons to maintain order in colonial holdings-- even with native populations in excess of a thousand-to-one.;;;;;;;;;;;;x,,,,,
#############################################;;;;;;;;;;;;;;x
#Ideology Inventions;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
social_democracy;Social Democracy;;;;;;;;;;;;x,,,,,,,
social_democracy_desc;Democratic Socialism grew out of the revolutionary Socialist movement in the late Nineteenth Century. Some socialists remained revolutionary, and advocated the end of Market Capitalism in favor of complete state control of capital and the means of production. Social Democrats instead advocated the Social Welfare or 'Mixed Economy' state. In this version of Social Democracy, certain key services and industries might be nationalized, and the state would provide many social services and programs. However, market forces would continue to function. Political Parties advocating socialist policies, including the SPD in Germany and Labour in Brtain became powerful in the parliaments.;;;;;;;;;;;;x,,,,,
marxism_leninism;Marxism-Leninism;;;;;;;;;;;;x,,,,,,,
marxism_leninism_desc;Marxism-Leninism was a further development of the Marxist theory described by Marx and Engels. As the name attests, it was originally propounded by Vladimir Ilyich Lenin. Lenin espoused the concept of the Vanguard Party. Marxist-Leninists rejected Democratic Socialism's peaceful, parliamentary path to socialism. They argued instead argued for immediate and violent revolution. Lenin wrote 'What is to Be Done?' in 1903, in which he described how a dedicated core of revolutionaries could take over in nations where a large, educated proletariat did not already exist. In 1917, Lenin launched a revolution in Russia with a mix of soldier, worker, and peasant support, where a collection of 'Soviets' unde the leadership of Lenin's revolutionary vanguard usurped and then replaced the functions of the traditional state authorities. Marxism-Leninism never realized the utopian withering away of the state as Marx had envisioned. The revolutionary Dictatorship of the Proletariat became a dominant social class of its own. Membership in the Communist Party meant a standard of living  and power above that of the 'proletariat' whom the revolution had been proclaimed for.;;;;;;;;;;;;x,,,,,
national_socialism;National Socialism;;;;;;;;;;;;x,,,,,,,
national_socialism_desc;National Socialism was an extreme form of the ideology of Fascism, which grew out of global instability after the Great War. National Socialists started with the basic tenets of Fascism, including the Leadership Principle, the Police State, a mass movement, the suppression of Democratic institutions and the subordination of industry and labour to the state. They added ideas derived from social-Darwinism, Eugenics, and Ultranationalist thinkers. This produced a highly toxic and perverted ideology that promised to make the national community or 'Volk' healthy, strong, and dominant. Along with traditional racism towards non-whites, members of minority religions, Eastern European cultures, and especially the Jews were to be forcibly deported, encouraged to emigrate, sterilized, or simply exterminated.'Racial Science' determined them to be inferior not only socially and culturally, but also biologically. National Socialist or 'Nazi' movements primarily sprung up in 'Western' states in the first half of the Twentieth Century, though Japan developed its own theories of race akin to the Nordic 'Aryan' superman based on the 'Yamato' Culture. Communism was the great ideological enemy of the National Socialists;;;;;;;;;;;;x,,,,,
the_one_party_state;The One Party State;;;;;;;;;;;;x,,,,,,,
the_one_party_state_desc;Politically, while a varying amount of factionalism and competition for power and ideas could be (and WAS) tolerated behind closed doors, there could be no organized opposition in public, to the Party, or to the 'Revolution,' or the 'Movement,' depending on the Fascist or Communist usage. In practice this meant various measures of popular indoctrination, legal or violent repression of the political opposition, and varying levels of persecution against non-party social and religious groups.;;;;;;;;;;;;x,,,,,
totalitarianism;Totalitarianism;;;;;;;;;;;;x,,,,,,,
totalitarianism_desc;The suppression of the basic institutions and rights of a democratic society became one of the first goals of Fascist and Communist states. Parliaments were abolished or made rubber stamps for state decrees and programs. Elections and Plebiscites (if held at all) were no longer secret-ballot: any citizens who opposed were virtually forced to vote the party line, or face punishment in prison or even in Gulags/Concentration Camps. The Press was censored, or more often became another state organ for the dissemination of propaganda extolling the regime's virtues and demonizing its enemies. Freedom of expression in academia, in the world of culture and in the public sphere was curtailed. Professors, scientists and professionals were willingly or unwillingly conscripted to serve the state's priorities. Many intellectuals became emigres and moved to other democratic nations, because to stay and refuse to serve meant incarceration or death.;;;;;;;;;;;;x,,,,,
the_leadership_principle;The Leadership Principle;;;;;;;;;;;;x,,,,,,,
the_leadership_principle_desc;Fascism rejected assumptions that all were born with the ability to be leaders through popular revolution or election to democratic office. The 'Leadership Principle' affirmed that the state would be led by a group of individuals who were 'gifted to rule.' This introduced an appointed hierarchy in civil society which resembled that of the military. An Italian essay on the 'Doctrine of Fascism' stated: 'the conception of the State is all-embracing; outside of it no human or spiritual values can exist, much less have value. Thus understood, Fascism is totalitarian, and the Fascist State 'a synthesis and a unit inclusive of all values' interprets, develops, and potentiates the whole life of a people.' This hierarchical organization demanded total obedience to those above the individual. Fascism typically gave rise to one supreme leader who would assume a special title, such as that of Fuhrer or Duce. This rule by decree often led to instability and inefficiency, as those most loyal might be chosen over those most able. Those who broke with the hierarchical structure and created their own organizations and leadership power in the state might even recieve attention and praise in the Fascist appreciation for the constant national struggle.;;;;;;;;;;;;x,,,,,
ultranationalism_n_the_volk;Ultranationalism and The Volk;;;;;;;;;;;;x,,,,,,,
ultranationalism_n_the_volk_desc;Ultranationalism encouraged a form of collectivism that unlike Marxism, emphasized national unity through ethnicity or 'race.' Fascists believed in a state free of class struggle, National organizations were formed for the various economic classes, who all worked for the benefit of the nation. This was known as Corporatism. National Socialist variants rejected definitions based on mere national 'feeling' or 'myth.' Their definitions of belonging were based on the lines of racial protectionism or racial supremacy; This concept of the 'Volk' stated that traditional definitions of who belonged to the national state were inadequate. A German whose ancestors had lived in Germany and spoke German for centuries could be excluded from the national community if they were Jewish, joined the political opposition, or had ancestors from 'inferior' nationalities. Italian and other variants emphasized the concept of humankind as in constant struggle, and some conquered peoples could be assimilated into the nation. National Socialism emphasized a racial imperialism, whereby new territory was to be conquered, cleansed of inferior peoples, and colonized by the 'Volk.';;;;;;;;;;;;x,,,,,
collectivisation;Collectivisation;;;;;;;;;;;;x,,,,,,,
collectivisation_desc;Marxist doctrine emphasized the 'dictatorship of the proletariat' whereby the workers would take control of the means of the production and ulimately own their own factories and farms in a utopian socialist vision of collectivism. The architects of Communist state ideology were inevitably unable to deliver this utopian vision. What resulted instead was a dramatic expansion of state economic planning and central control over all industries and industrial production. Housing and infrastructure projects also became state-owned and directed. Heavy industry was to be emphasized above consumer goods. Private ownership of land was largely ended, and early attempts at land redistribution became massive collectivization projects whereby huge farms were organized in a factory-like manner. As with factories, delivery of raw materials and production quotas were set by central planning agencies. In all of these areas, the inherent problems of deficiencies and impossible targets came to the fore.;;;;;;;;;;;;x,,,,,
the_classless_society;The Classless Society;;;;;;;;;;;;x,,,,,,,
the_classless_society_desc;The coming to power of Communist movements usually meant that the 'intelligentsia' - academics, the political opposition, businessmen, aristocrats and large landowners, even army officers - were purged, driven into exile, or killed as being opposed to the revolution. The Communist state promoted the idea of the classless society, where everyone was a comrade in the service of the State. Organized religion and ethnic nationalism were often brutally suppressed, because they could provide foci for anti-regime activities and armed resistance. The armed forces were not only often deprived of leadership in purges, but traditional military symbols that inspired the army were removed in favour of empty Marxist slogans.;;;;;;;;;;;;x,,,,,
#############################################;;;;;;;;;;;;;;x
#Missing Localisations in vanilla;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
apache_raiders;Apache Raiders;;;;;;;;;;;;;x
nationalist_agitation;Nationalist Agitation;;;;;;;;;;;;;x
worker_revolt;Worker Revolt;;;;;;;;;;;;;x
may_day;May Day;;;;;;;;;;;;;x
militant_trade_union;Militant Trade Union;;;;;;;;;;;;;x
dissatisfied_workers;Dissatisfied Workers;;;;;;;;;;;;;x
generalised_debt_default;Debt Default;;;;;;;;;;;;;x
debt_default_to;Debt Defaulted To;;;;;;;;;;;;;x
has_siege;Has Siege;;;;;;;;;;;;;x
STRONGER_ARMY_THAN;has a stronger army than;a une armée plus forte que;hat stärkere Armee als;;tiene el ejército más fuerte que;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#Localisations for Eidur's CBs;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
acquire_treaty_port;Acquire Treaty Port;;;;;;;;;;;;;x
acquire_treaty_port_desc;Acquire a treaty port concession by force from China;;;;;;;;;;;;;x
acquire_treaty_port_setup;Acquire the treaty port of $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_treaty_port_short;Acquires concession of $STATE$;;;;;;;;;;;;;x
take_capital;Take Capital;;;;;;;;;;;;;x
take_capital_desc;Take the Capital region of a §Ycountry§W and force them to move their capital elsewhere;;;;;;;;;;;;;x
take_capital_setup;Take Capital region $STATE$ of $RECIPIENT$;;;;;;;;;;;;;x
take_capital_short;Takes Capital from $RECIPIENT$;;;;;;;;;;;;;x
conquest_low;Minor Conquest;;;;;;;;;;;;;x
conquest_low_desc;Annex a §Ycountry§W of small size and population by conquest;;;;;;;;;;;;;x
conquest_low_setup;Annex minor nation of $RECIPIENT$;;;;;;;;;;;;;x
conquest_low_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
establish_colonial_protectorate_casus_belli;Annex African nation;;;;;;;;;;;;;x
establish_colonial_protectorate_casus_belli_desc;Establish a protectorate over an African nation that has been blocked from early annexation;;;;;;;;;;;;;x
establish_colonial_protectorate_casus_belli_setup;Annex $RECIPIENT$ by establishing a protectorate over them.;Annexez $RECIPIENT$ en établissant un protectorat.;Annektieren Sie $RECIPIENT$ durch die Gründung eines Protektorats.;;Anexionar $RECIPIENT$ estableciendo un protectorado sobre ellos.;;;;;;;;;x;;
establish_colonial_protectorate_casus_belli_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
demand_colonial_concession_casus_belli;Demand African concession;;;;;;;;;;;;;x
demand_colonial_concession_casus_belli_desc;Demand a colonial concession from African nation that could not be attacked early;;;;;;;;;;;;;x
demand_colonial_concession_casus_belli_setup;Demand that $RECIPIENT$ secede territory to form a colonial concession.;Demandez à ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonie abspaltet.;;Exigir que $RECIPIENT$ escinda territorio para formar una concesión colonial.;;;;;;;;;x;;
demand_colonial_concession_casus_belli_short;Demand $STATE$;Demande $STATE$;Fordern Sie $STATE$;;Exigir $STATE$;;;;;;;;;x;;
initialize_africa_title;Initalize Africa;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initialize_africa_desc;Enacting this decision prevents the conquest of Sokoto, Benin, and Oyo before 1865;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_40;Offlimits until 1840;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_50;Offlimits until 1850;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_55;Offlimits until 1855;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_60;Offlimits until 1860;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_65;Offlimits until 1865;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_70;Offlimits until 1870;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colonial_75;Offlimits until 1875;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#############################################;;;;;;;;;;;;;;x
#Localisations for Kristjan's CBs;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;;x
negotiated_transfer_desc;Transfer a state or colonial region to another country with no effect on infamy, prestige, or jingoism;;;;;;;;;;;;x
negotiated_transfer_short;$RECIPIENT$ receives $STATE$ from us;;;;;;;;;;;;;x
negotiated_transfer_setup;Transfer $STATE$ from our country to $RECIPIENT$;;;;;;;;;;;;x
NORMAL_WAR_NEGOTIATE_NAME;$ORDER$$SECOND$ Transfer of $STATE$ to $FIRST_COUNTRY$;;;;;;;;;;;;x
AGRESSION_WAR_NEGOTIATE_NAME;$ORDER$$SECOND$ Transfer of $STATE$ to $FIRST_COUNTRY$;;;;;;;;;;;;x
demand_for_allies;Demand for Ally;;;;;;;;;;;;x
demand_for_allies_desc;Demand that an enemy nation cede a state to another §Ycountry§W in the game;;;;;;;;;;;;x
demand_for_allies_short;$THIRD$ acquires $STATE$;;;;;;;;;;;;;x
demand_for_allies_setup;Demand the cession of $STATE$ from $RECIPIENT$ for $THIRD$;;;;;;;;;;;;x
NORMAL_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
AGRESSION_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
demand_colony_for_allies;Demand Colony for Ally;;;;;;;;;;;;x
demand_colony_for_allies_desc;Demand that an enemy nation cede a colonial region to another §Ycountry§W in the game;;;;;;;;;;;;x
demand_colony_for_allies_short;$THIRD$ acquires $STATE$;;;;;;;;;;;;;x
demand_colony_for_allies_setup;Demand the cession of $STATE$ from $RECIPIENT$ for $THIRD$;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#Localisations for Kristjan's Historical Decisions;;;;;;;;;;;;;;x
#Ordered by Continent Europe-Asia-Africa-Americas-Oceania;;;;;;;;;;;;;;x
#Sub-ordered alphabetically by nation;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
##### Belgium #####;;;;;;;;;;;;;;x
cover_the_senne_title;Cover the Senne River;;;;;;;;;;;;;x
cover_the_senne_desc;The Senne River flows through the centre of Brussels. By 1860 the accumulation of waste in the river came to pose a significant health risk to the population. Residents preferred to move out of the city and live in the suburbs, thus depriving the city of tax revenues. In 1865 the architect Léon-Pierre Suys presented a plan to divert the Senne through specially constructed tunnels under the centre of the city. The exposed riverbed would be covered over and a series of 4 grand boulevards were to be laid out. Construction started in 1867 and was completed in 1871. While the new buildings failed to attract suburban residents back to the city, public health was measurably improved and transport congestion eased.;;;;;;;;;;;;;x
boulevards_of_brussels;The Boulevards of Brussels;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desc_boulevards_of_brussels;The covering of the Senne river has allowed for the creation of four grand boulevards in the center of Brussels. Transportation has been improved and magnificent new public buildings are rising up. The forced expropriation and destruction of many homes in the process however, has made our government somewhat unpopular with the citizens.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Denmark #####;;;;;;;;;;;;;;x
integrate_the_duchies_title;Integrate the Duchies;;;;;;;;;;;;;x
integrate_the_duchies_desc;The new nationalistic liberal government issued several reforms to bind Slesvig-Holstein closer to the motherland. It was determined that only full integration of the Duchies into Denmark would stop the loss of these provinces to a future German state.;;;;;;;;;;;;;x
##### France #####;;;;;;;;;;;;;;x
proclaim_second_empire_title;Proclaim Second French Empire;;;;;;;;;;;;;x
proclaim_second_empire_desc;As Louis Napoleon grasped dictatorial power and introduced a harsh constitution he took the next step and held a referendum for the reintroduction of the Empire. Nearly 8 million Frenchmen voted yes and he became French Emperor under the name Napoleon III..;;;;;;;;;;;;;x
louis_napoleon_iii;Louis-Napoléon Bonaparte;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desc_louis_napoleon_iii;Nephew and heir of Napoleon I, he is a man of the people and carries with him a legacy that makes him seemingly invincible-- even if, at times, his decisions are reckless and of questionable military value.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bardo_treaty_title;Enforce the Bardo Treaty;;;;;;;;;;;;;x
bardo_treaty_desc;On May 12,1881, the reigning Bey of Tunisia signed the Treaty of Kasser Said, known also as the Bardo Treaty, which acknowledged Tunisia to be a French protectorate. This marked the effective end of Tunisian independence.;;;;;;;;;;;;;x
##### Germany #####;;;;;;;;;;;;;;x
form_new_guinea_company_title;Form Deutsche Neuguinea-Kompagnie;;;;;;;;;;;;;x
