EVTOPT700011A;Long may he live!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME700012;A Stab in the Back;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC700012;After receiving our indemnification and apologies, what was asked for, the USA decided to declared war against us. As a consequence, their reputation in the eyes of the world fell, but what will be the consequences for our country?;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT700012A;Traitorous bastards!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME500000;The Organic Statute of Poland;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC500000;The Organic Statute of the Kingdom of Poland was a Statute which replaced the Constitution of 1815 in the aftermath of the failed November Uprising in the Russian Partition. The Statute was pronounced in occupied Warsaw on March 1832 by Marshal Ivan Fyodorovich Paskevich, who named himself a namestnik. The Statute, signed by Emperor Nicholas I of Russia, replaced the personal union between the Kingdom of Poland and the Russian Empire with the "eternal incorporation" of Poland into Russia. The Parliament of the Kingdom was abolished, and its army merged with the Russian Army. \n §RNOTE: Congress Poland is an extremely hard to play substate. You won't get any soldiers and when the Polish Uprising begins you will probably lose the game.§W;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500000A;When will the Poles be free?;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME500001;The Polish Uprising of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC500001;After the latest war our subjects in Poland and other parts of our empire began to grow restless. The uprising began as a spontaneous protest by young Poles against conscription into the $COUNTRY_ADJ$ Army. It was soon joined by high-ranking Polish-Lithuanian officers and various politicians. In Warsaw alone 116 demonstrations were held in $YEAR$. Much of these manifestations in ended in clashes with the $COUNTRY_ADJ$ Army. In spite of $COUNTRY_ADJ$ police interference, a symbolic meeting of hymn-singing Poles and Lithuanians took place on the bridge across an important River. The crowds sang "God protect Poland" in Lithuanian and Belarusian. Earlier in $YEAR$ the $COUNTRY_ADJ$ government introduced a state of emergency in Kovno and Grodno as well as several other Polish-majority provinces. Public gatherings were banned and some public leaders were declared outlaws. The situation threatens to break down in anarchy.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500001A;Suppress them immediately.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500001C;Let them be free.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500001D;Onwards to Poland!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME500002;The Polish Uprising;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC500002;Poles in $FROMCOUNTRY$, together with some other nationalities in the territory of the former Polish-Lithuanian Commonwealth, started a general uprising against the $FROMCOUNTRY_ADJ$ government. There is an outcry from some sectors of our population to support Polish freedom, but there wouldn't be any problems if we stayed neutral on this matter either.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500002A;Help the Poles in any way we can.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500002B;Condemn $FROMCOUNTRY$'s action.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500002C;Stay neutral on the matter.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500002D;Pronounce our support to $FROMCOUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME500003;The Polish Rebellion is Crushed;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC500003;Traugutt, the insurrection general, and four other members of the Polish Government were apprehended by $COUNTRY_ADJ$ troops and executed at the Warsaw citadel. In the course of the war several battles and skirmishes were fought and some twenty-five thousand Poles were killed. The $COUNTRY_ADJ$ $MONARCHTITLE$ passed laws and edicts to make the land an integral part of $COUNTRY$'s territory and all that remains now is to decide the fate of the rebels.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500003A;There will be harsh reprisals.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT500003B;Be lenient with them.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME132002;Government Overthrown in $FROMCOUNTRY$;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC132002;Our puppet government in $FROMCOUNTRY$ was overthrown and the new government has declared it will not take any orders from us!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME4661006;Bolivian-Argentine Border Treaty;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC4661006;The border between Bolivia and Argentina has long been under influence of Caudillos from both countries, the provinces being raided and conquered numerous times. The Bolivians conquered Cochinoca, an Argentine province, using the attempt to stop Argentinian Caudillos from raiding Bolivia's countryside as the justification. After the recent war the Argentine took Cochinoca and Tarija, the latter being claimed by some Argentine northern Caudillos as being part of Argentina but that province long has been under the rule of Bolivia and has mainly a Bolivian population. Now with the post-war peace talks, our diplomats proposed that we raise the question of the settlement of the borders between Bolivia and Argentina. The best deal we can get by our diplomats calculations is to offer to renounce all our claims in Cochinoca, Uquia, Jujuy and Salta in exchange for the return of Tarija and their renouncement of their claims in that province.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT4661006A;Make the proposal.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT4661006B;We will not renounce our claims.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC4661007;The border between Bolivia and Argentina has long been under influence of Caudillos from both countries, the provinces being raided and conquered numerous times. The Bolivians conquered Cochinoca, an Argentine province, using the attempt to stop Argentinian Caudillos from raiding Bolivia's countryside as the justification. After the recent war we took Cochinoca and Tarija, the latter being claimed by some northern Caudillos as being part of Argentina but that province long has been under the rule of Bolivia and has mainly a Bolivian population. Now with the post-war peace talks, the question of the settlement of the borders between Bolivia and Argentina was raised by the Bolivian government. They offer to renounce all their claims in Cochinoca, Uquia, Jujuy and Salta in exchange for the return of Tarija and our renouncement of our claims in that province.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT4661007A;We agree to their proposal.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT4661007B;We will not renounce our spoils of war.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME4661008;Argentina Agrees;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC4661008;The Argentines agreed to our proposal and Tarija is being returned to us.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTOPT4661008A;Great news!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97051;The New Capital!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97051;The new President of Bolivia, after the fall of the federation, proclaimed a law naming the city of the Chuquisaca as the capital of Bolivia and renaming it in honor of the revolutionary leader Antonio José de Sucre.;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT970501PTA;For the glory of Bolivia!!;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTPDII50000;The Republican Coup;;;;;;;;x,,,,,,,,,,
EVTDESC50000;The end of slavery had resulted in an explicit shift of support to republicanism by rich and powerful coffee farmers who held great political, economic and social power in the country. To avert a republican backlash, the government adopted a series of credit and military policies and reforms to appease the land owners. The measures made by the government alarmed the civilian republicans and the Positivists in the military corps. They saw that it would undercut support for their own aims, and were emboldened to further action. For them, it had become a case of "now or never". Although there was no desire in Brazil among the majority of the population to change the form of government, the civilian republicans began pressuring the Positivist officers to overthrow the monarchy. The Positivists launched a coup d'etat and tried to institute a republic on November 15, 1889. During the whole ordeal Pedro II showed no emotion, as if unconcerned about the outcome. He only commented:;;;;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,
EVTOPTA50000;If this is how it is, I will retire. I worked too much and I'm tired. Now I'll rest.;;;;;;x,,,,,,,,,,
EVTOPTB50000;Crush the rebellion!;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vargastitle;The Rise of Getulio Vargas;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,
vargasdesc;Vargas was born in the state of Rio Grande do Sul, into a family prominent in state politics. By 1922 he had risen rapidly in state politics and was elected to the National Congress, in which he served for four years. In 1926 Vargas became minister of finance in the Cabinet of President Washington Luís Pereira de Sousa, a post he retained until his election as governor of Rio Grande do Sul in 1928. From his position as state governor, Vargas campaigned unsuccessfully as reform candidate for the presidency of Brazil in 1930. While appearing to accept defeat, Vargas in October of that year led the revolution, organized by his friends, that overthrew the oligarchical republic. For the next 15 years Vargas assumed largely dictatorial powers, ruling most of that time without a congress. He held sole power as provisional president from Nov. 3, 1930, until July 17, 1934, when he was elected president by the constituent assembly.;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,
vargasopt1;Today you are with the government. Tomorrow you will be the government.;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,
vargasopt2;The coffee policy will prevail! Suppress this outrageous coup!;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME50009;The Rise of the Andinos;;;;;;;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,
EVTDESC50009;The course of Venezuelan history changed markedly at the turn of the 20th century. In 1899 General Cipriano Castro, a caudillo from the Andean state of Táchira, descended on Caracas with his provincial army and seized the presidency. As a result, five successive military strongmen from Táchira, known as Andinos, controlled the nation for the next 59 years, except for an interlude in 1945–48. The longest rule being the one of General Juan Vicente Gómez. Gómez was an effective, if ruthless, dictator. By manipulating elections, abolishing all organized political activity, and monopolizing appointive powers, he established a completely subservient legislative and judicial structure.;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME50009OPTA;We can't resist the powerful caudillos.;;;;;;;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,
EVTNAME50009OPTB;The Federation must resist this coup!;;;;;;;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,
